Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Geyser,2,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,0.675,0,5581,t,W,3042,11133.0,15145.0,4,639.0,16975,HRV,HRV_0178,2022-11-30 18:34:49
On a Jell-O box,3,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.38,1,16975,t,W,4973,24461.0,28471.0,3,821.0,31180,HRV,HRV_0178,2022-11-30 18:34:49
Toledo,4,"The world's first ""sister cities"" were what Spanish city and its midwestern namesake?",110,0.943,2,31180,t,W,3096,36789.0,40805.0,4,611.0,42861,HRV,HRV_0178,2022-11-30 18:34:49
Mountain Dew,6,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.65,3,42861,t,W,3295,48669.0,52680.0,4,1444.0,55285,HRV,HRV_0178,2022-11-30 18:34:49
Museum of Modern Art in NYC ,6,"Which museum hung Matisse's ""Le Bateau"" upsidedown for more than a month, until an art student noticed the error?",348,1.91,4,55286,t,W,2457,60253.0,64263.0,4,2273.0,68949,HRV,HRV_0178,2022-11-30 18:34:49
Ampersand (&),7,"What began as a ligature of the letters ""e"" and ""t""?",144,1.96,5,68949,t,W,1503,72965.0,76975.0,5,1346.0,80797,HRV,HRV_0178,2022-11-30 18:34:49
Dark Side of the Moon,5,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,1.792,6,80797,t,W,3283,86589.0,90599.0,5,913.0,93813,HRV,HRV_0178,2022-11-30 18:34:49
Habanero,5,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.133,7,93813,t,W,3342,99669.0,103681.0,4,2187.0,107509,HRV,HRV_0178,2022-11-30 18:34:49
Sri Lanka,7,"The word serendipity comes from Serendip, the Persian name for what island? ",109,0.862,8,107509,t,W,3326,113349.0,117360.0,4,1936.0,120661,HRV,HRV_0178,2022-11-30 18:34:49
George H.W. Bush ,1,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.088,9,120661,t,W,4346,127517.0,131527.0,3,2025.0,135150,HRV,HRV_0178,2022-11-30 18:34:49
Ozone,1,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,1.551,10,135150,t,W,3657,141317.0,145328.0,2,608.0,147989,HRV,HRV_0178,2022-11-30 18:34:49
Cheetah,6,Which is the only cat that cannot retract its claws? ,344,1.637,11,147989,t,W,3221,153717.0,157719.0,4,2021.0,161885,HRV,HRV_0178,2022-11-30 18:34:49
Lolita by Vladimir Nabokov,5,"""Don't Stand So Close to Me"" by the Police was inspired by what literary work?",3,1.527,12,161885,t,W,3455,167853.0,171864.0,4,1123.0,175021,HRV,HRV_0178,2022-11-30 18:34:49
Harmonica,2,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",301,1.328,13,175021,t,W,3311,180837.0,184848.0,4,720.0,187405,HRV,HRV_0178,2022-11-30 18:34:49
The Missouri River ,6,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?",179,0.529,14,187405,t,W,4114,194028.0,198032.0,3,1864.0,200940,HRV,HRV_0178,2022-11-30 18:34:49
Anaconda,2,Which species of snake gives birth to its young instead of laying eggs?  ,353,1.973,15,200940,t,W,4779,208229.0,212242.0,3,1862.0,216581,HRV,HRV_0178,2022-11-30 18:34:49
Copperhead snake,4,Which poisonous snake smells like fresh cut cucumbers? ,350,1.515,16,216581,t,W,3011,222101.0,226111.0,5,556.0,228693,HRV,HRV_0178,2022-11-30 18:34:49
chickpeas,7,What is used to make hummus?,424,1.132,17,228693,p,K,3557,,,,,233893,HRV,HRV_0178,2022-11-30 18:34:49
Brine Shrimp ,7,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,1.97,18,233893,t,W,3894,240332.0,244336.0,3,1020.0,247836,HRV,HRV_0178,2022-11-30 18:34:49
Belgium,3,Where were French fries invented?,437,0.798,19,247836,t,W,2932,253277.0,257298.0,4,773.0,259373,HRV,HRV_0178,2022-11-30 18:34:49
Pride and Prejudice,1,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,1.736,20,259373,t,W,3850,265725.0,269736.0,3,2032.0,274037,HRV,HRV_0178,2022-11-30 18:34:49
Honey,3,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.058,21,274037,p,K,4531,,,,,280133,HRV,HRV_0178,2022-11-30 18:34:49
