Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Dorito is Spanish for little golden things,1,What does Dorito actually mean?,434,0.531,0,2640.399999976158,t,W,4670.200000017881,9840.399999976158,13856.59999999404,4,1839.199999988079,16755.5,HRV,HRV_0007,2022-11-30 17:34:27
All in the Family ,2,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",311,0.927,1,16755.5,q,S,6683.5,,,,,24890.79999998212,HRV,HRV_0007,2022-11-30 17:34:27
Endeavour ,7,What is the name of the ship that carried Captain Cook to Australia?  ,208,0.64,2,24890.899999976158,q,S,2845.5,,,,,28911.29999998212,HRV,HRV_0007,2022-11-30 17:34:27
Haddock,3,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.887,3,28911.29999998212,,,,,,,,38426.19999998808,HRV,HRV_0007,2022-11-30 17:34:27
UFOs,7,What was studied by Project Blue Book?   ,279,1.153,4,38426.19999998808,q,S,1765.5999999940395,,,,,41871.5,HRV,HRV_0007,2022-11-30 17:34:27
A sneeze,1,The air expelled from what can travel at 100 mph?,90,1.89,5,41871.5,q,S,4055.2999999821186,,,,,48345.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
The crust and the mantle,5,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,0.662,6,48345.59999999404,q,S,2117.699999988079,,,,,51646.0,HRV,HRV_0007,2022-11-30 17:34:27
Thomas Crapper,2,What was the unfortunate name of the plumber who helped popularize and improve the flush toilet? ,294,1.181,7,51646.09999999404,p,K,7904.799999982119,,,,,61248.79999998212,HRV,HRV_0007,2022-11-30 17:34:27
A red giant ,3,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.146,8,61248.79999998212,q,S,5774.300000011921,,,,,68694.0,HRV,HRV_0007,2022-11-30 17:34:27
Vietnam,4,"In what country did the domesticated ""potbellied pig"" originate?",61,1.762,9,68694.0,t,W,4840.899999976158,76057.19999998808,80073.59999999404,,,84594.39999997616,HRV,HRV_0007,2022-11-30 17:34:27
Luge,2,What sports term is the shortest word ever to decide the National Spelling Bee?   ,261,1.453,10,84594.79999998212,t,W,6532.800000011921,93649.59999999404,97668.5,,,102193.29999998212,HRV,HRV_0007,2022-11-30 17:34:27
A jenny ,4,What is a female donkey called?,194,1.539,11,102193.39999997616,q,S,3077.4000000059605,,,,,107325.79999998212,HRV,HRV_0007,2022-11-30 17:34:27
Prussian Blue ,3,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,0.621,12,107325.79999998212,q,S,5210.4000000059605,,,,,113686.79999998212,HRV,HRV_0007,2022-11-30 17:34:27
Bumblebee bat,2,"Which mammal is the world's smallest, weighing less than a penny? ",347,1.708,13,113686.79999998212,q,S,2200.0999999940395,,,,,118128.19999998808,HRV,HRV_0007,2022-11-30 17:34:27
Hong Kong ,2,What city's harbor is overlooked by Victoria Peak? ,185,0.73,14,118128.19999998808,q,S,1630.800000011921,,,,,121022.39999997616,HRV,HRV_0007,2022-11-30 17:34:27
American Pie,4,What was the name of the plane Buddy Holly died in?  ,289,1.581,15,121022.39999997616,q,S,2328.600000023842,,,,,125459.29999998212,HRV,HRV_0007,2022-11-30 17:34:27
Violin,5,What instrument was invented to sound like a human singing? ,189,1.105,16,125459.29999998212,t,W,4164.5999999940395,132148.09999999404,136165.09999999404,5,1185.699999988079,138990.89999997616,HRV,HRV_0007,2022-11-30 17:34:27
Bright red,6,Vitamin A is largely available in natural food sources with which colour?,448,0.795,17,138991.0,q,S,5352.199999988079,,,,,145668.89999997616,HRV,HRV_0007,2022-11-30 17:34:27
Radioactivity,4,What is measured in becquerels? ,201,1.189,18,145668.89999997616,q,S,2442.0,,,,,149825.29999998212,HRV,HRV_0007,2022-11-30 17:34:27
Condoleeza (con dolcezza) Rice ,7,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",390,1.305,19,149825.29999998212,q,S,6302.9000000059605,,,,,157964.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
Pig,7,What is the only type of animal besides a human that can get a sunburn?,212,1.476,20,157964.59999999404,q,S,3356.0999999940395,,,,,163316.69999998808,HRV,HRV_0007,2022-11-30 17:34:27
at least 97%,1,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,1.243,21,163316.69999998808,t,W,4570.800000011921,170419.39999997616,174434.0,4,662.0,176877.19999998808,HRV,HRV_0007,2022-11-30 17:34:27
Brigham Young University,7,What is the most sober school according to The Princeton Review? ,206,0.943,22,176877.19999998808,t,W,3833.5999999940395,183229.0,187236.39999997616,3,1210.800000011921,189905.69999998808,HRV,HRV_0007,2022-11-30 17:34:27
George Orwell ,5,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,0.617,23,189905.69999998808,q,S,2829.4000000059605,,,,,193877.69999998808,HRV,HRV_0007,2022-11-30 17:34:27
Rhesus antigens (Rh or RhD),7,"What is absent in ""negative"" blood types like O negative and AB negative? ",196,1.714,24,193877.69999998808,q,S,4050.300000011921,,,,,200155.39999997616,HRV,HRV_0007,2022-11-30 17:34:27
Canadian Oil,4,What is canola an abbreviation for?,436,1.303,25,200155.59999999404,q,S,4035.699999988079,,,,,206028.0,HRV,HRV_0007,2022-11-30 17:34:27
Giant squid,3,Which animal can have eyes that are a foot in diameter? ,324,0.803,26,206028.0,q,S,3859.0999999940395,,,,,211226.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
Adding olive juice,7,What turns a plain martini into a dirty martini?,440,1.424,27,211226.59999999404,q,S,4220.799999982119,,,,,217399.29999998212,HRV,HRV_0007,2022-11-30 17:34:27
Ostrich,1,Which animal's eyes are bigger than its brain?   ,327,1.067,28,217399.29999998212,q,S,2223.4000000059605,,,,,221227.89999997616,HRV,HRV_0007,2022-11-30 17:34:27
France,1,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,0.631,29,221227.89999997616,p,K,7459.5,,,,,229843.89999997616,HRV,HRV_0007,2022-11-30 17:34:27
Broccoli! ,2,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.525,30,229843.89999997616,t,W,6067.200000017881,238433.39999997616,242442.19999998808,5,860.4000000059605,245347.29999998212,HRV,HRV_0007,2022-11-30 17:34:27
Kayak,5,An umiak is a larger version of what? ,20,0.854,31,245347.29999998212,q,S,1676.800000011921,,,,,248406.19999998808,HRV,HRV_0007,2022-11-30 17:34:27
Peanuts ,2,What snack food is an ingredient in the explosive dynamite?  ,408,1.252,32,248406.19999998808,q,S,4977.199999988079,,,,,255151.69999998808,HRV,HRV_0007,2022-11-30 17:34:27
The Korean War,4,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",126,0.97,33,255151.69999998808,p,K,5103.5,,,,,261747.39999997616,HRV,HRV_0007,2022-11-30 17:34:27
Czechoslovakia,4,Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?,83,1.028,34,261747.39999997616,q,S,2828.800000011921,,,,,266122.2999999821,HRV,HRV_0007,2022-11-30 17:34:27
Green Eggs and Ham,5,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.184,35,266122.2999999821,q,S,2837.5999999940395,,,,,270685.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
Coca-Cola,4,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,0.932,36,270685.59999999404,q,S,4601.5,,,,,276750.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
Pinko,4,What five-letter word did Time magazine coin in 1926 to refer to left-leaners? ,177,0.996,37,276750.59999999404,q,S,6672.5,,,,,284950.39999997616,HRV,HRV_0007,2022-11-30 17:34:27
Rat,7,Which animal can go longer without water than a camel can? ,323,1.662,38,284950.39999997616,t,W,4473.0,291947.1999999881,295953.6999999881,5,558.5,298696.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
The crocodile,2,The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?,95,0.529,39,298696.6999999881,q,S,2734.300000011921,,,,,302476.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
Prairie dogs,1,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,0.842,40,302476.59999999404,t,W,6163.5,311169.5,315190.39999997616,3,616.6000000238419,317172.39999997616,HRV,HRV_0007,2022-11-30 17:34:27
The bishop,4,Which chess piece was originally called 'the elephant'? ,334,0.906,41,317172.5,q,S,2106.5999999940395,,,,,320702.2999999821,HRV,HRV_0007,2022-11-30 17:34:27
Gerald Ford ,7,What president was shot while walking to California Governor Jerry Brown's office?  ,247,0.823,42,320702.2999999821,q,S,2281.0,,,,,324320.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
Genetics,3,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,44,1.391,43,324320.6999999881,q,S,1959.9000000059605,,,,,328199.6999999881,HRV,HRV_0007,2022-11-30 17:34:27
Liberia,5,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,1.246,44,328199.6999999881,q,S,3864.800000011921,,,,,333827.1999999881,HRV,HRV_0007,2022-11-30 17:34:27
Shower curtain ,4,David Schmidt won the 2001 Ig Nobel Prize in Physics for discovering the horizontal vortex that makes what household item blow inward?,33,1.868,45,333827.1999999881,q,S,2741.199999988079,,,,,338966.2999999821,HRV,HRV_0007,2022-11-30 17:34:27
It causes sour foods subsequently consumed to taste sweet. ,5,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,0.788,46,338966.2999999821,q,S,3353.7000000178814,,,,,343646.1999999881,HRV,HRV_0007,2022-11-30 17:34:27
Sepia,7,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.591,47,343646.1999999881,q,S,2280.699999988079,,,,,348041.89999997616,HRV,HRV_0007,2022-11-30 17:34:27
Queen Isabella I ,7,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?",50,1.55,48,348041.89999997616,p,K,3869.2000000178814,,,,,353982.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
The World Almanac and Book of Facts,3,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,1.347,49,353982.6999999881,q,S,5736.300000011921,,,,,361586.5,HRV,HRV_0007,2022-11-30 17:34:27
The popsicle,2,Which popular treat was invented by an 11-year-old in California? ,413,0.834,50,361586.5,t,W,3300.7999999821186,367423.59999999404,371444.6999999881,4,1427.199999988079,374224.5,HRV,HRV_0007,2022-11-30 17:34:27
