Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Apple sauce,1,What was the first food eaten in space?,435,1.242,0,2939.600000143051,q,S,1727.2999999523163,6452.600000143051,HRV,HRV_0067,2022-11-30 17:36:21
Kidnapping and killing the Lindbergh baby,1,For what crime was Bruno Hauptmann executed in 1936?,41,1.925,1,6452.600000143051,q,S,2457.899999856949,11369.300000190735,HRV,HRV_0067,2022-11-30 17:36:21
The Mini Cooper,5,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.973,2,11369.300000190735,q,S,1794.2999999523163,15669.700000047684,HRV,HRV_0067,2022-11-30 17:36:21
Marriage,6,Gamophobia is the fear of what?,42,1.133,3,15669.700000047684,q,S,1581.2999999523163,18899.400000095367,HRV,HRV_0067,2022-11-30 17:36:21
Model train set,3,HO scale is the world's most popular size of what?,45,1.503,4,18899.400000095367,q,S,1927.0999999046326,22849.200000047684,HRV,HRV_0067,2022-11-30 17:36:21
General Electric ,5,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,1.043,5,22849.200000047684,q,S,2617.4000000953674,27049.60000014305,HRV,HRV_0067,2022-11-30 17:36:21
The bishop,7,Which chess piece was originally called 'the elephant'? ,334,1.334,6,27049.700000047684,q,S,2186.2999999523163,31099.200000047684,HRV,HRV_0067,2022-11-30 17:36:21
Orville Wright,4,Who was flying the plane in which the first US airplane fatality occurred? ,377,0.655,7,31099.200000047684,q,S,1972.4000000953674,34259.300000190735,HRV,HRV_0067,2022-11-30 17:36:21
Sapphire,2,What type of stone is referred to as the Star of India?  ,270,0.824,8,34259.300000190735,q,S,1586.3999998569489,37189.40000009537,HRV,HRV_0067,2022-11-30 17:36:21
A paper clip,7,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?",49,1.049,9,37189.40000009537,q,S,2186.5999999046326,40955.0,HRV,HRV_0067,2022-11-30 17:36:21
A castrated rooster,3,What is a capon?  ,193,1.954,10,40955.200000047684,q,S,1993.9000000953674,45449.5,HRV,HRV_0067,2022-11-30 17:36:21
George Marshall,2,What future secretary of state became America's first five-star general in December 1944? ,181,1.998,11,45449.700000047684,q,S,2225.9000000953674,50209.200000047684,HRV,HRV_0067,2022-11-30 17:36:21
Violin,3,What instrument was invented to sound like a human singing? ,189,1.09,12,50209.300000190735,q,S,2797.7999999523163,54619.40000009537,HRV,HRV_0067,2022-11-30 17:36:21
The Millenium Falcon ,2,"What could be built by the largest Lego set ever sold, a 5195-piece monstrosity? ",156,1.933,13,54619.5,q,S,2064.9000000953674,59159.300000190735,HRV,HRV_0067,2022-11-30 17:36:21
The Hardy Boys ,7,"Who solves crimes in Bayport, located on Barmet Bay? ",374,0.687,14,59159.300000190735,q,S,2369.699999809265,62749.5,HRV,HRV_0067,2022-11-30 17:36:21
Turkey,1,Which animal was named for what was wrongly thought to be its country of origin? ,326,1.433,15,62749.60000014305,q,S,2050.2999999523163,66778.80000019073,HRV,HRV_0067,2022-11-30 17:36:21
Oliver!,3,What's the only Best Picture Oscar winner whose title ends with an exclamation point?  ,306,1.984,16,66778.80000019073,q,S,2093.699999809265,71374.60000014305,HRV,HRV_0067,2022-11-30 17:36:21
Canadian Oil,1,What is canola an abbreviation for?,436,0.801,17,71374.80000019073,q,S,2389.7999999523163,75109.40000009537,HRV,HRV_0067,2022-11-30 17:36:21
Poland,1,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.942,18,75109.40000009537,q,S,2302.5999999046326,79879.20000004768,HRV,HRV_0067,2022-11-30 17:36:21
Theodore Roosevelt ,5,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,1.784,19,79879.30000019073,q,S,2559.0999999046326,84749.70000004768,HRV,HRV_0067,2022-11-30 17:36:21
Spiro Agnew ,4,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,0.598,20,84750.0,q,S,1967.5,87859.30000019073,HRV,HRV_0067,2022-11-30 17:36:21
A mine shaft passage,1,What is an adit?  ,197,0.657,21,87859.30000019073,q,S,1974.1999998092651,91029.60000014305,HRV,HRV_0067,2022-11-30 17:36:21
Geyser,4,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.025,22,91029.60000014305,q,S,2528.5,95107.0,HRV,HRV_0067,2022-11-30 17:36:21
a spit,4,"If something is described as rotisserie, what has it been cooked on?",428,0.8,23,95107.0,q,S,2992.600000143051,99419.60000014305,HRV,HRV_0067,2022-11-30 17:36:21
spiced ham,3,What two words were combined to make the word Spam?,426,1.44,24,99419.60000014305,q,S,2982.7999999523163,104359.20000004768,HRV,HRV_0067,2022-11-30 17:36:21
Avocados have twice the amount of potassium as bananas. ,7,Which fruit has more potassium than bananas?,455,1.045,25,104359.20000004768,q,S,1975.7999999523163,107929.30000019073,HRV,HRV_0067,2022-11-30 17:36:21
Pepper and Mustard,3,What are the top two most popular spices in the world?,422,1.642,26,107929.30000019073,q,S,1783.1999998092651,111889.30000019073,HRV,HRV_0067,2022-11-30 17:36:21
Graham Greene,1,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,1.161,27,111889.40000009537,q,S,1824.5,115389.30000019073,HRV,HRV_0067,2022-11-30 17:36:21
Pig,3,What is the only type of animal besides a human that can get a sunburn?,212,1.556,28,115389.30000019073,q,S,2125.5999999046326,119599.5,HRV,HRV_0067,2022-11-30 17:36:21
The Loch Ness Monster,3,"In 1994, Christian Spurling confessed that the so-called Surgeon's Photo of 1934 was a fake. What was pictured in it?",55,1.111,29,119599.5,q,S,3837.9000000953674,125069.5,HRV,HRV_0067,2022-11-30 17:36:21
Louie Louie,5,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,0.826,30,125069.5,q,S,3465.9000000953674,129889.10000014305,HRV,HRV_0067,2022-11-30 17:36:21
Pen(n)sylvania ,7,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,0.546,31,129889.10000014305,q,S,2296.0999999046326,133259.20000004768,HRV,HRV_0067,2022-11-30 17:36:21
Condoleeza (con dolcezza) Rice ,2,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",390,1.414,32,133259.20000004768,q,S,2031.2000000476837,137239.10000014305,HRV,HRV_0067,2022-11-30 17:36:21
Copperhead snake,2,Which poisonous snake smells like fresh cut cucumbers? ,350,1.551,33,137239.10000014305,q,S,1875.7999999523163,141209.0,HRV,HRV_0067,2022-11-30 17:36:21
J,1,What's the only letter that doesn't appear in the periodic table of elements?,309,1.495,34,141209.0,q,S,2337.800000190735,145569.70000004768,HRV,HRV_0067,2022-11-30 17:36:21
Sudan,7,"Though an eleven-year ceasefire held from 1972 to 1983, what African country has been embroiled in a civil war since 1955?",115,1.728,35,145569.70000004768,q,S,3074.9000000953674,150899.20000004768,HRV,HRV_0067,2022-11-30 17:36:21
Every jar of peanut butter must be at least 90% peanuts,3,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.485,36,150899.20000004768,q,S,2469.7000000476837,155375.60000014305,HRV,HRV_0067,2022-11-30 17:36:21
"The code is ""SUX"" ",7,Why has Sioux Falls Regional Airport in South Dakota been trying to change its three-letter airport designation for years?,392,1.927,37,155375.60000014305,q,S,3262.2999999523163,161089.10000014305,HRV,HRV_0067,2022-11-30 17:36:21
Smoke,1,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",52,1.985,38,161089.10000014305,q,S,3090.2999999523163,166699.30000019073,HRV,HRV_0067,2022-11-30 17:36:21
Charles Babbage ,5,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.849,39,166699.40000009537,q,S,3046.0999999046326,172119.20000004768,HRV,HRV_0067,2022-11-30 17:36:21
The paper clip,7,"""Gem"" is the trade name for the most common, three-loop design of what?",4,1.054,40,172119.20000004768,q,S,2613.100000143051,176329.0,HRV,HRV_0067,2022-11-30 17:36:21
Untethered space walk,4,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,0.56,41,176329.0,q,S,2576.800000190735,179999.30000019073,HRV,HRV_0067,2022-11-30 17:36:21
A Spoonful of Sugar ,4,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.062,42,179999.40000009537,q,S,3479.2999999523163,185074.30000019073,HRV,HRV_0067,2022-11-30 17:36:21
A red giant ,2,"What kind of enormous, cool star will our own sun become in five billion years? ",224,0.677,43,185074.40000009537,q,S,3889.9000000953674,190189.0,HRV,HRV_0067,2022-11-30 17:36:21
Phosphorus,5,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?",169,1.0,44,190189.0,q,S,3515.7000000476837,195225.90000009537,HRV,HRV_0067,2022-11-30 17:36:21
Rat,5,Which animal can go longer without water than a camel can? ,323,1.18,45,195225.90000009537,q,S,2924.2999999523163,199868.90000009537,HRV,HRV_0067,2022-11-30 17:36:21
Dark Side of the Moon,7,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,0.616,46,199868.90000009537,q,S,1967.4000000953674,202969.0,HRV,HRV_0067,2022-11-30 17:36:21
It's stamped on the coin's edge.,4,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,0.825,47,202969.0,q,S,2770.100000143051,207089.5,HRV,HRV_0067,2022-11-30 17:36:21
Adding olive juice,1,What turns a plain martini into a dirty martini?,440,0.745,48,207089.5,q,S,1771.3000001907349,210129.10000014305,HRV,HRV_0067,2022-11-30 17:36:21
Coca-Cola,1,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.237,49,210129.10000014305,q,S,2420.2999999523163,214309.10000014305,HRV,HRV_0067,2022-11-30 17:36:21
Cygnet ,4,What is the name given to a young swan? ,207,1.342,50,214309.20000004768,q,S,1581.5,217754.20000004768,HRV,HRV_0067,2022-11-30 17:36:21
Pearl Harbor ,3,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,227,1.042,51,217754.20000004768,q,S,2475.0,221789.20000004768,HRV,HRV_0067,2022-11-30 17:36:21
Tooth,3,What is the only part of the body that can't repair itself? ,210,1.747,52,221789.20000004768,q,S,1572.1000001430511,225629.10000014305,HRV,HRV_0067,2022-11-30 17:36:21
Vietnam,3,"In what country did the domesticated ""potbellied pig"" originate?",61,1.627,53,225629.10000014305,q,S,2265.5999999046326,230059.0,HRV,HRV_0067,2022-11-30 17:36:21
