Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Bhutan,3,"Thimpu, the world's only capital city with no traffic lights, is the capital of what tiny kingdom?",114,0.655,0,2068.7999999523163,q,S,2614.2000000476837,5869.200000047684,HRV,HRV_0224,2022-11-30 19:02:20
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",6,Cooking which food requires over two years of training?,461,0.573,1,5869.299999952316,q,S,1861.7000000476837,8818.599999904633,HRV,HRV_0224,2022-11-30 19:02:20
Cornea,6,What is the only part of the body that has no blood supply? ,211,0.913,2,8818.700000047684,q,S,2176.7000000476837,12435.099999904633,HRV,HRV_0224,2022-11-30 19:02:20
Latex. This is known as the latex-fruit syndrome. ,7,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,0.716,3,12435.200000047684,q,S,5479.799999952316,19158.599999904633,HRV,HRV_0224,2022-11-30 19:02:20
Pressure,1,What is measured in millibars? ,202,1.391,4,19158.700000047684,q,S,1780.2999999523163,22859.200000047684,HRV,HRV_0224,2022-11-30 19:02:20
Nutmeg,4,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.761,5,22859.299999952316,q,S,1943.6000001430511,27082.099999904633,HRV,HRV_0224,2022-11-30 19:02:20
Newborns ,5,The apgar score is used to measure the color and condition of what? ,91,0.506,6,27082.099999904633,p,K,3552.9000000953674,31657.400000095367,HRV,HRV_0224,2022-11-30 19:02:20
China,1,Which country first used the decimal system?  ,338,0.728,7,31657.400000095367,q,S,4450.199999809265,37347.299999952316,HRV,HRV_0224,2022-11-30 19:02:20
Phosphorus,4,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?",169,0.972,8,37347.40000009537,q,S,5015.599999904633,43865.59999990463,HRV,HRV_0224,2022-11-30 19:02:20
a spit,2,"If something is described as rotisserie, what has it been cooked on?",428,1.23,9,43865.90000009537,p,K,7457.399999856949,53068.700000047684,HRV,HRV_0224,2022-11-30 19:02:20
Paper,2,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ",191,0.832,10,53068.700000047684,q,S,1886.2000000476837,56308.799999952316,HRV,HRV_0224,2022-11-30 19:02:20
The Chesapeake Bay,3,What bay is actually the United States's largest tidal estuary? ,141,1.03,11,56308.90000009537,q,S,3214.0999999046326,61082.200000047684,HRV,HRV_0224,2022-11-30 19:02:20
Plumbing,4,"What common English word derives from the Latin for ""lead"", for the Roman practice of making water pipes out of lead?",153,1.095,12,61082.200000047684,q,S,6209.200000047684,68916.40000009537,HRV,HRV_0224,2022-11-30 19:02:20
Queen Isabella I ,1,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?",50,1.448,13,68916.40000009537,p,K,5734.5,76624.20000004768,HRV,HRV_0224,2022-11-30 19:02:20
Bright red,2,Vitamin A is largely available in natural food sources with which colour?,448,1.5,14,76624.20000004768,p,K,5659.399999856949,84321.0,HRV,HRV_0224,2022-11-30 19:02:20
Broccoli! ,7,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.551,15,84321.09999990463,q,S,5089.800000190735,91478.5,HRV,HRV_0224,2022-11-30 19:02:20
