Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Czechoslovakia,1,Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?,83,0.712,0,4262.0,t,W,1968.0,8734.39999999851,12743.299999998882,3,855.3000000007451,14816.799999998882,HRV,HRV_0189,2022-11-30 18:20:31
The Mona Lisa,7,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,0.655,1,14817.0,t,W,1807.8999999985099,19128.699999999255,23136.199999999255,5,660.4000000003725,24956.599999999627,HRV,HRV_0189,2022-11-30 18:20:31
Mexico ,5,"In what nation did the woven-yarn craft of ""God's eyes"" originate? ",65,0.865,2,24956.699999999255,t,W,1748.5,29209.099999999627,33216.89999999851,4,856.4000000003725,35443.79999999888,HRV,HRV_0189,2022-11-30 18:20:31
George H.W. Bush ,2,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,0.782,3,35443.89999999851,t,W,2729.800000000745,40678.0,44686.199999999255,5,678.9000000003725,46651.89999999851,HRV,HRV_0189,2022-11-30 18:20:31
Smoke,7,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",52,1.678,4,46652.0,t,W,1901.0999999996275,51058.0,55065.5,2,2141.39999999851,59389.09999999963,HRV,HRV_0189,2022-11-30 18:20:31
Antawn Jamison ,6,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,1.112,5,59389.09999999963,t,W,1784.199999999255,63676.699999999255,67680.39999999851,1,1266.1000000014901,70564.19999999925,HRV,HRV_0189,2022-11-30 18:20:31
Lolita by Vladimir Nabokov,5,"""Don't Stand So Close to Me"" by the Police was inspired by what literary work?",3,1.736,6,70564.29999999888,t,W,2393.4000000003725,75460.69999999925,79468.5,5,690.0,82398.79999999888,HRV,HRV_0189,2022-11-30 18:20:31
Mice,3,"After humans, what's the worlds most abundant mammal species?",16,0.914,7,82398.79999999888,t,W,2022.0,86924.09999999963,90931.79999999888,5,875.3000000007451,93225.5,HRV,HRV_0189,2022-11-30 18:20:31
Near Alaska,2,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,0.746,8,93225.5,t,W,2584.89999999851,98314.0,102321.59999999963,4,691.9000000003725,104263.59999999963,HRV,HRV_0189,2022-11-30 18:20:31
Louie Louie,7,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,0.523,9,104263.69999999925,t,W,3082.199999999255,109850.0,113857.29999999888,4,600.2000000011176,115485.79999999888,HRV,HRV_0189,2022-11-30 18:20:31
Ivory Coast's ,7,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",111,0.924,10,115485.89999999851,t,W,2560.9000000003725,120550.19999999925,124557.29999999888,2,869.9000000003725,126855.09999999963,HRV,HRV_0189,2022-11-30 18:20:31
Dutch Oven,1,"What kind of ""oven"" is the official state cooking pot of Utah? ",220,0.981,11,126855.19999999925,t,W,1519.5,130878.69999999925,134886.29999999888,1,733.7000000011176,137104.8999999985,HRV,HRV_0189,2022-11-30 18:20:31
Texas,5,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,0.647,12,137104.8999999985,t,W,2555.60000000149,142164.09999999963,146172.0,2,771.3999999985099,148094.09999999963,HRV,HRV_0189,2022-11-30 18:20:31
the skin and bones of animals,4,What is gelatin made from?,445,1.597,13,148094.09999999963,t,W,2641.699999999255,153239.79999999888,157246.69999999925,5,772.5,160120.29999999888,HRV,HRV_0189,2022-11-30 18:20:31
The Guinness Book of World Records,7,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,164,1.03,14,160120.3999999985,t,W,3354.300000000745,165977.5,169985.0,4,584.5,172103.8999999985,HRV,HRV_0189,2022-11-30 18:20:31
Poland,2,What EU nation was once led by a president and a prime minister who were identical twins? ,172,0.646,15,172104.19999999925,t,W,1532.5,176140.5,180148.3999999985,3,518.4000000003725,181816.09999999963,HRV,HRV_0189,2022-11-30 18:20:31
a spit,3,"If something is described as rotisserie, what has it been cooked on?",428,1.531,16,181816.09999999963,t,W,2494.9000000003725,186815.8999999985,190823.59999999963,4,638.6999999992549,193498.0,HRV,HRV_0189,2022-11-30 18:20:31
