Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Eisenhower ,7,Who was president when the first U.S. presidential news conference was filmed for TV?,378,1.051,0,1817.1000001430511,t,W,6333.0,10658.200000047684,14670.700000047684,5,1423.0999999046326,17657.5,HRV,HRV_0055,2022-11-30 19:27:30
Pumpkin,4,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,360,1.511,1,17657.5,q,S,5970.700000047684,,,,,25649.200000047684,HRV,HRV_0055,2022-11-30 19:27:30
The Notorious BIG,2,"Who released only a single album during his lifetime, the ominously named Ready to Die? ",373,1.413,2,25649.200000047684,t,W,5287.5,33442.299999952316,37455.60000014305,4,732.2999999523163,40112.799999952316,HRV,HRV_0055,2022-11-30 19:27:30
Canadian Oil,5,What is canola an abbreviation for?,436,1.811,3,40113.0,q,S,6824.0,,,,,49257.5,HRV,HRV_0055,2022-11-30 19:27:30
School buses were painted yellow,1,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,9,1.984,4,49257.60000014305,t,W,3814.0999999046326,55585.200000047684,59591.0,4,1092.9000000953674,63169.60000014305,HRV,HRV_0055,2022-11-30 19:27:30
The Blair Witch Project,7,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ",125,1.264,5,63169.60000014305,,,,,,,,72673.20000004768,HRV,HRV_0055,2022-11-30 19:27:30
Radar,5,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,275,1.038,6,72673.29999995232,t,W,2667.100000143051,77841.90000009537,81854.70000004768,4,990.9000000953674,84393.79999995232,HRV,HRV_0055,2022-11-30 19:27:30
Social Security,7,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.876,7,84393.79999995232,t,W,2455.100000143051,89353.70000004768,93366.40000009537,4,942.7000000476837,96697.0,HRV,HRV_0055,2022-11-30 19:27:30
Nutmeg,5,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.578,8,96697.10000014305,q,S,3855.5999999046326,,,,,101640.60000014305,HRV,HRV_0055,2022-11-30 19:27:30
Traffic lights,4,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",113,0.567,9,101640.70000004768,t,W,2684.9000000953674,106833.5,110843.90000009537,4,977.2999999523163,112904.70000004768,HRV,HRV_0055,2022-11-30 19:27:30
Don Adams,5,Who provided the voice for cartoon character Inspector Gadget? ,372,1.857,10,112904.70000004768,t,W,2007.0,117417.29999995232,121426.70000004768,3,1592.2000000476837,125386.10000014305,HRV,HRV_0055,2022-11-30 19:27:30
Quotations ,5,What did the letter Q originally stand for in NASDAQ?  ,165,1.049,11,125386.10000014305,t,W,3008.699999809265,130905.10000014305,134918.5,5,1022.0,137505.10000014305,HRV,HRV_0055,2022-11-30 19:27:30
Peregrine falcon,6,"With its 240 mph hunting dive, what species of raptor is the fastest animal on earth?",60,1.658,12,137505.20000004768,t,W,3079.2000000476837,143090.20000004768,147102.60000014305,5,843.3999998569489,150112.70000004768,HRV,HRV_0055,2022-11-30 19:27:30
"Portland, Oregon",1,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,0.962,13,150112.79999995232,q,S,3286.0,,,,,154873.5,HRV,HRV_0055,2022-11-30 19:27:30
Endeavour ,6,What is the name of the ship that carried Captain Cook to Australia?  ,208,1.162,14,154873.5,t,W,2772.7999999523163,160153.79999995232,164166.0,5,837.9000000953674,166680.90000009537,HRV,HRV_0055,2022-11-30 19:27:30
