Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
India,3,What's the only country outside Africa where lions still live in the wild?  ,307,1.287,0,277177.1999999285,q,S,2686.100000023842,281670.09999990463,HRV,HRV_0113,2022-11-30 17:51:36
Ripe cranerries bounce when dropped on the ground,4,How do farmers test whether cranberries are ripe?,452,1.159,1,281670.1999999285,q,S,2854.8000000715256,286201.2999999523,HRV,HRV_0113,2022-11-30 17:51:36
Koala,4,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.995,2,286201.39999997616,q,S,3175.7999999523163,291897.0,HRV,HRV_0113,2022-11-30 17:51:36
"the Red Hot Chili Peppers, followed closely by Meatloaf",3,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.823,3,291897.09999990463,q,S,5166.600000023842,299414.0,HRV,HRV_0113,2022-11-30 17:51:36
I'm a Believer ,1,What Monkees number one hit was written by a young Neil Diamond? ,233,1.525,4,299414.09999990463,q,S,2245.5,303691.59999990463,HRV,HRV_0113,2022-11-30 17:51:36
Bed ,1,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,0.828,5,303691.59999990463,q,S,2842.0,307893.7999999523,HRV,HRV_0113,2022-11-30 17:51:36
Luxor,3,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,8,0.801,6,307893.7999999523,q,S,3533.100000023842,312752.0,HRV,HRV_0113,2022-11-30 17:51:36
Avocado,3,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,0.597,7,312752.1999999285,p,K,5309.899999976158,319190.2999999523,HRV,HRV_0113,2022-11-30 17:51:36
Shoe sizes,2,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,1.649,8,319190.39999997616,q,S,3660.899999976158,325021.09999990463,HRV,HRV_0113,2022-11-30 17:51:36
Kidnapping and killing the Lindbergh baby,5,For what crime was Bruno Hauptmann executed in 1936?,41,1.369,9,325021.2999999523,q,S,1509.8999999761581,328417.2999999523,HRV,HRV_0113,2022-11-30 17:51:36
