Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,exp,subjectId,date
The guppy,3,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,152,0.788,0,2688.0,p,K,7926.29999999702,11912.29999999702,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Endeavour ,5,What is the name of the ship that carried Captain Cook to Australia?  ,208,0.581,1,11912.39999999106,q,S,2853.4000000059605,15856.39999999106,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Ear ,1,"The pinna is the outer, visible part of what?",103,0.506,2,15856.5,q,S,2429.0999999940395,19304.59999999404,,,,,HRV,HRV_0051,2022-11-30 17:35:46
On Christ's crucifix ,3,"Where did the abbreviation ""INRI"" traditionally appear? ",315,0.988,3,19304.59999999404,q,S,3693.7999999970198,24495.69999998808,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Eddie Van Halen,2,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,0.863,4,24495.89999999106,t,W,6509.4000000059605,41448.39999999106,33520.29999999702,37536.09999999404,5,2533.2000000029802,HRV,HRV_0051,2022-11-30 17:35:46
Yellow,5,What color is insect blood? ,150,1.299,5,41448.5,t,W,5588.399999991059,55936.0,49553.0,53563.59999999404,5,562.0,HRV,HRV_0051,2022-11-30 17:35:46
Mae West,7,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,1.726,6,55936.0,,,,65448.19999998808,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Bumblebee bat,3,"Which mammal is the world's smallest, weighing less than a penny? ",347,0.615,7,65448.29999999702,q,S,7891.79999999702,74472.59999999404,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Czechoslovakia,6,Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?,83,1.651,8,74472.69999998808,p,K,4595.4000000059605,81231.89999999106,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Avocado,4,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.691,9,81232.09999999404,q,S,6732.20000000298,90168.39999999106,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Toledo,2,"The world's first ""sister cities"" were what Spanish city and its midwestern namesake?",110,1.045,10,90168.39999999106,q,S,3635.1000000089407,95352.69999998808,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Australia,5,"""Welcome Stranger,"" the largest nugget of gold discovered, weighed 158 pounds and was discovered in what country?",5,1.77,11,95352.69999998808,q,S,4251.600000008941,101885.79999999702,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Pieces of Skylab fell there,2,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",391,1.826,12,101885.79999999702,q,S,2013.5,106239.89999999106,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Equal Employment Opportunity Commission ,5,"What federal agency, which targets workplace discrimination, was chaired by Clarence Thomas for most of the 1980s?",176,1.249,13,106239.89999999106,p,K,4972.100000008941,112973.0,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Haddock,3,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,0.8,14,112973.0,q,S,4470.0999999940395,118752.5,,,,,HRV,HRV_0051,2022-11-30 17:35:46
New Jersey's Rutgers,5,Which U.S. state's leading public university is the only one not to be named for the state?  ,357,1.003,15,118752.5,q,S,3667.0,123936.59999999404,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Haricot beans,5,Baked beans are made from what type of bean?,443,1.228,16,123936.59999999404,q,S,4650.0,130318.5,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Pepper and Mustard,3,What are the top two most popular spices in the world?,422,1.331,17,130318.5,q,S,2292.5,134448.19999998808,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Broccoli! ,4,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.638,18,134448.19999998808,p,K,7042.20000000298,143632.69999998808,,,,,HRV,HRV_0051,2022-11-30 17:35:46
Koala,3,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.293,19,143632.79999999702,q,S,6121.79999999702,151552.89999999106,,,,,HRV,HRV_0051,2022-11-30 17:35:46
India,7,What's the only country outside Africa where lions still live in the wild?  ,307,1.039,20,151553.0,q,S,3928.8999999910593,157031.89999999106,,,,,HRV,HRV_0051,2022-11-30 17:35:46
A Cheeta born in 1932,2,Who is the world's oldest (non-human) primate on record?  ,369,0.642,21,157031.89999999106,q,S,3338.7000000029802,161520.0,,,,,HRV,HRV_0051,2022-11-30 17:35:46
