Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
France,4,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,1.331,0,5304.200000047684,p,K,3495.2999999523163,10644.399999856949,HRV,HRV_0281,2022-11-30 20:27:31
The nock,4,What slot on the back of an arrow's shaft keeps it on the bowstring? ,259,1.849,1,10644.5,p,K,3420.5,16433.599999904633,HRV,HRV_0281,2022-11-30 20:27:31
Boston Tea Party,7,"The Dartmouth, the Eleanor,  and the Beaver were the three ships on which what famous event from American history occurred?",94,1.16,2,16433.599999904633,q,S,5903.400000095367,24028.700000047684,HRV,HRV_0281,2022-11-30 20:27:31
Charles Babbage ,3,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.687,3,24028.700000047684,q,S,7893.699999809265,34138.0,HRV,HRV_0281,2022-11-30 20:27:31
Cell,1,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,1.895,4,34138.0,p,K,5353.0,41918.89999985695,HRV,HRV_0281,2022-11-30 20:27:31
Smoke,2,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",52,1.21,5,41918.89999985695,p,K,5269.100000143051,48929.799999952316,HRV,HRV_0281,2022-11-30 20:27:31
Excalibur,6,"According to Thomas Malory, Sir Bedivere's last knightly act is to return what to a lake?",14,0.714,6,48929.799999952316,p,K,5554.5,55711.89999985695,HRV,HRV_0281,2022-11-30 20:27:31
The barrel of a gun,7,"According to Chairman Mao, ""political power grows out of"" what?",11,0.668,7,55711.89999985695,p,K,5172.700000047684,62061.200000047684,HRV,HRV_0281,2022-11-30 20:27:31
Love Me Do ,2,What was The Beatles's first song to hit the UK charts?,280,0.898,8,62061.200000047684,p,K,3416.0999999046326,66894.59999990463,HRV,HRV_0281,2022-11-30 20:27:31
It's stamped on the coin's edge.,7,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,1.254,9,66894.70000004768,p,K,4903.0,73582.0,HRV,HRV_0281,2022-11-30 20:27:31
" ""!"" ",7,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,1.815,10,73582.0,p,K,7096.799999952316,83006.20000004768,HRV,HRV_0281,2022-11-30 20:27:31
United States,7,In which country is it most common for divers to be attacked by sharks?,68,0.814,11,83006.20000004768,p,K,4361.399999856949,88706.5,HRV,HRV_0281,2022-11-30 20:27:31
Plumbing,5,"What common English word derives from the Latin for ""lead"", for the Roman practice of making water pipes out of lead?",153,1.029,12,88706.5,q,S,3796.7000000476837,94064.09999990463,HRV,HRV_0281,2022-11-30 20:27:31
Every jar of peanut butter must be at least 90% peanuts,6,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.239,13,94064.20000004768,p,K,3528.2999999523163,99351.59999990463,HRV,HRV_0281,2022-11-30 20:27:31
As Good As It Gets ,1,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?",218,1.096,14,99351.59999990463,q,S,5072.799999952316,106030.70000004768,HRV,HRV_0281,2022-11-30 20:27:31
Canadian Oil,4,What is canola an abbreviation for?,436,0.537,15,106030.70000004768,q,S,4010.899999856949,111093.29999995232,HRV,HRV_0281,2022-11-30 20:27:31
An otter,4,What animal lives in a holt? ,133,1.651,16,111093.29999995232,q,S,2676.5,115941.5,HRV,HRV_0281,2022-11-30 20:27:31
A red giant ,1,"What kind of enormous, cool star will our own sun become in five billion years? ",224,0.556,17,115941.5,p,K,5124.700000047684,122144.5,HRV,HRV_0281,2022-11-30 20:27:31
Smurfette,5,"Who did Gargamel create using ingredients like crocodile tears, the tip of an adder's tongue and a hard stone for a heart?",364,0.624,18,122144.5,p,K,7354.700000047684,130657.39999985695,HRV,HRV_0281,2022-11-30 20:27:31
Westminster Kennel Club dog show ,7,What is the second oldest continuously held American sporting event?  ,214,0.548,19,130657.39999985695,p,K,4074.100000143051,135821.20000004768,HRV,HRV_0281,2022-11-30 20:27:31
Molasses,2,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",10,1.493,20,135821.20000004768,q,S,5999.299999952316,143840.09999990463,HRV,HRV_0281,2022-11-30 20:27:31
Lolita by Vladimir Nabokov,2,"""Don't Stand So Close to Me"" by the Police was inspired by what literary work?",3,1.908,21,143840.09999990463,p,K,4045.0,150314.59999990463,HRV,HRV_0281,2022-11-30 20:27:31
Model train set,7,HO scale is the world's most popular size of what?,45,1.231,22,150314.59999990463,q,S,4258.900000095367,156332.79999995232,HRV,HRV_0281,2022-11-30 20:27:31
South Africa,7,In what country was the largest rough diamond ever discovered?,62,1.043,23,156332.79999995232,q,S,3344.7999999523163,161242.29999995232,HRV,HRV_0281,2022-11-30 20:27:31
60 fragments per 100 gram ,4,What amount of insects does the FDA allow in chocolate,453,0.671,24,161242.29999995232,p,K,4532.299999952316,166969.29999995232,HRV,HRV_0281,2022-11-30 20:27:31
Sri Lanka,7,Ninety percent of the world's true cinnamon comes from what island nation? ,74,0.886,25,166969.29999995232,q,S,5078.0,173460.79999995232,HRV,HRV_0281,2022-11-30 20:27:31
Betty Rubble,7,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,337,1.392,26,173460.79999995232,p,K,4475.099999904633,179857.0,HRV,HRV_0281,2022-11-30 20:27:31
Graham Greene,5,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,1.844,27,179857.0,p,K,5119.0,187335.39999985695,HRV,HRV_0281,2022-11-30 20:27:31
Robert Lincoln ,5,Who was the only person to be nearby at three different presidential assassinations? ,382,1.446,28,187335.39999985695,p,K,4633.200000047684,193931.79999995232,HRV,HRV_0281,2022-11-30 20:27:31
Sweden,1,What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?,237,0.793,29,193931.79999995232,q,S,2693.2999999523163,197959.70000004768,HRV,HRV_0281,2022-11-30 20:27:31
"Gail Borden, Jr. ",3,Who invented condensed milk in 1856? ,414,1.437,30,197959.79999995232,q,S,2121.9000000953674,202055.5,HRV,HRV_0281,2022-11-30 20:27:31
Columbus Circle ,5,What Manhattan intersection was America's first traffic circle?,228,1.579,31,202055.5,p,K,4923.099999904633,209081.5,HRV,HRV_0281,2022-11-30 20:27:31
Ostrich,2,Which animal's eyes are bigger than its brain?   ,327,0.914,32,209081.5,q,S,3545.2999999523163,214068.59999990463,HRV,HRV_0281,2022-11-30 20:27:31
Kayak,7,An umiak is a larger version of what? ,20,0.597,33,214068.59999990463,q,S,2590.2999999523163,217776.09999990463,HRV,HRV_0281,2022-11-30 20:27:31
Arkansas ,2,Where is the only active diamond mine in the U.S.?,320,1.031,34,217776.09999990463,q,S,2675.600000143051,222020.70000004768,HRV,HRV_0281,2022-11-30 20:27:31
Yellow,1,What color is insect blood? ,150,1.119,35,222020.70000004768,p,K,2047.2999999523163,225704.79999995232,HRV,HRV_0281,2022-11-30 20:27:31
State quarters ,2,What's been released five times a year from January 1999 to fall 2008?,300,1.087,36,225704.79999995232,p,K,4491.599999904633,231801.20000004768,HRV,HRV_0281,2022-11-30 20:27:31
