Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Excalibur,1,"According to Thomas Malory, Sir Bedivere's last knightly act is to return what to a lake?",14,1.224,0,4387.799999952316,q,S,3766.7999999523163,9956.599999904633,HRV,HRV_0217,2022-11-30 18:42:51
Tea leaves,6,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.883,1,9956.799999952316,q,S,2744.2000000476837,15129.299999952316,HRV,HRV_0217,2022-11-30 18:42:51
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,4,What is the most fattening product in the modern diet?,457,0.939,2,15129.5,q,S,2735.5,19378.599999904633,HRV,HRV_0217,2022-11-30 18:42:51
A castrated rooster,7,What is a capon?  ,193,0.991,3,19378.700000047684,q,S,2271.5,23160.099999904633,HRV,HRV_0217,2022-11-30 18:42:51
Sudan,5,"Though an eleven-year ceasefire held from 1972 to 1983, what African country has been embroiled in a civil war since 1955?",115,0.552,4,23160.099999904633,q,S,3148.0,27382.099999904633,HRV,HRV_0217,2022-11-30 18:42:51
Nuclear Disarmament,7,"The famous ""peace symbol"" was designed to combine the semaphoe positions for N and D. What do the N and D stand for?",97,0.643,5,27382.200000047684,q,S,4171.399999856949,32717.5,HRV,HRV_0217,2022-11-30 18:42:51
The Loch Ness Monster,2,"In 1994, Christian Spurling confessed that the so-called Surgeon's Photo of 1934 was a fake. What was pictured in it?",55,0.839,6,32717.5,q,S,4409.099999904633,38502.59999990463,HRV,HRV_0217,2022-11-30 18:42:51
George Marshall,5,What future secretary of state became America's first five-star general in December 1944? ,181,1.929,7,38502.700000047684,q,S,3015.0999999046326,43959.299999952316,HRV,HRV_0217,2022-11-30 18:42:51
over 10 billion donuts. ,3,How many donuts are concumed in the US every year?,463,0.799,8,43959.5,q,S,1706.7999999523163,47071.59999990463,HRV,HRV_0217,2022-11-30 18:42:51
Lolita by Vladimir Nabokov,1,"""Don't Stand So Close to Me"" by the Police was inspired by what literary work?",3,1.376,9,47072.200000047684,p,K,3629.0999999046326,52595.200000047684,HRV,HRV_0217,2022-11-30 18:42:51
What do women want? ,4,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,1.077,10,52595.299999952316,q,S,3956.0,58169.09999990463,HRV,HRV_0217,2022-11-30 18:42:51
State quarters ,2,What's been released five times a year from January 1999 to fall 2008?,300,1.9,11,58169.299999952316,q,S,3652.9000000953674,64241.299999952316,HRV,HRV_0217,2022-11-30 18:42:51
Kayak,1,An umiak is a larger version of what? ,20,0.504,12,64241.39999985695,q,S,2542.4000000953674,67827.0,HRV,HRV_0217,2022-11-30 18:42:51
The dodo,2,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,0.946,13,67827.09999990463,q,S,2967.600000143051,72265.20000004768,HRV,HRV_0217,2022-11-30 18:42:51
Cayenne pepper ,6,What spice is named for the capital of French Guiana? ,409,1.243,14,72265.39999985695,q,S,2371.300000190735,76388.09999990463,HRV,HRV_0217,2022-11-30 18:42:51
Harmonica,3,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",301,1.829,15,76388.79999995232,q,S,2152.2000000476837,80901.59999990463,HRV,HRV_0217,2022-11-30 18:42:51
Love Me Do ,3,What was The Beatles's first song to hit the UK charts?,280,1.885,16,80901.59999990463,q,S,2198.2999999523163,85513.5,HRV,HRV_0217,2022-11-30 18:42:51
Pieces of Skylab fell there,3,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",391,0.662,17,85513.5,q,S,2668.5999999046326,89371.20000004768,HRV,HRV_0217,2022-11-30 18:42:51
Adam,2,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,162,1.957,18,89371.39999985695,p,K,4515.600000143051,96371.39999985695,HRV,HRV_0217,2022-11-30 18:42:51
