Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Patch Addams ,4,"What doctor, whose life was fictionalized in a 1998 film, founded the Gesundheit! Institute and named his oldest son ""Atomic Zagnut""?",166,0.565,0,6307.5,q,S,6046.4000000059605,13435.5,HRV,HRV_0105,2022-11-30 17:46:00
Walt Disney,7,Which person has been awarded the most Oscars ever? ,349,1.086,1,13435.59999999404,q,S,2157.0999999940395,17187.40000000596,HRV,HRV_0105,2022-11-30 17:46:00
Kidnapping and killing the Lindbergh baby,4,For what crime was Bruno Hauptmann executed in 1936?,41,0.984,2,17187.5,q,S,1673.800000011921,20352.09999999404,HRV,HRV_0105,2022-11-30 17:46:00
Great Britain,2,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,1.915,3,20352.19999998808,q,S,3184.0,25966.0,HRV,HRV_0105,2022-11-30 17:46:00
Haricot beans,1,Baked beans are made from what type of bean?,443,1.793,4,25966.09999999404,q,S,2418.0,30682.69999998808,HRV,HRV_0105,2022-11-30 17:46:00
Generals,7,Eleven U.S. presidents have been what before being elected?,36,1.288,5,30682.80000001192,q,S,3201.5,35681.59999999404,HRV,HRV_0105,2022-11-30 17:46:00
It causes sour foods subsequently consumed to taste sweet. ,4,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.883,6,35681.59999999404,q,S,2006.2000000178814,40087.19999998808,HRV,HRV_0105,2022-11-30 17:46:00
Sepia,2,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.296,7,40087.30000001192,q,S,3195.399999976158,45087.40000000596,HRV,HRV_0105,2022-11-30 17:46:00
Botany Bay,2,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,0.82,8,45087.40000000596,q,S,2715.4000000059605,49141.59999999404,HRV,HRV_0105,2022-11-30 17:46:00
"Gail Borden, Jr. ",3,Who invented condensed milk in 1856? ,414,1.617,9,49141.59999999404,q,S,2295.0999999940395,53568.80000001192,HRV,HRV_0105,2022-11-30 17:46:00
coca-cola,5,Which famous soft drink was invented in 1892?,425,0.729,10,53568.80000001192,q,S,1859.199999988079,56668.0,HRV,HRV_0105,2022-11-30 17:46:00
Traffic lights,1,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",113,1.265,11,56668.09999999404,q,S,2997.300000011921,61441.09999999404,HRV,HRV_0105,2022-11-30 17:46:00
Tim McGraw,7,"At age 11, who accidentally discovered the true identity of his baseball pitcher father while searching his mother's closet for hidden Christmas presents? ",24,0.577,12,61441.09999999404,q,S,4325.5,66853.80000001192,HRV,HRV_0105,2022-11-30 17:46:00
"A peanut is a legume, not a nut",1,What type of food is a peanut?,447,1.198,13,66853.80000001192,p,K,3205.699999988079,71780.59999999404,HRV,HRV_0105,2022-11-30 17:46:00
Cayenne pepper ,5,What spice is named for the capital of French Guiana? ,409,0.689,14,71780.69999998808,q,S,1966.300000011921,74944.90000000596,HRV,HRV_0105,2022-11-30 17:46:00
at least 97%,7,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,0.904,15,74945.0,q,S,2178.5999999940395,78536.69999998808,HRV,HRV_0105,2022-11-30 17:46:00
Japan ,7,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,1.818,16,78536.80000001192,q,S,2136.399999976158,83006.19999998808,HRV,HRV_0105,2022-11-30 17:46:00
