Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Stratosphere,5,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,1.923,0,2767.0,q,S,4836.600000023842,10032.600000023842,HRV,HRV_0313,2022-11-30 22:08:51
NY,6,In which state was the first execution by electric chair?  ,70,1.484,1,10032.800000071526,q,S,2282.7999999523163,14305.0,HRV,HRV_0313,2022-11-30 22:08:51
Australia,2,What country has six sheep for every human? ,158,1.958,2,14305.0,q,S,4195.800000071526,20961.100000023842,HRV,HRV_0313,2022-11-30 22:08:51
Teeth,7,"One in every 2,000 babies is born with what? ",77,0.762,3,20961.100000023842,q,S,3655.7000000476837,25888.5,HRV,HRV_0313,2022-11-30 22:08:51
lobster,4,Which expensive restaurant item used to be fed to pisinors and servants?,449,0.995,4,25888.600000023842,q,S,7325.799999952316,34720.700000047684,HRV,HRV_0313,2022-11-30 22:08:51
A sneeze,7,The air expelled from what can travel at 100 mph?,90,0.612,5,34720.700000047684,q,S,5889.899999976158,41729.0,HRV,HRV_0313,2022-11-30 22:08:51
Paper,6,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ",191,0.518,6,41729.10000002384,q,S,4634.100000023842,47386.200000047684,HRV,HRV_0313,2022-11-30 22:08:51
The I Ching,2,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,1.012,7,47386.200000047684,q,S,5994.199999928474,54896.89999997616,HRV,HRV_0313,2022-11-30 22:08:51
Jose Castro ,2,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",231,0.593,8,54896.89999997616,q,S,5460.400000095367,61464.60000002384,HRV,HRV_0313,2022-11-30 22:08:51
The barrel of a gun,2,"According to Chairman Mao, ""political power grows out of"" what?",11,1.064,9,61464.800000071526,q,S,5198.699999928474,68240.80000007153,HRV,HRV_0313,2022-11-30 22:08:51
Betty Rubble,1,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,337,1.697,10,68240.80000007153,q,S,3416.2999999523163,73864.60000002384,HRV,HRV_0313,2022-11-30 22:08:51
Gary Busey,1,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,1.193,11,73864.60000002384,q,S,5171.200000047684,80737.0,HRV,HRV_0313,2022-11-30 22:08:51
Kiwi,6,"Which bird species has survived more than 70 million years, despite the fact that it lays one egg a year and is nearly blind?",331,1.813,12,80737.0,q,S,6401.100000023842,89458.20000004768,HRV,HRV_0313,2022-11-30 22:08:51
Espresso,4,The Italian government regulates the price of what beverage?,399,0.996,13,89458.30000007153,q,S,2623.1999999284744,93585.10000002384,HRV,HRV_0313,2022-11-30 22:08:51
Dragees,4,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.261,14,93585.20000004768,,,,103096.89999997616,HRV,HRV_0313,2022-11-30 22:08:51
Rabbit,7,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,221,1.228,15,103096.89999997616,q,S,2580.2000000476837,107416.39999997616,HRV,HRV_0313,2022-11-30 22:08:51
