Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Louie Louie,2,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,1.341,0,4864.9000000059605,q,S,4251.800000011921,10994.5,HRV,HRV_0150,2022-11-30 18:18:50
Steamboat Geyser,4,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",359,1.382,1,10995.200000017881,p,K,4500.9000000059605,17395.100000023842,HRV,HRV_0150,2022-11-30 18:18:50
Bed ,5,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.975,2,17395.30000001192,q,S,1854.4000000059605,21767.0,HRV,HRV_0150,2022-11-30 18:18:50
Giant squid,2,Which animal can have eyes that are a foot in diameter? ,324,1.854,3,21767.30000001192,q,S,3598.9000000059605,27749.0,HRV,HRV_0150,2022-11-30 18:18:50
Geyser,4,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.795,4,27749.100000023842,q,S,2846.699999988079,32913.10000002384,HRV,HRV_0150,2022-11-30 18:18:50
A paper clip,2,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?",49,1.347,5,32913.20000001788,q,S,3076.7999999821186,37876.80000001192,HRV,HRV_0150,2022-11-30 18:18:50
Condoleeza (con dolcezza) Rice ,3,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",390,1.2,6,37876.90000000596,q,S,3966.800000011921,43566.90000000596,HRV,HRV_0150,2022-11-30 18:18:50
Bamboo ,3,What were the first modern Olympic pole vaulters' poles made of? ,296,0.683,7,43567.10000002384,q,S,3043.0999999940395,47827.0,HRV,HRV_0150,2022-11-30 18:18:50
Italy ,1,What country borders both of the world's only two nations with square flags? ,157,1.752,8,47827.10000002384,q,S,3646.7999999821186,53763.70000001788,HRV,HRV_0150,2022-11-30 18:18:50
The dodo,3,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,1.421,9,53763.90000000596,q,S,2399.800000011921,58121.80000001192,HRV,HRV_0150,2022-11-30 18:18:50
Theodore Roosevelt ,1,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,0.626,10,58121.90000000596,q,S,3799.0,63073.90000000596,HRV,HRV_0150,2022-11-30 18:18:50
Ginseng ,1,"What plant takes its name for the Chinese words for ""man root""? ",245,1.995,11,63074.0,q,S,2433.300000011921,68020.5,HRV,HRV_0150,2022-11-30 18:18:50
Canadian Oil,5,What is canola an abbreviation for?,436,1.876,12,68020.5,q,S,2236.0,72652.60000002384,HRV,HRV_0150,2022-11-30 18:18:50
Martin Luther King Jr. ,3,Who won the Nobel Peace Prize in 1964? ,386,0.741,13,72652.70000001788,q,S,1663.5999999940395,75596.20000001788,HRV,HRV_0150,2022-11-30 18:18:50
"the Red Hot Chili Peppers, followed closely by Meatloaf",1,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.852,14,75596.30000001192,q,S,5928.199999988079,83901.10000002384,HRV,HRV_0150,2022-11-30 18:18:50
The Leek ,5,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",145,0.551,15,83901.10000002384,q,S,3234.399999976158,88212.90000000596,HRV,HRV_0150,2022-11-30 18:18:50
lobster,7,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.013,16,88213.0,q,S,5141.300000011921,94903.40000000596,HRV,HRV_0150,2022-11-30 18:18:50
Woodrow Wilson,5,Which U.S. president's home was named Shadow Lawn?,356,1.196,17,94903.5,q,S,2969.800000011921,99601.40000000596,HRV,HRV_0150,2022-11-30 18:18:50
Tse-tse fly,4,What transmits the disease typanosomiasis to humans and cattle? ,267,1.909,18,99601.40000000596,q,S,3858.2000000178814,105895.30000001192,HRV,HRV_0150,2022-11-30 18:18:50
Let's spend some time together,4,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,1.171,19,105895.30000001192,q,S,4583.4000000059605,112173.60000002384,HRV,HRV_0150,2022-11-30 18:18:50
Hey Jude,3,What Beatles song lasted the longest on the American charts? ,143,1.625,20,112173.60000002384,q,S,2807.199999988079,117133.0,HRV,HRV_0150,2022-11-30 18:18:50
Habanero,2,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.926,21,117133.20000001788,q,S,6079.9000000059605,125655.80000001192,HRV,HRV_0150,2022-11-30 18:18:50
Sixteenth,7,Which Constitutional Amendment deals with the income tax? ,336,1.885,22,125655.90000000596,q,S,3815.300000011921,131872.30000001192,HRV,HRV_0150,2022-11-30 18:18:50
Speed of wind,5,What does an anemometer measure? ,168,1.42,23,131872.30000001192,q,S,3166.0999999940395,136978.40000000596,HRV,HRV_0150,2022-11-30 18:18:50
A Spoonful of Sugar ,1,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,0.98,24,136978.5,q,S,3423.600000023842,141917.10000002384,HRV,HRV_0150,2022-11-30 18:18:50
Ear ,3,"The pinna is the outer, visible part of what?",103,1.758,25,141917.20000001788,q,S,4109.9000000059605,148314.60000002384,HRV,HRV_0150,2022-11-30 18:18:50
Spiro Agnew ,5,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,1.637,26,148314.60000002384,q,S,4444.0,154921.90000000596,HRV,HRV_0150,2022-11-30 18:18:50
The Super Bowl ,2,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,255,1.494,27,154922.0,q,S,2489.0,159431.0,HRV,HRV_0150,2022-11-30 18:18:50
James Brown,1,"When asked to define ""cool,"" what two words did James Brown use? ",312,1.458,28,159431.0,q,S,4311.4000000059605,165731.60000002384,HRV,HRV_0150,2022-11-30 18:18:50
Liberia,7,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,1.384,29,165731.70000001788,q,S,3995.2999999821186,171628.30000001192,HRV,HRV_0150,2022-11-30 18:18:50
pastry,7,Choux and filo are two types of what food product?,446,1.885,30,171628.40000000596,q,S,2316.7000000178814,176361.10000002384,HRV,HRV_0150,2022-11-30 18:18:50
Pancreas,1,In what organ of the body would you find the islets of Langerhans and the duct of Wirsung? ,66,0.782,31,176361.10000002384,q,S,3247.199999988079,180918.30000001192,HRV,HRV_0150,2022-11-30 18:18:50
Michael Dell,3,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,0.552,32,180918.40000000596,q,S,3646.5999999940395,185652.70000001788,HRV,HRV_0150,2022-11-30 18:18:50
Matches,4,"Which accidentally invented household items were first marketed as ""friction lights""? ",322,1.968,33,185652.70000001788,,,,195180.10000002384,HRV,HRV_0150,2022-11-30 18:18:50
Adding olive juice,6,What turns a plain martini into a dirty martini?,440,0.951,34,195180.10000002384,q,S,2792.5,199458.60000002384,HRV,HRV_0150,2022-11-30 18:18:50
The Big Bang,5,"Arno Penzias and Robert Wilson shared a Nobel Prize for accidentally discovering ""CMB,"" leftover radiation from what?",22,0.644,35,199458.70000001788,q,S,2725.4000000059605,203358.70000001788,HRV,HRV_0150,2022-11-30 18:18:50
Ozone,3,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,1.348,36,203358.70000001788,q,S,3343.5999999940395,208587.40000000596,HRV,HRV_0150,2022-11-30 18:18:50
Australia,5,"""Welcome Stranger,"" the largest nugget of gold discovered, weighed 158 pounds and was discovered in what country?",5,1.474,37,208587.5,q,S,3858.0,214449.40000000596,HRV,HRV_0150,2022-11-30 18:18:50
Every jar of peanut butter must be at least 90% peanuts,6,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.618,38,214449.5,q,S,2133.600000023842,218729.20000001788,HRV,HRV_0150,2022-11-30 18:18:50
The Discovery,7,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,352,0.867,39,218729.30000001192,q,S,3862.4000000059605,223982.5,HRV,HRV_0150,2022-11-30 18:18:50
Stratosphere,7,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,0.741,40,223982.60000002384,q,S,2213.5,227469.30000001192,HRV,HRV_0150,2022-11-30 18:18:50
The guppy,4,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,152,1.793,41,227469.40000000596,q,S,2274.300000011921,232058.90000000596,HRV,HRV_0150,2022-11-30 18:18:50
George Orwell ,2,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,0.703,42,232059.0,q,S,2795.2000000178814,236082.40000000596,HRV,HRV_0150,2022-11-30 18:18:50
Avocados have twice the amount of potassium as bananas. ,4,Which fruit has more potassium than bananas?,455,0.893,43,236082.5,q,S,3348.0,240838.80000001192,HRV,HRV_0150,2022-11-30 18:18:50
Brigham Young University,5,What is the most sober school according to The Princeton Review? ,206,1.906,44,240838.90000000596,q,S,2537.4000000059605,245794.30000001192,HRV,HRV_0150,2022-11-30 18:18:50
USA,5,Which country invented volleyball?   ,340,1.024,45,245794.30000001192,q,S,2330.9000000059605,249687.60000002384,HRV,HRV_0150,2022-11-30 18:18:50
Cadabra.com ,4,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,287,1.9,46,249687.60000002384,q,S,3288.399999976158,255412.5,HRV,HRV_0150,2022-11-30 18:18:50
Rooster,3,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,0.797,47,255412.5,q,S,3352.300000011921,260099.70000001788,HRV,HRV_0150,2022-11-30 18:18:50
Grover Cleveland ,2,Who was the only U.S. president to have been married in the White House? ,385,1.0,48,260099.80000001192,q,S,2571.5,264204.10000002384,HRV,HRV_0150,2022-11-30 18:18:50
Espresso,7,The Italian government regulates the price of what beverage?,399,1.088,49,264204.10000002384,q,S,3096.399999976158,268903.8000000119,HRV,HRV_0150,2022-11-30 18:18:50
The evacuation of Saigon,4,"""White Christmas"" playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",6,1.865,50,268903.8000000119,q,S,2939.800000011921,274313.90000000596,HRV,HRV_0150,2022-11-30 18:18:50
Bouquet,5,"Young wines are said to have ""aroma."" What do older wines have instead?",395,1.507,51,274313.90000000596,q,S,2792.2000000178814,279140.7000000179,HRV,HRV_0150,2022-11-30 18:18:50
Pet Rocks,4,What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?,186,0.672,52,279140.7000000179,q,S,3253.0,283613.5,HRV,HRV_0150,2022-11-30 18:18:50
The Korean War,7,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",126,1.59,53,283613.5,q,S,2232.4000000059605,287964.2000000179,HRV,HRV_0150,2022-11-30 18:18:50
"Portland, Oregon",2,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,0.761,54,287964.2000000179,q,S,2477.2999999821186,291731.3000000119,HRV,HRV_0150,2022-11-30 18:18:50
coca-cola,4,Which famous soft drink was invented in 1892?,425,1.298,55,291731.3000000119,q,S,2146.4000000059605,295716.8000000119,HRV,HRV_0150,2022-11-30 18:18:50
Great Britain,6,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,1.187,56,295716.90000000596,q,S,2245.4000000059605,299672.0,HRV,HRV_0150,2022-11-30 18:18:50
