Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
The Beatles' Rain ,7,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,1.998,0,2765.89999999851,q,S,4509.800000000745,9793.699999999255,HRV,HRV_0071,2022-11-30 17:37:09
Rabbit,2,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,221,0.655,1,9793.799999998882,q,S,3799.0999999996275,14774.699999999255,HRV,HRV_0071,2022-11-30 17:37:09
Jim Lovell,2,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,18,1.112,2,14775.199999999255,q,S,5497.199999999255,21915.599999999627,HRV,HRV_0071,2022-11-30 17:37:09
Thrust,3,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,0.78,3,21915.699999999255,q,S,6299.0999999996275,29553.299999998882,HRV,HRV_0071,2022-11-30 17:37:09
Come by her,7,"The title of the song ""Kumbaya"" is actually a distortion of what three-word phrase?",106,1.827,4,29553.299999998882,q,S,4548.800000000745,36461.0,HRV,HRV_0071,2022-11-30 17:37:09
Latex. This is known as the latex-fruit syndrome. ,3,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.41,5,36461.0,q,S,7170.0,45567.09999999963,HRV,HRV_0071,2022-11-30 17:37:09
Don Adams,7,Who provided the voice for cartoon character Inspector Gadget? ,372,0.512,6,45567.199999999255,q,S,2919.4000000003725,49540.0,HRV,HRV_0071,2022-11-30 17:37:09
Westminster Kennel Club dog show ,1,What is the second oldest continuously held American sporting event?  ,214,1.541,7,49540.09999999963,q,S,3354.5,54967.29999999888,HRV,HRV_0071,2022-11-30 17:37:09
George Marshall,4,What future secretary of state became America's first five-star general in December 1944? ,181,1.146,8,54967.59999999963,q,S,3631.5999999996275,60269.29999999888,HRV,HRV_0071,2022-11-30 17:37:09
Kansas City ,2,The first suburban shopping center in the U.S. was established in what city?,99,1.447,9,60269.39999999851,q,S,2573.4000000003725,64821.09999999963,HRV,HRV_0071,2022-11-30 17:37:09
Sao Paulo,1,What's the most populous city in the Southern Hemisphere?,304,1.786,10,64821.199999999255,q,S,3201.699999999255,70343.19999999925,HRV,HRV_0071,2022-11-30 17:37:09
Shower curtain ,5,David Schmidt won the 2001 Ig Nobel Prize in Physics for discovering the horizontal vortex that makes what household item blow inward?,33,1.37,11,70343.39999999851,q,S,6386.9000000003725,78617.69999999925,HRV,HRV_0071,2022-11-30 17:37:09
Marriage,5,Gamophobia is the fear of what?,42,1.708,12,78617.79999999888,q,S,3709.800000000745,84555.29999999888,HRV,HRV_0071,2022-11-30 17:37:09
Capitol Hill,1,"Until 1790, what was known as Jenkins Hill? ",119,1.352,13,84555.29999999888,q,S,4198.800000000745,90628.79999999888,HRV,HRV_0071,2022-11-30 17:37:09
Bruce Springsteen's Born in the USA ,4,What was the first CD pressed for commerical release in the U.S.?,282,1.16,14,90629.09999999963,q,S,2562.0999999996275,94876.69999999925,HRV,HRV_0071,2022-11-30 17:37:09
Bolivia,2,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.677,15,94876.79999999888,q,S,4389.0999999996275,101469.29999999888,HRV,HRV_0071,2022-11-30 17:37:09
Xanadu ,1,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,0.523,16,101469.39999999851,q,S,5023.300000000745,107535.19999999925,HRV,HRV_0071,2022-11-30 17:37:09
Geyser,2,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.819,17,107535.29999999888,q,S,5362.0,115240.29999999888,HRV,HRV_0071,2022-11-30 17:37:09
Walt Disney,6,Which person has been awarded the most Oscars ever? ,349,1.604,18,115240.39999999851,q,S,2195.0,119554.69999999925,HRV,HRV_0071,2022-11-30 17:37:09
Canadian Oil,6,What is canola an abbreviation for?,436,1.218,19,119554.69999999925,q,S,4196.4000000003725,125501.0,HRV,HRV_0071,2022-11-30 17:37:09
