Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Queen Isabella I ,4,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?",50,1.342,0,8429.699999988079,t,W,4199.399999976158,15142.800000011921,19152.80000001192,5,599.3999999761581,21614.19999998808,HRV,HRV_0185,2022-11-30 18:21:05
Ciabatta,2,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,0.542,1,21614.30000001192,p,K,7138.899999976158,,,,,29814.899999976158,HRV,HRV_0185,2022-11-30 18:21:05
Ivory Coast's ,2,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",111,1.684,2,29815.0,t,W,7661.199999988079,39998.39999997616,44011.39999997616,5,583.8000000119209,46796.69999998808,HRV,HRV_0185,2022-11-30 18:21:05
Prussian Blue ,6,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,1.728,3,46796.80000001192,t,W,7452.699999988079,56774.5,60786.5,5,3002.5,66030.5,HRV,HRV_0185,2022-11-30 18:21:05
Westminster Kennel Club dog show ,7,What is the second oldest continuously held American sporting event?  ,214,1.413,4,66030.59999996424,p,K,5977.900000035763,,,,,73941.89999997616,HRV,HRV_0185,2022-11-30 18:21:05
The Chesapeake Bay,6,What bay is actually the United States's largest tidal estuary? ,141,0.881,5,73942.0,t,W,5706.199999988079,82166.39999997616,86176.89999997616,5,729.5,88305.59999996424,HRV,HRV_0185,2022-11-30 18:21:05
Russia,3,Which country has the most public libraries?  ,339,1.105,6,88305.59999996424,p,K,4924.300000011921,,,,,94854.39999997616,HRV,HRV_0185,2022-11-30 18:21:05
Oregon ,1,"The world's smallest park, measuring two feet in diameter, is located in what U.S. state? ",112,0.856,7,94854.5,p,K,6131.300000011921,,,,,102357.59999996424,HRV,HRV_0185,2022-11-30 18:21:05
Habanero,2,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,0.717,8,102357.59999996424,t,W,7058.800000011921,111927.19999998808,115938.30000001192,5,1835.199999988079,119006.39999997616,HRV,HRV_0185,2022-11-30 18:21:05
A Spoonful of Sugar ,6,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.136,9,119006.59999996424,p,K,7978.300000011921,,,,,128645.5,HRV,HRV_0185,2022-11-30 18:21:05
Luxor,2,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,8,1.094,10,128645.59999996424,t,W,5601.400000035763,136765.80000001192,140778.0,5,2307.5,144693.89999997616,HRV,HRV_0185,2022-11-30 18:21:05
Death,6,"In ancient Egypt, what was the penalty for killing a cat?",58,0.714,11,144694.0,t,W,7651.099999964237,154862.80000001192,158875.0,5,684.5999999642372,160789.09999996424,HRV,HRV_0185,2022-11-30 18:21:05
Hong Kong ,4,What city's harbor is overlooked by Victoria Peak? ,185,0.952,12,160789.09999996424,p,K,4959.0,,,,,167222.69999998808,HRV,HRV_0185,2022-11-30 18:21:05
Mouse,7,What is the most common mammal in the U.S.? ,205,1.136,13,167222.69999998808,p,K,3985.199999988079,,,,,172862.69999998808,HRV,HRV_0185,2022-11-30 18:21:05
North Korea,5,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,0.813,14,172862.80000001192,,,,,,,,182373.69999998808,HRV,HRV_0185,2022-11-30 18:21:05
Haricot beans,5,Baked beans are made from what type of bean?,443,1.243,15,182373.69999998808,p,K,3046.5,,,,,187178.39999997616,HRV,HRV_0185,2022-11-30 18:21:05
Shenandoah Valley,3,What area changed hands 72 times during the Civil War? ,139,1.42,16,187178.5,t,W,4469.5,194158.39999997616,198170.69999998808,1,2315.699999988079,202422.0,HRV,HRV_0185,2022-11-30 18:21:05
coca-cola,3,Which famous soft drink was invented in 1892?,425,0.766,17,202422.09999996424,p,K,2959.800000011921,,,,,206661.89999997616,HRV,HRV_0185,2022-11-30 18:21:05
Bile,3,"Two of the ""four humors"" the ancients believed controlled temperament consist of what bodily fluid?",118,1.523,18,206662.0,t,W,4659.5,213838.69999998808,217850.5,5,1825.5999999642372,221716.80000001192,HRV,HRV_0185,2022-11-30 18:21:05
Sri Lanka,5,"The word serendipity comes from Serendip, the Persian name for what island? ",109,1.528,19,221716.89999997616,p,K,5033.400000035763,,,,,228798.19999998808,HRV,HRV_0185,2022-11-30 18:21:05
citrus fruit (scurvy is caused by a lack of vitamin c),4,Sailors used to suffer from a horrible illness called scurvy. Which food prevents scurvy?,441,0.528,20,228798.19999998808,p,K,3580.5,,,,,233428.69999998808,HRV,HRV_0185,2022-11-30 18:21:05
Choking on food,6,"Each year, approximately 125 people die of what? ",417,1.015,21,233428.69999998808,t,W,4656.800000011921,240606.80000001192,244617.80000001192,5,1332.5,247477.19999998808,HRV,HRV_0185,2022-11-30 18:21:05
Germany,3,Which European country was the first to produce decaffeinated coffee? ,412,1.711,22,247477.19999998808,p,K,6450.5,,,,,256158.5,HRV,HRV_0185,2022-11-30 18:21:05
Geyser,5,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.366,23,256158.59999996424,t,W,4439.5,263110.3000000119,267122.8000000119,5,500.7999999523163,269509.0,HRV,HRV_0185,2022-11-30 18:21:05
@,7,"in 2004, for the Internet age, what new character was added to the Morse code alphabet, the first ever official addition since world war I?",56,0.755,24,269509.0,t,W,6167.0,278198.1999999881,282202.6999999881,5,583.5,284062.5,HRV,HRV_0185,2022-11-30 18:21:05
Vietnam,4,"In what country did the domesticated ""potbellied pig"" originate?",61,1.987,25,284062.5,p,K,3950.699999988079,,,,,290518.0,HRV,HRV_0185,2022-11-30 18:21:05
Oliver!,2,What's the only Best Picture Oscar winner whose title ends with an exclamation point?  ,306,1.722,26,290518.0,t,W,4019.199999988079,297062.59999996424,301074.1999999881,5,1138.800000011921,304454.6999999881,HRV,HRV_0185,2022-11-30 18:21:05
"Portland, Oregon",4,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,1.221,27,304454.6999999881,q,S,7891.5,,,,,314078.6999999881,HRV,HRV_0185,2022-11-30 18:21:05
Dark Side of the Moon,7,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,1.308,28,314078.6999999881,t,W,3805.600000023842,320399.0,324410.09999996424,5,1059.2000000476837,327293.8000000119,HRV,HRV_0185,2022-11-30 18:21:05
Nutmeg,5,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.42,29,327293.8000000119,,,,,,,,336805.39999997616,HRV,HRV_0185,2022-11-30 18:21:05
A mine shaft passage,7,What is an adit?  ,197,0.958,30,336805.5,t,W,2482.699999988079,341814.09999996424,345817.89999997616,5,1297.0,348589.3000000119,HRV,HRV_0185,2022-11-30 18:21:05
South Africa,3,In what country was the largest rough diamond ever discovered?,62,1.455,31,348589.3000000119,p,K,4207.899999976158,,,,,354766.6999999881,HRV,HRV_0185,2022-11-30 18:21:05
Grover Cleveland ,2,Who was the only U.S. president to have been married in the White House? ,385,0.903,32,354766.8000000119,p,K,4668.5,,,,,360854.59999996424,HRV,HRV_0185,2022-11-30 18:21:05
A Hawaiian goose,6,What is a nene?,195,1.008,33,360854.6999999881,t,W,2622.699999988079,365990.6999999881,370001.3000000119,5,962.3999999761581,372486.5,HRV,HRV_0185,2022-11-30 18:21:05
Everything ,6,Pantophobia is the fear of what?,79,1.405,34,372486.5,t,W,3626.099999964237,378638.6999999881,382649.5,5,1793.199999988079,386366.09999996424,HRV,HRV_0185,2022-11-30 18:21:05
Anaconda,6,Which species of snake gives birth to its young instead of laying eggs?  ,353,1.419,35,386366.09999996424,t,W,4018.7000000476837,392902.1999999881,396914.5,5,1819.800000011921,400668.89999997616,HRV,HRV_0185,2022-11-30 18:21:05
The Netherlands,7,In 1568 the Catholic Church sentenced the entire population of which nation to death as heretics?,47,1.585,36,400668.89999997616,t,W,3997.699999988079,407189.39999997616,411193.39999997616,5,870.1999999880791,414166.09999996424,HRV,HRV_0185,2022-11-30 18:21:05
It sits beside the Finger Lakes ,4,"Why is Oneida Lake, near Syracuse, New York, sometimes called ""the thumb""?",393,1.712,37,414166.09999996424,t,W,4115.700000047684,420798.59999996424,424809.59999996424,5,1877.5,428910.6999999881,HRV,HRV_0185,2022-11-30 18:21:05
Dragees,4,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.885,38,428910.6999999881,,,,,,,,438422.39999997616,HRV,HRV_0185,2022-11-30 18:21:05
On a Jell-O box,7,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.197,39,438422.39999997616,t,W,6470.800000011921,447414.09999996424,451425.59999996424,5,2034.5,455174.39999997616,HRV,HRV_0185,2022-11-30 18:21:05
Peanuts ,7,What snack food is an ingredient in the explosive dynamite?  ,408,0.532,40,455174.39999997616,t,W,6038.400000035763,463734.1999999881,467746.59999996424,5,857.1000000238419,469652.89999997616,HRV,HRV_0185,2022-11-30 18:21:05
Throat,5,Where in the human body is the only bone that is not jointed to another?  ,317,1.946,41,469652.89999997616,t,W,5608.699999988079,477773.6999999881,481778.6999999881,5,562.3000000119209,484806.3000000119,HRV,HRV_0185,2022-11-30 18:21:05
"Gail Borden, Jr. ",2,Who invented condensed milk in 1856? ,414,1.922,42,484806.3000000119,t,W,3165.099999964237,490486.39999997616,494498.39999997616,3,2725.300000011921,499661.8000000119,HRV,HRV_0185,2022-11-30 18:21:05
Sri Lanka,6,Ninety percent of the world's true cinnamon comes from what island nation? ,74,0.651,43,499661.8000000119,p,K,3654.5,,,,,504485.8000000119,HRV,HRV_0185,2022-11-30 18:21:05
Holy Roman Emperor Henry IV ,4,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,1.017,44,504485.89999997616,t,W,4221.300000011921,511231.0,515242.6999999881,5,1640.8999999761581,518422.39999997616,HRV,HRV_0185,2022-11-30 18:21:05
Avocados have twice the amount of potassium as bananas. ,1,Which fruit has more potassium than bananas?,455,0.932,45,518422.5,p,K,2828.399999976158,,,,,522700.6999999881,HRV,HRV_0185,2022-11-30 18:21:05
Belgium,2,Where were French fries invented?,437,0.703,46,522700.8000000119,t,W,3904.7999999523163,529118.6999999881,533130.1999999881,5,1280.300000011921,535622.3999999762,HRV,HRV_0185,2022-11-30 18:21:05
Coca-cola,3,What popular drink was first marketed as a brain tonic?,405,1.399,47,535622.3999999762,t,W,3010.199999988079,541143.0,545154.3999999762,5,2530.400000035763,549597.8999999762,HRV,HRV_0185,2022-11-30 18:21:05
Benjamin Franklin ,5,"Who carried hundreds of imported books in his Philadelphia shop in the 1730s, the same decade in which he started America's first lending library?",362,0.791,48,549597.8999999762,t,W,6132.600000023842,558247.1999999881,562258.5,5,1191.800000011921,564766.3999999762,HRV,HRV_0185,2022-11-30 18:21:05
Graham Greene,1,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,0.764,49,564766.5,t,W,5051.800000011921,572334.5999999642,576344.5999999642,,,580854.3999999762,HRV,HRV_0185,2022-11-30 18:21:05
Mung beans ,6,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,0.894,50,580854.3999999762,p,K,5051.699999988079,,,,,587318.1999999881,HRV,HRV_0185,2022-11-30 18:21:05
Phosphorus,1,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?",169,1.586,51,587318.1999999881,t,W,4324.399999976158,594158.8999999762,598169.5999999642,5,1516.7000000476837,601790.3000000119,HRV,HRV_0185,2022-11-30 18:21:05
