Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Honey,4,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.378,0,13654.199999999255,t,W,4548.0,20711.5,24720.5,4,530.8000000007451,27146.5,HRV,HRV_0073,2022-11-30 17:37:09
Shoe sizes,7,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,0.582,1,27146.599999997765,q,S,2268.60000000149,,,,,30510.099999997765,HRV,HRV_0073,2022-11-30 17:37:09
Cheetah,4,Which is the only cat that cannot retract its claws? ,344,1.546,2,30510.099999997765,q,S,3731.60000000149,,,,,36298.89999999851,HRV,HRV_0073,2022-11-30 17:37:09
The Atlas,7,"The U.S.'s first successful ICBM was what rocket named for a Titan of Greek myth, later used to launch John Glenn into orbit?",107,1.932,3,36299.0,q,S,7480.89999999851,,,,,46222.89999999851,HRV,HRV_0073,2022-11-30 17:37:09
Thrust,6,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,1.45,4,46223.0,q,S,5237.0,,,,,53425.5,HRV,HRV_0073,2022-11-30 17:37:09
Haddock,7,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.596,5,53425.5,t,W,4051.300000000745,59993.199999999255,63999.199999999255,2,744.0,66853.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
Bacon,7,"In Britain, what kind of meat comes in rashers?",397,0.915,6,66853.59999999776,p,K,5226.300000000745,,,,,73507.89999999851,HRV,HRV_0073,2022-11-30 17:37:09
Violin,5,What instrument was invented to sound like a human singing? ,189,1.045,7,73508.0,t,W,3728.0,79751.30000000075,83760.09999999776,5,617.7000000029802,85939.89999999851,HRV,HRV_0073,2022-11-30 17:37:09
Ear ,7,"The pinna is the outer, visible part of what?",103,1.905,8,85939.89999999851,q,S,2497.199999999255,,,,,90854.0,HRV,HRV_0073,2022-11-30 17:37:09
The Mona Lisa,3,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,0.592,9,90854.19999999925,t,W,5182.39999999851,98553.30000000075,102562.19999999925,3,1014.8999999985099,104684.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
Social Security,5,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.192,10,104684.69999999925,q,S,4037.300000000745,,,,,110430.89999999851,HRV,HRV_0073,2022-11-30 17:37:09
Owl,3,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",325,1.729,11,110430.89999999851,p,K,3126.699999999255,,,,,115801.89999999851,HRV,HRV_0073,2022-11-30 17:37:09
The dodo,6,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,0.979,12,115802.0,q,S,4388.300000000745,,,,,121686.19999999925,HRV,HRV_0073,2022-11-30 17:37:09
Tea leaves,4,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.113,13,121686.30000000075,t,W,4291.79999999702,128493.5,132502.19999999925,5,534.0,134664.30000000075,HRV,HRV_0073,2022-11-30 17:37:09
Sri Lanka,4,"The word serendipity comes from Serendip, the Persian name for what island? ",109,1.316,14,134664.30000000075,q,S,4589.79999999702,,,,,141085.5,HRV,HRV_0073,2022-11-30 17:37:09
World War I,2,"During which war was ""The African Queen"" set?",34,1.193,15,141085.59999999776,p,K,3165.5,,,,,145958.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
A sneeze,3,The air expelled from what can travel at 100 mph?,90,1.089,16,145958.8999999985,q,S,4406.199999999255,,,,,151969.5,HRV,HRV_0073,2022-11-30 17:37:09
A paper clip,2,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?",49,1.429,17,151969.5,t,W,6208.800000000745,160694.0,164703.0,5,661.1999999992549,167308.69999999925,HRV,HRV_0073,2022-11-30 17:37:09
Charles ,3,What river runs through Boston? ,252,1.769,18,167308.69999999925,p,K,1700.800000000745,,,,,171292.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
"Cle(a)veland, Ohio",1,The name of which city permanently lost its first 'a' when the first issue of a newspaper was published in 1831 and they had to shorten it to fit on the paper's masthead?,102,1.337,19,171292.59999999776,,,,,,,,180802.0,HRV,HRV_0073,2022-11-30 17:37:09
Kayak,5,An umiak is a larger version of what? ,20,1.48,20,180802.09999999776,p,K,2183.10000000149,,,,,184982.30000000075,HRV,HRV_0073,2022-11-30 17:37:09
The popsicle,2,Which popular treat was invented by an 11-year-old in California? ,413,0.984,21,184982.3999999985,t,W,2640.199999999255,190133.3999999985,194140.59999999776,4,677.9000000022352,196317.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
Green Eggs and Ham,6,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,0.554,22,196317.80000000075,t,W,3929.89999999851,202761.09999999776,206766.80000000075,5,1491.3999999985099,209325.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
Mountain Dew,5,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.713,23,209325.80000000075,p,K,3873.199999999255,,,,,214427.30000000075,HRV,HRV_0073,2022-11-30 17:37:09
Yahoo!,1,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,0.586,24,214427.30000000075,p,K,3333.39999999851,,,,,218863.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
Everything ,5,Pantophobia is the fear of what?,79,0.846,25,218863.80000000075,t,W,2609.199999999255,223988.3999999985,227992.3999999985,5,1268.9000000022352,230622.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
Dragees,6,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.709,26,230622.59999999776,q,S,2587.900000002235,,,,,235435.30000000075,HRV,HRV_0073,2022-11-30 17:37:09
over 10 billion donuts. ,7,How many donuts are concumed in the US every year?,463,0.502,27,235435.3999999985,t,W,2211.199999999255,240162.19999999925,244170.69999999925,5,741.1000000014901,245926.0,HRV,HRV_0073,2022-11-30 17:37:09
Sweden,5,What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?,237,0.879,28,245926.0,t,W,4446.300000000745,252885.0,256893.8999999985,3,1394.699999999255,259682.3999999985,HRV,HRV_0073,2022-11-30 17:37:09
Martin Luther King Jr. ,2,What civil rights leader did Dorothy Parker leave the bulk of her estate to?,149,1.346,29,259682.3999999985,p,K,2311.60000000149,,,,,263852.3999999985,HRV,HRV_0073,2022-11-30 17:37:09
