trialN,QuestionNum,Question,Answer,QuestionRating,AnswerRating,exp,subjectId,date
0.0,147,What city has the only drive-thru post office in the world? ,Chicago,24,50,HRV,HRV_0205,2022-11-30 18:44:30
1.0,268,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,Rooster,55,27,HRV,HRV_0205,2022-11-30 18:44:30
2.0,123,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,Xanadu ,24,49,HRV,HRV_0205,2022-11-30 18:44:30
3.0,239,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",Pandemonium,52,65,HRV,HRV_0205,2022-11-30 18:44:30
4.0,417,"Each year, approximately 125 people die of what? ",Choking on food,60,59,HRV,HRV_0205,2022-11-30 18:44:30
5.0,145,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",The Leek ,26,38,HRV,HRV_0205,2022-11-30 18:44:30
6.0,302,What's the astronomical term for three celestial bodies aligning?   ,Syzygy,55,71,HRV,HRV_0205,2022-11-30 18:44:30
7.0,398,Pet parrots can eat most human foods except chocolate and which pitted food?  ,Avocado,40,53,HRV,HRV_0205,2022-11-30 18:44:30
8.0,442,Which is the only food that can never go off or go bad?,honey,86,74,HRV,HRV_0205,2022-11-30 18:44:30
9.0,130,"What Amish country village in Pennsylvania, where ""Witness"" was filmed, is a frequent victim of street-sign theft?","Intercourse, Pennsylvania",31,59,HRV,HRV_0205,2022-11-30 18:44:30
