Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Pride and Prejudice,2,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,1.773,0,2350.600000143051,q,S,2561.7999999523163,7209.400000095367,HRV,HRV_0322,2022-12-01 00:33:55
Pig,2,What is the only type of animal besides a human that can get a sunburn?,212,1.871,1,7209.5,p,K,7020.900000095367,16619.5,HRV,HRV_0322,2022-12-01 00:33:55
Dragees,5,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.838,2,16619.60000014305,q,S,3637.7000000476837,22616.60000014305,HRV,HRV_0322,2022-12-01 00:33:55
On a Jell-O box,1,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,0.976,3,22616.60000014305,q,S,5122.700000047684,29227.900000095367,HRV,HRV_0322,2022-12-01 00:33:55
cheese ,1,What item of food holds the world record for being the most stolen item of food in the world?,444,1.83,4,29227.900000095367,q,S,8245.400000095367,39824.90000009537,HRV,HRV_0322,2022-12-01 00:33:55
Gone with the Wind,4,The first swear word on the big screen was in what movie?,100,0.893,5,39824.90000009537,q,S,2808.4000000953674,44034.90000009537,HRV,HRV_0322,2022-12-01 00:33:55
Mountain Dew,7,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.647,6,44035.0,q,S,4249.400000095367,49462.700000047684,HRV,HRV_0322,2022-12-01 00:33:55
Throat,2,Where in the human body is the only bone that is not jointed to another?  ,317,1.373,7,49462.700000047684,q,S,2410.600000143051,53768.0,HRV,HRV_0322,2022-12-01 00:33:55
The Galapagos Islands ,6,What islands are home to most of the world's blue-footed boobies? ,216,1.291,8,53768.0,q,S,2572.5,58165.5,HRV,HRV_0322,2022-12-01 00:33:55
Peregrine falcon,5,"With its 240 mph hunting dive, what species of raptor is the fastest animal on earth?",60,1.633,9,58165.5,q,S,3844.800000190735,64162.200000047684,HRV,HRV_0322,2022-12-01 00:33:55
Gerald Ford ,2,What president was shot while walking to California Governor Jerry Brown's office?  ,247,1.951,10,64162.200000047684,q,S,3738.2999999523163,70389.5,HRV,HRV_0322,2022-12-01 00:33:55
Zinfindel,7,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.946,11,70389.5,q,S,5761.800000190735,78630.90000009537,HRV,HRV_0322,2022-12-01 00:33:55
Orca (Killer Whale) ,1,Which is the largest species of dolphin? ,343,0.955,12,78631.0,q,S,1748.3000001907349,81859.90000009537,HRV,HRV_0322,2022-12-01 00:33:55
Coca-cola,5,What popular drink was first marketed as a brain tonic?,405,0.899,13,81859.90000009537,q,S,3029.4000000953674,86303.5,HRV,HRV_0322,2022-12-01 00:33:55
A paper clip,7,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?",49,0.779,14,86303.60000014305,q,S,3055.7000000476837,90670.30000019073,HRV,HRV_0322,2022-12-01 00:33:55
coca-cola,3,Which famous soft drink was invented in 1892?,425,0.647,15,90670.30000019073,q,S,1963.0999999046326,93807.0,HRV,HRV_0322,2022-12-01 00:33:55
Fiber is the gut bacteria's preferred fuel source. ,4,What food is most beneficial for your gut bacteria?,458,1.081,16,93807.10000014305,q,S,2072.0999999046326,97481.90000009537,HRV,HRV_0322,2022-12-01 00:33:55
The Loch Ness Monster,6,"In 1994, Christian Spurling confessed that the so-called Surgeon's Photo of 1934 was a fake. What was pictured in it?",55,1.553,17,97481.90000009537,q,S,3506.5999999046326,103078.80000019073,HRV,HRV_0322,2022-12-01 00:33:55
Bacon,3,"In Britain, what kind of meat comes in rashers?",397,1.783,18,103078.90000009537,,,,112611.90000009537,HRV,HRV_0322,2022-12-01 00:33:55
Iraq,2,In which country were the Hanging Gardens of Babylon located?,69,0.654,19,112611.90000009537,q,S,2792.5999999046326,116578.90000009537,HRV,HRV_0322,2022-12-01 00:33:55
Nuclear Disarmament,3,"The famous ""peace symbol"" was designed to combine the semaphoe positions for N and D. What do the N and D stand for?",97,1.313,20,116578.90000009537,q,S,3407.4000000953674,121822.10000014305,HRV,HRV_0322,2022-12-01 00:33:55
Giant squid,2,Which animal can have eyes that are a foot in diameter? ,324,0.664,21,121822.10000014305,q,S,3125.2000000476837,126127.40000009537,HRV,HRV_0322,2022-12-01 00:33:55
A Hawaiian goose,5,What is a nene?,195,1.069,22,126127.40000009537,q,S,1922.9000000953674,129648.5,HRV,HRV_0322,2022-12-01 00:33:55
Chitty Chitty Bang Bang ,2,What was the only children's story ever published by James Bond creator Ian Fleming? ,292,1.465,23,129648.5,q,S,3238.800000190735,134876.40000009537,HRV,HRV_0322,2022-12-01 00:33:55
Prairie dogs,5,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,0.982,24,134876.40000009537,q,S,4236.0,140627.0,HRV,HRV_0322,2022-12-01 00:33:55
Michael Dell,3,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,1.689,25,140627.0,q,S,3346.300000190735,146177.60000014305,HRV,HRV_0322,2022-12-01 00:33:55
Molasses,4,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",10,1.717,26,146177.60000014305,q,S,4000.7000000476837,152405.0,HRV,HRV_0322,2022-12-01 00:33:55
"The code is ""SUX"" ",7,Why has Sioux Falls Regional Airport in South Dakota been trying to change its three-letter airport designation for years?,392,1.817,27,152405.0,q,S,4106.400000095367,158847.5,HRV,HRV_0322,2022-12-01 00:33:55
Pancreas,6,In what organ of the body would you find the islets of Langerhans and the duct of Wirsung? ,66,1.406,28,158847.5,q,S,2843.800000190735,163614.0,HRV,HRV_0322,2022-12-01 00:33:55
Arthur Conan Doyle,5,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",184,1.961,29,163614.10000014305,q,S,4502.299999952316,170594.80000019073,HRV,HRV_0322,2022-12-01 00:33:55
Near Alaska,4,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,1.594,30,170594.80000019073,q,S,2326.5999999046326,175053.80000019073,HRV,HRV_0322,2022-12-01 00:33:55
Kansas City ,1,The first suburban shopping center in the U.S. was established in what city?,99,0.619,31,175053.80000019073,q,S,1507.0999999046326,177698.5,HRV,HRV_0322,2022-12-01 00:33:55
