Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Untethered space walk,5,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,0.576,0,13592.099999904633,t,W,3483.600000143051,19603.299999952316,23625.400000095367,3,1030.7999999523163,25762.599999904633,HRV,HRV_0166,2022-11-30 18:50:00
Social Security,5,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.555,1,25762.599999904633,t,W,3116.800000190735,31407.099999904633,35423.200000047684,4,1020.7999999523163,38530.299999952316,HRV,HRV_0166,2022-11-30 18:50:00
Joeys,3,What are infant marsupials called?  ,135,1.159,2,38530.40000009537,p,K,4231.799999952316,,,,,44458.90000009537,HRV,HRV_0166,2022-11-30 18:50:00
Matches,2,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,0.644,3,44459.0,t,W,4307.099999904633,51282.700000047684,55294.299999952316,4,1230.2999999523163,57693.40000009537,HRV,HRV_0166,2022-11-30 18:50:00
Queen Isabella I ,3,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?",50,1.35,4,57693.40000009537,t,W,3681.399999856949,63907.0,67918.90000009537,2,755.7999999523163,70542.70000004768,HRV,HRV_0166,2022-11-30 18:50:00
The Hardy Boys ,4,"Who solves crimes in Bayport, located on Barmet Bay? ",374,0.818,5,70542.70000004768,t,W,3743.5999999046326,76813.70000004768,80838.20000004768,3,1240.8999998569489,83443.29999995232,HRV,HRV_0166,2022-11-30 18:50:00
Tse-tse fly,1,What transmits the disease typanosomiasis to humans and cattle? ,267,1.656,6,83443.40000009537,t,W,3840.5999999046326,89816.29999995232,93830.29999995232,4,634.7000000476837,96648.40000009537,HRV,HRV_0166,2022-11-30 18:50:00
Carbon,1,What element must be burned out of pig iron to make steel? ,170,1.519,7,96648.5,t,W,4153.900000095367,103329.40000009537,107334.29999995232,2,884.7000000476837,110254.29999995232,HRV,HRV_0166,2022-11-30 18:50:00
Bolivia,2,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.581,8,110254.29999995232,t,W,4180.700000047684,116948.09999990463,120964.5,5,2050.5999999046326,125117.90000009537,HRV,HRV_0166,2022-11-30 18:50:00
Genetics,7,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,44,0.528,9,125118.29999995232,t,W,4043.100000143051,131698.5,135714.5,3,1899.9000000953674,138679.5,HRV,HRV_0166,2022-11-30 18:50:00
Pressure,7,What is measured in millibars? ,202,1.061,10,138679.5,t,W,4541.400000095367,145747.40000009537,149761.90000009537,3,948.3999998569489,152276.5,HRV,HRV_0166,2022-11-30 18:50:00
Frankie Avalon ,5,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,1.58,11,152276.59999990463,t,W,4145.300000190735,158942.20000004768,162957.0,4,1193.7000000476837,166253.29999995232,HRV,HRV_0166,2022-11-30 18:50:00
coca-cola,3,Which famous soft drink was invented in 1892?,425,1.589,12,166253.29999995232,p,K,3545.7999999523163,,,,,171924.5,HRV,HRV_0166,2022-11-30 18:50:00
The I Ching,1,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,1.191,13,171924.5,t,W,4033.0999999046326,178481.79999995232,182489.29999995232,4,528.0,184744.70000004768,HRV,HRV_0166,2022-11-30 18:50:00
60 fragments per 100 gram ,6,What amount of insects does the FDA allow in chocolate,453,0.811,14,184744.79999995232,t,W,4830.299999952316,192119.09999990463,196134.29999995232,5,1829.5,199307.5,HRV,HRV_0166,2022-11-30 18:50:00
Adlai Stevenson,5,Who twice lost presidential elections to Dwight Eisenhower in the 1950s?  ,375,1.652,15,199307.5,p,K,4071.9000000953674,,,,,205544.40000009537,HRV,HRV_0166,2022-11-30 18:50:00
Tears,5,"At 6-8 weeks, babies start producing what? ",23,1.368,16,205544.59999990463,t,W,4914.300000190735,212986.59999990463,217008.09999990463,4,667.4000000953674,219570.90000009537,HRV,HRV_0166,2022-11-30 18:50:00
Bruce Springsteen's Born in the USA ,4,What was the first CD pressed for commerical release in the U.S.?,282,0.75,17,219570.90000009537,t,W,4030.2999999523163,226130.70000004768,230149.40000009537,3,825.5,232255.29999995232,HRV,HRV_0166,2022-11-30 18:50:00
Adding olive juice,7,What turns a plain martini into a dirty martini?,440,1.253,18,232255.29999995232,p,K,4070.7000000476837,,,,,238098.20000004768,HRV,HRV_0166,2022-11-30 18:50:00
Betty Rubble,6,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,337,1.748,19,238098.20000004768,t,W,5545.299999952316,246173.59999990463,250181.09999990463,5,2018.1000001430511,254466.29999995232,HRV,HRV_0166,2022-11-30 18:50:00
Lava lamp ,7,What was first made by suspending paraffin in a solution of water and antifreeze? ,276,1.862,20,254466.40000009537,t,W,4504.5,261491.70000004768,265501.2999999523,3,705.2000000476837,268597.40000009537,HRV,HRV_0166,2022-11-30 18:50:00
Monday,6,The risk of heart attack is highest on which day of the week?,104,0.557,21,268597.40000009537,t,W,4624.099999904633,275747.2000000477,279767.0,3,646.4000000953674,281491.0,HRV,HRV_0166,2022-11-30 18:50:00
PayPal,5,YouTube.com is the brainchild of three former employees of what other major website? ,396,1.866,22,281491.0,p,K,4993.799999952316,,,,,288882.7999999523,HRV,HRV_0166,2022-11-30 18:50:00
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",3,Cooking which food requires over two years of training?,461,0.999,23,288882.7999999523,p,K,4435.100000143051,,,,,294846.2999999523,HRV,HRV_0166,2022-11-30 18:50:00
Choking on food,2,"Each year, approximately 125 people die of what? ",417,1.81,24,294846.2999999523,t,W,3057.4000000953674,300438.09999990463,304454.5,4,1760.7000000476837,308555.2000000477,HRV,HRV_0166,2022-11-30 18:50:00
Broccoli! ,3,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.526,25,308555.2999999523,t,W,5172.200000047684,316254.7999999523,320271.5,4,545.5,322876.5,HRV,HRV_0166,2022-11-30 18:50:00
Cockroach,2,What animal can live up to a week without its head?,131,1.334,26,322876.5,t,W,3272.7999999523163,328670.2999999523,332682.7000000477,5,592.2000000476837,335137.5,HRV,HRV_0166,2022-11-30 18:50:00
Shenandoah Valley,7,What area changed hands 72 times during the Civil War? ,139,1.301,27,335137.59999990463,t,W,5431.0,343102.90000009537,347115.2999999523,1,1759.6000001430511,350695.7000000477,HRV,HRV_0166,2022-11-30 18:50:00
The old-fashioned,5,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,0.899,28,350695.7000000477,t,W,4173.299999952316,357386.0,361398.90000009537,4,771.1999998092651,363592.7000000477,HRV,HRV_0166,2022-11-30 18:50:00
Bright red,2,Vitamin A is largely available in natural food sources with which colour?,448,1.354,29,363592.7000000477,p,K,5634.5,,,,,371111.09999990463,HRV,HRV_0166,2022-11-30 18:50:00
Mung beans ,3,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.36,30,371111.09999990463,p,K,5264.400000095367,,,,,378274.7000000477,HRV,HRV_0166,2022-11-30 18:50:00
Xanadu ,4,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,1.152,31,378274.90000009537,t,W,6273.599999904633,387060.0,391074.59999990463,2,1446.4000000953674,394200.59999990463,HRV,HRV_0166,2022-11-30 18:50:00
over 10 billion donuts. ,6,How many donuts are concumed in the US every year?,463,0.948,32,394200.59999990463,q,S,3750.2000000476837,,,,,399442.2000000477,HRV,HRV_0166,2022-11-30 18:50:00
Rabbit,2,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,221,0.656,33,399442.2000000477,t,W,3698.399999856949,405667.7000000477,409692.40000009537,5,1924.7999999523163,412792.40000009537,HRV,HRV_0166,2022-11-30 18:50:00
Mountain Dew,3,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.497,34,412792.5,t,W,5967.299999952316,421281.7000000477,425296.90000009537,3,1609.8999998569489,428926.2999999523,HRV,HRV_0166,2022-11-30 18:50:00
