Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
New York,6,Which state has the zip code 12345?,354,0.66,0,4062.7000000476837,t,W,4812.599999904633,11402.200000047684,15442.5,4,2792.2000000476837,19426.39999985695,HRV,HRV_0280,2022-11-30 20:44:14
Gary Busey,7,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,1.014,1,19426.700000047684,t,W,6939.299999952316,28907.89999985695,32943.299999952316,4,1463.2999999523163,35951.299999952316,HRV,HRV_0280,2022-11-30 20:44:14
Adlai Stevenson,5,Who twice lost presidential elections to Dwight Eisenhower in the 1950s?  ,375,0.68,2,35952.0,q,S,4864.0,,,,,42024.59999990463,HRV,HRV_0280,2022-11-30 20:44:14
San Fancisco,7,"""Dear Abby"" first appeared in a newspaper of what city?",2,1.478,3,42024.89999985695,p,K,3926.5,,,,,47960.59999990463,HRV,HRV_0280,2022-11-30 20:44:14
Oxygen,5,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,1.718,4,47960.799999952316,t,W,4580.299999952316,55072.0,59113.0,4,2321.7000000476837,63688.09999990463,HRV,HRV_0280,2022-11-30 20:44:14
An ostrich egg yolk ,3,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,183,0.639,5,63688.299999952316,t,W,5774.900000095367,71989.79999995232,76028.70000004768,4,1189.6999998092651,78377.89999985695,HRV,HRV_0280,2022-11-30 20:44:14
Czechoslovakia,2,Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?,83,1.699,6,78378.79999995232,p,K,4669.599999904633,,,,,85275.59999990463,HRV,HRV_0280,2022-11-30 20:44:14
Zinfindel,3,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.876,7,85276.79999995232,t,W,8311.0,96122.79999995232,100164.09999990463,4,2698.2999999523163,105280.29999995232,HRV,HRV_0280,2022-11-30 20:44:14
University of Phoenix,3,"What school has the most students over age 25, according to U.S. News & World Report?",256,1.962,8,105281.20000004768,t,W,8420.299999952316,116218.70000004768,120246.39999985695,4,1443.4000000953674,124174.59999990463,HRV,HRV_0280,2022-11-30 20:44:14
Egypt,6,"In what country would you find the port of Rosetta, of Rosetta Stone fame?  ",63,0.555,9,124176.79999995232,p,K,4738.0,,,,,130001.0,HRV,HRV_0280,2022-11-30 20:44:14
George Orwell ,4,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,0.647,10,130001.20000004768,t,W,7780.199999809265,140309.70000004768,144349.5,4,1901.7000000476837,147413.09999990463,HRV,HRV_0280,2022-11-30 20:44:14
KISS ,4,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,1.994,11,147414.39999985695,q,S,5289.800000190735,,,,,155241.59999990463,HRV,HRV_0280,2022-11-30 20:44:14
8 Mile Road ,1,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?",254,0.517,12,155241.89999985695,t,W,8025.100000143051,165791.29999995232,169832.59999990463,4,1354.9000000953674,172240.79999995232,HRV,HRV_0280,2022-11-30 20:44:14
Avocado,5,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.435,13,172241.20000004768,q,S,5988.599999904633,,,,,180199.39999985695,HRV,HRV_0280,2022-11-30 20:44:14
Montenegro,1,What European country is named for the dark-looking Dinaric Alps? ,173,1.128,14,180199.59999990463,t,W,7977.100000143051,190708.70000004768,194752.39999985695,4,1270.3000001907349,197684.5,HRV,HRV_0280,2022-11-30 20:44:14
the skin and bones of animals,4,What is gelatin made from?,445,1.425,15,197684.70000004768,p,K,4267.5,,,,,203895.59999990463,HRV,HRV_0280,2022-11-30 20:44:14
The Beatles' Rain ,7,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,1.543,16,203895.79999995232,,,,,,,,213440.39999985695,HRV,HRV_0280,2022-11-30 20:44:14
Ivory Coast's ,4,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",111,1.65,17,213440.59999990463,t,W,4820.400000095367,220795.29999995232,224829.89999985695,4,1064.7000000476837,228068.09999990463,HRV,HRV_0280,2022-11-30 20:44:14
Fiber is the gut bacteria's preferred fuel source. ,5,What food is most beneficial for your gut bacteria?,458,1.414,18,228069.0,p,K,4289.099999904633,,,,,234313.70000004768,HRV,HRV_0280,2022-11-30 20:44:14
The popsicle,5,Which popular treat was invented by an 11-year-old in California? ,413,1.923,19,234314.79999995232,t,W,6625.0,243463.09999990463,247500.5,4,1416.7999999523163,251365.70000004768,HRV,HRV_0280,2022-11-30 20:44:14
Roulette,6,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,182,1.316,20,251365.70000004768,t,W,7032.799999952316,260927.79999995232,264971.39999985695,4,1289.9000000953674,268106.7999999523,HRV,HRV_0280,2022-11-30 20:44:14
Lhasa Apso,6,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",200,0.576,21,268107.7000000477,q,S,5305.799999952316,,,,,274523.09999990463,HRV,HRV_0280,2022-11-30 20:44:14
Pinko,7,What five-letter word did Time magazine coin in 1926 to refer to left-leaners? ,177,1.942,22,274524.0,t,W,5575.200000047684,282629.7000000477,286652.89999985695,4,1477.3000001907349,290598.7999999523,HRV,HRV_0280,2022-11-30 20:44:14
Poison-arrow frog,3,"Which animal's poison could kill up to 2,200 people? ",329,1.657,23,290598.89999985695,q,S,5113.0,,,,,297891.89999985695,HRV,HRV_0280,2022-11-30 20:44:14
Bed ,6,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.323,24,297891.89999985695,p,K,5107.800000190735,,,,,304856.7999999523,HRV,HRV_0280,2022-11-30 20:44:14
spiced ham,4,What two words were combined to make the word Spam?,426,0.583,25,304857.0,t,W,6686.899999856949,314080.89999985695,318121.89999985695,4,3101.100000143051,322341.89999985695,HRV,HRV_0280,2022-11-30 20:44:14
Giant squid,7,What is the largest creature without a backbone? ,203,1.103,26,322342.0,p,K,3700.2999999523163,,,,,327663.7000000477,HRV,HRV_0280,2022-11-30 20:44:14
"Gail Borden, Jr. ",1,Who invented condensed milk in 1856? ,414,1.051,27,327663.89999985695,q,S,4854.600000143051,,,,,334092.7000000477,HRV,HRV_0280,2022-11-30 20:44:14
Hong Kong ,3,What city's harbor is overlooked by Victoria Peak? ,185,1.78,28,334092.89999985695,q,S,6046.200000047684,,,,,342446.09999990463,HRV,HRV_0280,2022-11-30 20:44:14
