Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
St. Louis Gateway Arch ,3,"Which famous American landmark is officially called ""The Jefferson National Expansion Memorial""? ",341,0.681,0,2970.800000011921,p,K,7081.399999976158,11263.199999988079,HRV,HRV_0005,2022-11-30 17:34:36
Tobacco,5,"In 2005, Bhutan became the first country to entirely ban what?",57,1.294,1,11263.399999976158,q,S,7242.700000047684,20339.100000023842,HRV,HRV_0005,2022-11-30 17:34:36
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,4,Whice fruit is effective than coffee at waking you up in the morning?,454,1.698,2,20339.100000023842,q,S,6925.299999952316,29488.80000001192,HRV,HRV_0005,2022-11-30 17:34:36
Dorito is Spanish for little golden things,3,What does Dorito actually mean?,434,1.839,3,29488.899999976158,q,S,5776.0,37625.89999997616,HRV,HRV_0005,2022-11-30 17:34:36
Violin,3,What instrument was invented to sound like a human singing? ,189,0.588,4,37625.89999997616,p,K,4592.5,43341.0,HRV,HRV_0005,2022-11-30 17:34:36
Matches,3,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.943,5,43341.0,q,S,8185.699999988079,53997.30000001192,HRV,HRV_0005,2022-11-30 17:34:36
Abraham Lincoln,2,Who was the only U.S. president to also hold a patent for an invention?,384,1.932,6,53997.30000001192,p,K,4703.699999988079,61154.60000002384,HRV,HRV_0005,2022-11-30 17:34:36
The evacuation of Saigon,4,"""White Christmas"" playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",6,1.192,7,61154.60000002384,,,,70684.80000001192,HRV,HRV_0005,2022-11-30 17:34:36
Bookkeeper,7,What is the only English word with three consecutive double letters?  ,209,0.919,8,70684.80000001192,q,S,3073.199999988079,75199.19999998808,HRV,HRV_0005,2022-11-30 17:34:36
New Jersey's Rutgers,4,Which U.S. state's leading public university is the only one not to be named for the state?  ,357,1.99,9,75199.30000001192,q,S,4800.599999964237,82515.10000002384,HRV,HRV_0005,2022-11-30 17:34:36
South Africa,5,In what country was the largest rough diamond ever discovered?,62,1.515,10,82515.19999998808,p,K,5554.900000035763,90105.30000001192,HRV,HRV_0005,2022-11-30 17:34:36
Mae West,1,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,1.222,11,90105.39999997616,q,S,5023.100000023842,96871.39999997616,HRV,HRV_0005,2022-11-30 17:34:36
