Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Pumpkin,3,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,360,1.162,0,2783.4000000003725,q,S,8106.899999999441,12560.599999999627,HRV,HRV_0271,2022-11-30 19:56:50
Japan,4,Where is the longest suspension bridge? ,319,1.784,1,12560.700000000186,q,S,2022.7999999998137,16872.0,HRV,HRV_0271,2022-11-30 19:56:50
Orca (Killer Whale) ,6,Which is the largest species of dolphin? ,343,1.501,2,16872.099999999627,q,S,1976.0,20856.099999999627,HRV,HRV_0271,2022-11-30 19:56:50
Joan of Arc's ,2,"Whose remains were thrown in the Seine River on May 30, 1431? ",389,1.396,3,20856.099999999627,q,S,4220.800000000745,26982.900000000373,HRV,HRV_0271,2022-11-30 19:56:50
Canadian Oil,7,What is canola an abbreviation for?,436,1.7,4,26982.900000000373,q,S,5711.5999999996275,34903.59999999963,HRV,HRV_0271,2022-11-30 19:56:50
Bono ,3,What singer took his stage name from a Dublin hearing aid billboard?  ,257,1.426,5,34903.59999999963,q,S,7755.4000000003725,44599.09999999963,HRV,HRV_0271,2022-11-30 19:56:50
George H.W. Bush ,2,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.262,6,44599.200000000186,q,S,5746.5,52111.40000000037,HRV,HRV_0271,2022-11-30 19:56:50
Green Eggs and Ham,7,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.982,7,52111.40000000037,q,S,4944.0999999996275,59543.200000000186,HRV,HRV_0271,2022-11-30 19:56:50
Phosphorus,4,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?",169,1.509,8,59543.200000000186,,,,69056.09999999963,HRV,HRV_0271,2022-11-30 19:56:50
Tea leaves,7,Tasseomancy is a method of fortune telling that primarily uses what? ,418,0.634,9,69056.20000000019,q,S,3303.899999999441,73503.40000000037,HRV,HRV_0271,2022-11-30 19:56:50
Toledo,5,"The world's first ""sister cities"" were what Spanish city and its midwestern namesake?",110,1.691,10,73503.40000000037,q,S,3937.399999999441,79639.20000000019,HRV,HRV_0271,2022-11-30 19:56:50
pastry,3,Choux and filo are two types of what food product?,446,1.202,11,79639.20000000019,q,S,1786.3999999994412,83135.0,HRV,HRV_0271,2022-11-30 19:56:50
Speed of wind,5,What does an anemometer measure? ,168,1.888,12,83135.0,q,S,1789.5999999996275,87327.0,HRV,HRV_0271,2022-11-30 19:56:50
Bumblebee bat,5,"Which mammal is the world's smallest, weighing less than a penny? ",347,0.759,13,87327.0,q,S,2284.7999999998137,90879.0,HRV,HRV_0271,2022-11-30 19:56:50
Sic semper tyrannis ,4,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,0.982,14,90879.0,q,S,3216.5999999996275,95583.29999999981,HRV,HRV_0271,2022-11-30 19:56:50
The Super Bowl ,5,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,255,1.521,15,95583.29999999981,q,S,3407.0,101023.20000000019,HRV,HRV_0271,2022-11-30 19:56:50
Hippopotamus ,2,Which wild mammal in Africa has killed the highest number of people? ,358,0.779,16,101023.29999999981,q,S,2471.100000000559,104783.40000000037,HRV,HRV_0271,2022-11-30 19:56:50
Dragees,3,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.6,17,104783.5,q,S,3186.7999999998137,110079.79999999981,HRV,HRV_0271,2022-11-30 19:56:50
Sao Paulo,2,What's the most populous city in the Southern Hemisphere?,304,1.751,18,110079.79999999981,q,S,1828.7999999998137,114167.0,HRV,HRV_0271,2022-11-30 19:56:50
Mickey Finn,3,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,241,0.691,19,114167.0,q,S,2981.2999999998137,118351.0,HRV,HRV_0271,2022-11-30 19:56:50
Capitol Hill,2,"Until 1790, what was known as Jenkins Hill? ",119,0.997,20,118351.0,q,S,1912.2000000001863,121767.0,HRV,HRV_0271,2022-11-30 19:56:50
Strom Thurmond ,1,Who filibustered for a record twenty-four hours and eighteen minutes -- with a urine pail standing at the ready -- in the hope of preventing the Civil Rights Act of 1957?,366,1.55,21,121767.09999999963,q,S,2506.7000000001863,126327.59999999963,HRV,HRV_0271,2022-11-30 19:56:50
Grover Cleveland ,7,Who was the only U.S. president to have been married in the White House? ,385,1.349,22,126327.59999999963,q,S,2847.2000000001863,131031.20000000019,HRV,HRV_0271,2022-11-30 19:56:50
Avocado,1,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.626,23,131031.29999999981,q,S,2693.100000000559,135864.2999999998,HRV,HRV_0271,2022-11-30 19:56:50
Lava lamp ,3,What was first made by suspending paraffin in a solution of water and antifreeze? ,276,0.959,24,135864.2999999998,q,S,2870.7000000001863,140200.09999999963,HRV,HRV_0271,2022-11-30 19:56:50
Let's spend some time together,2,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,0.601,25,140200.09999999963,q,S,2460.300000000745,143775.09999999963,HRV,HRV_0271,2022-11-30 19:56:50
Peanuts ,4,What snack food is an ingredient in the explosive dynamite?  ,408,1.818,26,143775.09999999963,q,S,2870.7000000001863,148976.09999999963,HRV,HRV_0271,2022-11-30 19:56:50
"Third finger, left hand ",4,What part of his body did Keith Richards insure for a million pounds?,243,1.542,27,148976.09999999963,q,S,2738.9000000003725,153768.5,HRV,HRV_0271,2022-11-30 19:56:50
Library of Congress,6,"In 1802, John Beckley became the librarian of what collection containing 740 books at the time?",48,1.46,28,153768.5,q,S,1920.5999999996275,157655.2000000002,HRV,HRV_0271,2022-11-30 19:56:50
Tse-tse fly,6,What transmits the disease typanosomiasis to humans and cattle? ,267,1.383,29,157655.2000000002,q,S,2874.2999999998137,162416.2999999998,HRV,HRV_0271,2022-11-30 19:56:50
Walt Disney,7,Which person has been awarded the most Oscars ever? ,349,1.103,30,162416.2999999998,q,S,1803.7000000001863,165832.2000000002,HRV,HRV_0271,2022-11-30 19:56:50
The crust and the mantle,6,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,1.316,31,165832.2000000002,q,S,1942.5,169599.5,HRV,HRV_0271,2022-11-30 19:56:50
Pieces of Skylab fell there,5,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",391,1.641,32,169599.5,q,S,3484.0,175239.0,HRV,HRV_0271,2022-11-30 19:56:50
Spiro Agnew ,7,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,1.198,33,175239.0,q,S,2031.7999999998137,178975.2000000002,HRV,HRV_0271,2022-11-30 19:56:50
A mine shaft passage,7,What is an adit?  ,197,1.187,34,178975.2000000002,q,S,2612.7000000001863,183287.2999999998,HRV,HRV_0271,2022-11-30 19:56:50
Brazil,3,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,1.625,35,183287.2999999998,q,S,3448.100000000559,188870.90000000037,HRV,HRV_0271,2022-11-30 19:56:50
Prairie dogs,5,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,0.633,36,188870.90000000037,q,S,2931.2999999998137,192944.40000000037,HRV,HRV_0271,2022-11-30 19:56:50
Frankie Avalon ,5,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,1.705,37,192944.5,q,S,1888.0999999996275,197047.5,HRV,HRV_0271,2022-11-30 19:56:50
