Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Espresso,6,The Italian government regulates the price of what beverage?,399,0.84,0,46015.299999999814,p,K,6048.200000000186,53422.09999999963,HRV,HRV_0108,2022-11-30 18:36:56
Joan of Arc's ,3,"Whose remains were thrown in the Seine River on May 30, 1431? ",389,1.534,1,53422.199999999255,p,K,4667.200000000186,60136.0,HRV,HRV_0108,2022-11-30 18:36:56
Buck,7,"What's the name of the dog who is the hero of Jack London's ""The Call of the Wild""?   ",305,1.873,2,60136.0,q,S,4745.299999999814,67266.69999999925,HRV,HRV_0108,2022-11-30 18:36:56
Apple sauce,4,What was the first food eaten in space?,435,1.005,3,67266.79999999981,p,K,3144.399999999441,71928.19999999925,HRV,HRV_0108,2022-11-30 18:36:56
AstroTurf ,5,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,1.69,4,71928.29999999981,q,S,1805.5,75938.69999999925,HRV,HRV_0108,2022-11-30 18:36:56
Ohio,6,Which is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,345,1.851,5,75938.89999999944,p,K,2751.2999999998137,81053.5,HRV,HRV_0108,2022-11-30 18:36:56
Traffic lights,7,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",113,1.972,6,81053.79999999981,q,S,3798.7999999998137,87336.29999999981,HRV,HRV_0108,2022-11-30 18:36:56
Tears,7,"At 6-8 weeks, babies start producing what? ",23,1.187,7,87336.29999999981,p,K,3497.899999999441,92536.29999999981,HRV,HRV_0108,2022-11-30 18:36:56
Japan ,6,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,1.771,8,92536.39999999944,q,S,4943.100000000559,99768.09999999963,HRV,HRV_0108,2022-11-30 18:36:56
Holy Roman Emperor Henry IV ,2,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,1.442,9,99768.29999999981,q,S,5502.899999999441,107224.19999999925,HRV,HRV_0108,2022-11-30 18:36:56
The bishop,2,Which chess piece was originally called 'the elephant'? ,334,0.604,10,107224.29999999981,p,K,4582.200000000186,112925.5,HRV,HRV_0108,2022-11-30 18:36:56
Mars,5,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,316,1.43,11,112925.69999999925,q,S,5785.200000000186,120653.5,HRV,HRV_0108,2022-11-30 18:36:56
Australia,6,What country has six sheep for every human? ,158,1.713,12,120653.59999999963,,,,130157.5,HRV,HRV_0108,2022-11-30 18:36:56
General Electric ,4,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,0.608,13,130157.59999999963,q,S,2546.9000000003725,133826.69999999925,HRV,HRV_0108,2022-11-30 18:36:56
Silicon,4,What element is combined with oxygen to make up the mineral quartz?,269,1.242,14,133826.7999999998,q,S,4152.799999999814,139736.2999999998,HRV,HRV_0108,2022-11-30 18:36:56
The Korean War,1,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",126,1.677,15,139736.39999999944,q,S,1587.1000000005588,143512.0,HRV,HRV_0108,2022-11-30 18:36:56
The crust and the mantle,6,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,1.194,16,143512.09999999963,p,K,2786.0,148008.19999999925,HRV,HRV_0108,2022-11-30 18:36:56
Mountain Dew,5,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.237,17,148008.2999999998,p,K,4200.5999999996275,153960.19999999925,HRV,HRV_0108,2022-11-30 18:36:56
