Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Pachyderm,4,"What word comes to us from the Greek for ""thick-skinned""?  ",297,1.458,0,3861.300000011921,t,W,4254.0,10640.899999976158,14654.300000011921,4,1557.199999988079,18204.80000001192,HRV,HRV_0181,2022-11-30 18:25:57
Zinfindel,4,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.517,1,18204.80000001192,t,W,5670.599999964237,26400.19999998808,30413.5,2,1910.0999999642372,34386.59999996424,HRV,HRV_0181,2022-11-30 18:25:57
Mae West,3,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,1.574,2,34386.59999996424,t,W,6352.400000035763,43256.59999996424,47282.89999997616,4,1568.5,50947.19999998808,HRV,HRV_0181,2022-11-30 18:25:57
On a Jell-O box,3,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,0.652,3,50947.30000001192,t,W,6639.799999952316,60104.89999997616,64117.89999997616,4,1853.5,67163.5,HRV,HRV_0181,2022-11-30 18:25:57
Cayenne pepper ,2,What spice is named for the capital of French Guiana? ,409,1.745,4,67163.59999996424,t,W,5879.5,75577.80000001192,79594.5,2,680.6999999880791,82557.39999997616,HRV,HRV_0181,2022-11-30 18:25:57
The World Almanac and Book of Facts,6,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,1.464,5,82557.5,t,W,7701.5,92778.09999996424,96801.19999998808,4,2449.600000023842,101254.59999996424,HRV,HRV_0181,2022-11-30 18:25:57
The sky,2,The Linke Scale is used to measure the blueness of what?,101,1.701,6,101254.59999996424,t,W,4780.100000023842,108547.89999997616,112561.89999997616,5,1664.9000000357628,116454.39999997616,HRV,HRV_0181,2022-11-30 18:25:57
Tobacco,4,"In 2005, Bhutan became the first country to entirely ban what?",57,1.978,7,116454.39999997616,t,W,4220.400000035763,123218.5,127239.30000001192,4,1771.5999999642372,131514.89999997616,HRV,HRV_0181,2022-11-30 18:25:57
coca-cola,5,Which famous soft drink was invented in 1892?,425,0.916,8,131514.89999997616,t,W,3143.600000023842,137176.0,141190.0,3,1964.800000011921,144594.39999997616,HRV,HRV_0181,2022-11-30 18:25:57
Espresso,3,The Italian government regulates the price of what beverage?,399,1.444,9,144594.39999997616,t,W,3568.199999988079,150688.19999998808,154713.80000001192,4,2089.0,158781.59999996424,HRV,HRV_0181,2022-11-30 18:25:57
George Orwell ,7,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,1.311,10,158781.59999996424,t,W,8020.700000047684,169329.80000001192,173349.39999997616,2,2445.300000011921,177625.89999997616,HRV,HRV_0181,2022-11-30 18:25:57
Coca-Cola,3,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.306,11,177626.0,t,W,6648.300000011921,186805.5,190824.69999998808,4,2265.800000011921,194931.0,HRV,HRV_0181,2022-11-30 18:25:57
