Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
The Mini Cooper,4,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.144,0,4799.5999999996275,t,W,2308.699999999255,9641.799999998882,13659.199999999255,5,2251.0999999996275,17574.0,HRV,HRV_0161,2022-11-30 18:08:03
chickpeas,3,What is used to make hummus?,424,1.089,1,17574.199999999255,t,W,3985.5,24087.400000000373,28110.099999999627,5,836.3000000007451,30544.599999999627,HRV,HRV_0161,2022-11-30 18:08:03
"Portland, Oregon",3,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,1.212,2,30544.699999999255,t,W,3942.300000000745,37011.59999999963,41027.5,4,913.6999999992549,43689.5,HRV,HRV_0161,2022-11-30 18:08:03
Rafflesia (corpse lily) ,4,What is the largest flower in the world? ,204,1.878,3,43689.90000000037,t,W,3292.5999999996275,49519.40000000037,53529.5,5,696.5,56618.0,HRV,HRV_0161,2022-11-30 18:08:03
Bono ,7,What singer took his stage name from a Dublin hearing aid billboard?  ,257,1.054,4,56618.09999999963,t,W,2757.4000000003725,61895.0,65906.90000000037,2,2397.5,69893.90000000037,HRV,HRV_0161,2022-11-30 18:08:03
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,4,Whice fruit is effective than coffee at waking you up in the morning?,454,1.485,5,69894.09999999963,q,S,3752.300000000745,,,,,75654.90000000037,HRV,HRV_0161,2022-11-30 18:08:03
60 fragments per 100 gram ,5,What amount of insects does the FDA allow in chocolate,453,1.674,6,75654.90000000037,t,W,3704.0,81876.29999999888,85885.19999999925,3,2145.7000000011176,90234.09999999963,HRV,HRV_0161,2022-11-30 18:08:03
Ciabatta,4,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,1.887,7,90234.09999999963,p,K,5007.199999999255,,,,,97643.29999999888,HRV,HRV_0161,2022-11-30 18:08:03
Hippopotamus ,5,Which wild mammal in Africa has killed the highest number of people? ,358,0.604,8,97643.40000000037,t,W,3162.0999999996275,103329.79999999888,107343.40000000037,4,1779.8999999985099,110269.29999999888,HRV,HRV_0161,2022-11-30 18:08:03
Every jar of peanut butter must be at least 90% peanuts,5,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.141,9,110269.40000000037,q,S,3264.7999999988824,,,,,115204.90000000037,HRV,HRV_0161,2022-11-30 18:08:03
Matches,5,"Which accidentally invented household items were first marketed as ""friction lights""? ",322,1.411,10,115204.90000000037,t,W,3740.7999999988824,121462.29999999888,125472.09999999963,5,1282.9000000003725,128694.79999999888,HRV,HRV_0161,2022-11-30 18:08:03
Pachyderm,1,"What word comes to us from the Greek for ""thick-skinned""?  ",297,0.663,11,128694.90000000037,t,W,4024.5,135242.59999999963,139258.59999999963,1,2261.4000000003725,142708.79999999888,HRV,HRV_0161,2022-11-30 18:08:03
Avocados have twice the amount of potassium as bananas. ,4,Which fruit has more potassium than bananas?,455,0.939,12,142708.79999999888,p,K,4582.9000000003725,,,,,148754.19999999925,HRV,HRV_0161,2022-11-30 18:08:03
The nock,7,What slot on the back of an arrow's shaft keeps it on the bowstring? ,259,0.814,13,148754.29999999888,t,W,4836.5,156113.19999999925,160127.40000000037,3,1959.0,163428.19999999925,HRV,HRV_0161,2022-11-30 18:08:03
pastry,2,Choux and filo are two types of what food product?,446,1.969,14,163428.19999999925,t,W,4634.0999999996275,170585.5,174601.59999999963,3,3198.300000000745,180290.09999999963,HRV,HRV_0161,2022-11-30 18:08:03
Hawaii,7,Where is the only royal palace in the United States? ,321,1.189,15,180290.09999999963,q,S,4947.0999999996275,,,,,186957.69999999925,HRV,HRV_0161,2022-11-30 18:08:03
Mushrooms which have been exposed to light,7,What is the only non-animal natural source of vitamin D?,459,1.914,16,186957.69999999925,q,S,4365.200000001118,,,,,193765.09999999963,HRV,HRV_0161,2022-11-30 18:08:03
Peanuts ,7,What snack food is an ingredient in the explosive dynamite?  ,408,0.858,17,193765.09999999963,t,W,5684.0,201964.29999999888,205978.19999999925,,,210490.79999999888,HRV,HRV_0161,2022-11-30 18:08:03
Asparagus,6,what vegetable loses its flavour the quickest?,451,0.997,18,210490.90000000037,t,W,4583.5999999996275,217595.59999999963,221605.0,5,1909.5999999996275,225042.0,HRV,HRV_0161,2022-11-30 18:08:03
Botany Bay,1,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,1.029,19,225042.09999999963,q,S,3356.300000000745,,,,,229945.19999999925,HRV,HRV_0161,2022-11-30 18:08:03
citrus fruit (scurvy is caused by a lack of vitamin c),4,Sailors used to suffer from a horrible illness called scurvy. Which food prevents scurvy?,441,0.53,20,229945.19999999925,p,K,5489.4000000003725,,,,,236491.19999999925,HRV,HRV_0161,2022-11-30 18:08:03
University of Phoenix,7,"What school has the most students over age 25, according to U.S. News & World Report?",256,1.467,21,236491.19999999925,t,W,4845.700000001118,243862.5,247866.09999999963,4,2509.699999999255,252367.59999999963,HRV,HRV_0161,2022-11-30 18:08:03
James Buchanan ,7,Who was the only U.S. president never to be married?,383,1.249,22,252367.59999999963,t,W,4503.4000000003725,259407.40000000037,263424.5,3,1462.5999999996275,266663.9000000004,HRV,HRV_0161,2022-11-30 18:08:03
Gilbert Van Camp ,1,What Indianapolis grocer made his name by selling canned pork and beans to U.S. troops during the Civil War?,187,1.959,23,266664.0999999996,t,W,4078.800000000745,273266.9000000004,277276.9000000004,3,2610.199999999255,282364.4000000004,HRV,HRV_0161,2022-11-30 18:08:03
It causes sour foods subsequently consumed to taste sweet. ,7,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.819,24,282364.4000000004,t,W,3558.5999999996275,288459.69999999925,292474.0999999996,4,2178.4000000003725,296990.2999999989,HRV,HRV_0161,2022-11-30 18:08:03
Yellow,6,What color is insect blood? ,150,1.03,25,296990.2999999989,t,W,5589.9000000003725,305114.5,309130.19999999925,4,2515.5999999996275,313205.0999999996,HRV,HRV_0161,2022-11-30 18:08:03
Jose Castro ,7,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",231,1.398,26,313205.0999999996,q,S,4524.0999999996275,,,,,319651.0,HRV,HRV_0161,2022-11-30 18:08:03
Butterfly,6,The Admiral is which type of insect? ,89,1.861,27,319651.0999999996,t,W,2941.199999999255,325104.9000000004,329115.9000000004,4,781.5,332281.0999999996,HRV,HRV_0161,2022-11-30 18:08:03
Habanero,1,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.227,28,332281.0999999996,q,S,4054.5999999996275,,,,,338091.2999999989,HRV,HRV_0161,2022-11-30 18:08:03
On a Jell-O box,7,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.92,29,338091.2999999989,t,W,3137.800000000745,343753.19999999925,347764.5999999996,,,352297.9000000004,HRV,HRV_0161,2022-11-30 18:08:03
Australia,4,What country has six sheep for every human? ,158,1.271,30,352297.9000000004,p,K,4666.699999999255,,,,,358770.5999999996,HRV,HRV_0161,2022-11-30 18:08:03
ZZ Top,2,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,0.963,31,358770.5999999996,t,W,4101.0,365401.69999999925,369415.69999999925,,,373941.5,HRV,HRV_0161,2022-11-30 18:08:03
Silicon,4,What element is combined with oxygen to make up the mineral quartz?,269,1.206,32,373941.5,t,W,4419.4000000003725,380890.69999999925,384898.19999999925,4,1018.8000000007451,387657.0,HRV,HRV_0161,2022-11-30 18:08:03
Bolivia,7,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,0.859,33,387657.0,t,W,3329.7999999988824,393524.5999999996,397543.69999999925,2,627.8000000007451,399545.4000000004,HRV,HRV_0161,2022-11-30 18:08:03
Russia,6,Which country has the most public libraries?  ,339,1.253,34,399545.4000000004,q,S,3982.699999999255,,,,,405311.2999999989,HRV,HRV_0161,2022-11-30 18:08:03
Bookkeeper,6,What is the only English word with three consecutive double letters?  ,209,1.424,35,405311.4000000004,t,W,4347.5,412197.5,416213.7999999989,4,886.3000000007451,419055.9000000004,HRV,HRV_0161,2022-11-30 18:08:03
Geyser,7,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,0.789,36,419055.9000000004,t,W,4037.39999999851,425616.0999999996,429633.69999999925,5,1121.300000000745,432074.7999999989,HRV,HRV_0161,2022-11-30 18:08:03
Espresso,2,The Italian government regulates the price of what beverage?,399,0.81,37,432074.7999999989,t,W,4205.9000000003725,438793.7999999989,442809.4000000004,4,1288.699999999255,445424.7999999989,HRV,HRV_0161,2022-11-30 18:08:03
The Chrysler Building ,6,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,0.956,38,445424.7999999989,t,W,4901.0,452857.0,456865.69999999925,3,883.0999999996275,459229.5,HRV,HRV_0161,2022-11-30 18:08:03
Hey Jude,1,What Beatles song lasted the longest on the American charts? ,143,1.69,39,459229.5,t,W,4886.299999998882,466636.4000000004,470644.5,4,1796.4000000003725,474659.2999999989,HRV,HRV_0161,2022-11-30 18:08:03
Captain Cook ,7,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.127,40,474659.2999999989,t,W,3994.60000000149,481182.19999999925,485191.5999999996,3,1431.800000000745,488276.0999999996,HRV,HRV_0161,2022-11-30 18:08:03
There was a pound of every ingredient in the original reciipe. ,4,How did the pound cake get its name?,460,1.893,41,488276.0999999996,t,W,3954.0,494758.5999999996,498767.5,4,1326.2999999988824,502513.7999999989,HRV,HRV_0161,2022-11-30 18:08:03
Mice,3,"After humans, what's the worlds most abundant mammal species?",16,1.884,42,502513.7999999989,t,W,3475.800000000745,508515.7999999989,512526.0,2,812.5999999996275,515743.5999999996,HRV,HRV_0161,2022-11-30 18:08:03
Louisiana's,5,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,272,1.218,43,515743.5999999996,t,W,3282.4000000003725,521550.0,525566.1999999993,2,707.2000000011176,527999.6999999993,HRV,HRV_0161,2022-11-30 18:08:03
Latex. This is known as the latex-fruit syndrome. ,7,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.218,44,527999.6999999993,q,S,3768.0999999996275,,,,,533517.9000000004,HRV,HRV_0161,2022-11-30 18:08:03
Ear ,7,"The pinna is the outer, visible part of what?",103,1.326,45,533517.9000000004,p,K,3892.0,,,,,539264.7999999989,HRV,HRV_0161,2022-11-30 18:08:03
The sky,4,The Linke Scale is used to measure the blueness of what?,101,1.41,46,539265.0,t,W,3542.2999999988824,545322.6999999993,549338.0,3,1567.0999999996275,552853.1999999993,HRV,HRV_0161,2022-11-30 18:08:03
Bacon,1,"In Britain, what kind of meat comes in rashers?",397,1.387,47,552853.2999999989,q,S,4728.800000000745,,,,,559487.5999999996,HRV,HRV_0161,2022-11-30 18:08:03
Ohio,1,Which is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,345,1.399,48,559487.5999999996,t,W,5002.9000000003725,567027.7999999989,571048.4000000004,4,1933.2999999988824,574907.5,HRV,HRV_0161,2022-11-30 18:08:03
The Ritz (Hotel),6,"F. Scott Fitzgerald wrote a famous short story about ""A Diamond as Big as"" what New York landmark?",39,0.834,49,574907.5,t,W,4618.0999999996275,582060.7999999989,586072.1999999993,3,697.0999999996275,588114.2999999989,HRV,HRV_0161,2022-11-30 18:08:03
Pieces of Skylab fell there,7,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",391,0.784,50,588114.2999999989,q,S,4386.0,,,,,593807.7999999989,HRV,HRV_0161,2022-11-30 18:08:03
Aerie,2,What name is given to an eagle's nest?   ,235,1.025,51,593807.7999999989,t,W,3576.4000000003725,599910.9000000004,603926.5999999996,3,3234.9000000003725,608696.5,HRV,HRV_0161,2022-11-30 18:08:03
