Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Bright red,6,Vitamin A is largely available in natural food sources with which colour?,448,0.554,0,2208.300000000745,q,S,3318.60000000149,6609.10000000149,HRV,HRV_0043,2022-11-30 17:33:53
Ohio,5,Which is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,345,1.771,1,6609.10000000149,q,S,4272.599999997765,13176.400000002235,HRV,HRV_0043,2022-11-30 17:33:53
Teeth,7,"One in every 2,000 babies is born with what? ",77,1.63,2,13176.400000002235,q,S,2588.39999999851,17900.800000000745,HRV,HRV_0043,2022-11-30 17:33:53
Radioactivity,7,What is measured in becquerels? ,201,0.904,3,17900.900000002235,q,S,1575.7999999970198,20886.400000002235,HRV,HRV_0043,2022-11-30 17:33:53
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",4,Cooking which food requires over two years of training?,461,1.415,4,20886.400000002235,q,S,4035.2999999970198,26856.800000000745,HRV,HRV_0043,2022-11-30 17:33:53
Radar,1,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,275,1.973,5,26856.800000000745,q,S,4027.300000000745,33374.400000002235,HRV,HRV_0043,2022-11-30 17:33:53
Butterfly,4,The Admiral is which type of insect? ,89,1.219,6,33374.400000002235,q,S,3134.5,38253.699999999255,HRV,HRV_0043,2022-11-30 17:33:53
It causes sour foods subsequently consumed to taste sweet. ,3,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.413,7,38253.699999999255,q,S,3868.0,44039.199999999255,HRV,HRV_0043,2022-11-30 17:33:53
As Good As It Gets ,6,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?",218,0.567,8,44039.199999999255,q,S,4056.400000002235,49176.60000000149,HRV,HRV_0043,2022-11-30 17:33:53
Rod Serling ,7,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,0.579,9,49176.60000000149,q,S,2902.199999999255,53178.5,HRV,HRV_0043,2022-11-30 17:33:53
The guppy,5,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,152,1.224,10,53178.5,q,S,2905.10000000149,57829.199999999255,HRV,HRV_0043,2022-11-30 17:33:53
The Blair Witch Project,5,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ",125,0.545,11,57829.300000000745,q,S,5228.800000000745,64126.5,HRV,HRV_0043,2022-11-30 17:33:53
Xanadu ,1,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,0.691,12,64126.60000000149,q,S,4691.89999999851,70017.30000000075,HRV,HRV_0043,2022-11-30 17:33:53
Pepper and Mustard,1,What are the top two most popular spices in the world?,422,1.845,13,70017.30000000075,q,S,2243.0,74620.0,HRV,HRV_0043,2022-11-30 17:33:53
Avocados have twice the amount of potassium as bananas. ,4,Which fruit has more potassium than bananas?,455,1.843,14,74620.0,q,S,2275.199999999255,79255.0,HRV,HRV_0043,2022-11-30 17:33:53
Your blind spot,6,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,1.546,15,79255.0,q,S,3761.199999999255,85080.30000000075,HRV,HRV_0043,2022-11-30 17:33:53
Prussian Blue ,6,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,1.945,16,85080.30000000075,q,S,3784.60000000149,91328.69999999925,HRV,HRV_0043,2022-11-30 17:33:53
Sixteenth,5,Which Constitutional Amendment deals with the income tax? ,336,1.612,17,91328.69999999925,q,S,3026.2000000029802,96483.30000000075,HRV,HRV_0043,2022-11-30 17:33:53
Air bags,3,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,0.519,18,96483.30000000075,q,S,5521.10000000149,103040.60000000149,HRV,HRV_0043,2022-11-30 17:33:53
George H.W. Bush ,5,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.445,19,103040.60000000149,q,S,3980.800000000745,108982.60000000149,HRV,HRV_0043,2022-11-30 17:33:53
