Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Cheetah,1,Which is the only cat that cannot retract its claws? ,344,1.046,0,2834.199999988079,q,S,5575.399999976158,9962.0,HRV,HRV_0095,2022-11-30 17:41:40
Canadian Oil,7,What is canola an abbreviation for?,436,1.216,1,9962.099999964237,q,S,2386.699999988079,14074.199999988079,HRV,HRV_0095,2022-11-30 17:41:40
Betty Rubble,1,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,337,0.525,2,14074.299999952316,q,S,3488.400000035763,18595.599999964237,HRV,HRV_0095,2022-11-30 17:41:40
Japan ,3,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,1.939,3,18595.799999952316,q,S,2938.300000011921,23982.099999964237,HRV,HRV_0095,2022-11-30 17:41:40
Monday,2,The risk of heart attack is highest on which day of the week?,104,1.937,4,23982.19999998808,q,S,2892.699999988079,29322.099999964237,HRV,HRV_0095,2022-11-30 17:41:40
Fiber is the gut bacteria's preferred fuel source. ,5,What food is most beneficial for your gut bacteria?,458,0.969,5,29322.19999998808,q,S,3117.199999988079,33918.0,HRV,HRV_0095,2022-11-30 17:41:40
A soccer ball,7,What common item is usually made up of twelve pentagons and twenty hexagons?,154,1.721,6,33918.09999996424,q,S,6289.0,42438.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
the skin and bones of animals,1,What is gelatin made from?,445,0.76,7,42438.19999998808,q,S,2312.599999964237,46018.0,HRV,HRV_0095,2022-11-30 17:41:40
Adobe,1,"What word for mud bricks comes to us from the ancient Egyptian word ""dbt""? ",298,0.854,8,46018.09999996424,q,S,3727.400000035763,51106.19999998808,HRV,HRV_0095,2022-11-30 17:41:40
American Beauty,2,What Oscar-winning Best Picture is named for a type of rose? ,240,1.269,9,51106.299999952316,q,S,4364.100000023842,57249.799999952316,HRV,HRV_0095,2022-11-30 17:41:40
cooking,4,"If you suffer from Mageirocophobia, what are you scared of?",438,1.608,10,57249.89999997616,q,S,4176.699999988079,63542.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Shark,6,"What animal is thought to be immune to most all diseases, including cancer? ",132,0.933,11,63542.299999952316,p,K,5784.600000023842,70766.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Snoopy's,6,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,1.026,12,70766.19999998808,q,S,4294.399999976158,76597.29999995232,HRV,HRV_0095,2022-11-30 17:41:40
The I Ching,5,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,0.835,13,76597.39999997616,q,S,2489.0,80430.69999998808,HRV,HRV_0095,2022-11-30 17:41:40
Brigham Young University,5,What is the most sober school according to The Princeton Review? ,206,1.942,14,80430.79999995232,,,,89938.19999998808,HRV,HRV_0095,2022-11-30 17:41:40
KISS ,7,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,1.448,15,89938.29999995232,q,S,4963.100000023842,96858.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Kayak,7,An umiak is a larger version of what? ,20,0.962,16,96858.19999998808,q,S,6488.5,104814.79999995232,HRV,HRV_0095,2022-11-30 17:41:40
Rod Serling ,1,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,0.828,17,104814.79999995232,q,S,6607.100000023842,112757.89999997616,HRV,HRV_0095,2022-11-30 17:41:40
Columbus Circle ,6,What Manhattan intersection was America's first traffic circle?,228,1.629,18,112757.89999997616,q,S,3225.5,118122.19999998808,HRV,HRV_0095,2022-11-30 17:41:40
George H.W. Bush ,1,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,0.568,19,118122.19999998808,,,,127630.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Haricot beans,6,Baked beans are made from what type of bean?,443,1.803,20,127630.09999996424,q,S,3323.400000035763,133265.59999996424,HRV,HRV_0095,2022-11-30 17:41:40
Marven (Marvin) Gardens,4,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",229,1.723,21,133265.69999998808,q,S,3656.5,139150.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Bed ,2,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,0.62,22,139150.19999998808,q,S,4253.5,144530.19999998808,HRV,HRV_0095,2022-11-30 17:41:40
Draw,6,What does a screever do on a sidewalk? ,167,0.914,23,144530.19999998808,q,S,2869.599999964237,148822.0,HRV,HRV_0095,2022-11-30 17:41:40
Gibralter,6,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,0.517,24,148822.0,q,S,4029.2999999523163,153874.0,HRV,HRV_0095,2022-11-30 17:41:40
San Francisco Bay ,4,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",142,0.515,25,153874.09999996424,q,S,4541.100000023842,159438.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Catapult ,1,What artillery weapon was launched upon the world in 400 B.C.?  ,140,1.097,26,159438.09999996424,q,S,3302.199999988079,164346.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
San Fancisco,4,"""Dear Abby"" first appeared in a newspaper of what city?",2,0.871,27,164346.19999998808,q,S,2004.699999988079,167726.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
at least 97%,4,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,1.84,28,167726.09999996424,q,S,2677.300000011921,172750.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
I'm a Believer ,7,What Monkees number one hit was written by a young Neil Diamond? ,233,1.817,29,172750.09999996424,q,S,3649.199999988079,178722.0,HRV,HRV_0095,2022-11-30 17:41:40
Charles Babbage ,6,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.422,30,178722.09999996424,q,S,3993.199999988079,184646.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Michael Dell,1,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,1.67,31,184646.09999996424,q,S,5864.400000035763,192689.29999995232,HRV,HRV_0095,2022-11-30 17:41:40
Throat,5,Where in the human body is the only bone that is not jointed to another?  ,317,0.569,32,192689.39999997616,q,S,5711.300000011921,199478.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
The Notorious BIG,4,"Who released only a single album during his lifetime, the ominously named Ready to Die? ",373,1.076,33,199478.09999996424,q,S,4933.199999988079,205994.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Coca-cola,6,What popular drink was first marketed as a brain tonic?,405,1.77,34,205994.19999998808,q,S,3154.599999964237,211427.69999998808,HRV,HRV_0095,2022-11-30 17:41:40
Egypt,7,"In what country would you find the port of Rosetta, of Rosetta Stone fame?  ",63,1.797,35,211427.69999998808,q,S,3161.300000011921,216894.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Theodore Roosevelt ,5,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,1.779,36,216894.19999998808,q,S,5239.099999964237,224422.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
There was a pound of every ingredient in the original reciipe. ,7,How did the pound cake get its name?,460,0.821,37,224422.19999998808,q,S,2474.800000011921,228229.79999995232,HRV,HRV_0095,2022-11-30 17:41:40
Belgium,1,Where were French fries invented?,437,1.381,38,228229.89999997616,q,S,2312.0,232430.19999998808,HRV,HRV_0095,2022-11-30 17:41:40
Poison-arrow frog,3,"Which animal's poison could kill up to 2,200 people? ",329,1.457,39,232430.29999995232,q,S,2526.2000000476837,236922.19999998808,HRV,HRV_0095,2022-11-30 17:41:40
Bacon,5,"In Britain, what kind of meat comes in rashers?",397,0.873,40,236922.19999998808,q,S,2214.800000011921,240518.79999995232,HRV,HRV_0095,2022-11-30 17:41:40
Dragees,6,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.818,41,240518.79999995232,q,S,2924.5,245768.89999997616,HRV,HRV_0095,2022-11-30 17:41:40
Silicon,4,What element is combined with oxygen to make up the mineral quartz?,269,1.721,42,245768.89999997616,q,S,2424.0,250422.09999996424,HRV,HRV_0095,2022-11-30 17:41:40
Francisco Goya,1,"After a fever took his hearing, who painted his bleak ""Black Paintings"" in a house called Quinta del Sordo, Spanish for ""House of the Deaf Man""?",15,1.481,43,250422.09999996424,q,S,4979.400000035763,257390.19999998808,HRV,HRV_0095,2022-11-30 17:41:40
Louie Louie,3,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,0.804,44,257390.29999995232,q,S,6502.700000047684,265206.1999999881,HRV,HRV_0095,2022-11-30 17:41:40
