Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
On a Jell-O box,4,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,0.794,0,2971.7000000476837,q,S,5676.799999952316,9968.200000047684,HRV,HRV_0148,2022-11-30 18:07:38
Uncle Tom's Cabin ,1,What was the first American novel to sell one million copies? ,281,1.458,1,9968.200000047684,q,S,3671.199999809265,15630.399999856949,HRV,HRV_0148,2022-11-30 18:07:38
Mung beans ,5,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.329,2,15630.399999856949,q,S,5072.100000143051,22565.0,HRV,HRV_0148,2022-11-30 18:07:38
Teapot Dome scandal,7,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,0.539,3,22565.0,q,S,2229.5999999046326,25869.299999952316,HRV,HRV_0148,2022-11-30 18:07:38
Liberia,2,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,0.939,4,25869.299999952316,q,S,2757.2000000476837,30088.799999952316,HRV,HRV_0148,2022-11-30 18:07:38
"Intercourse, Pennsylvania",3,"What Amish country village in Pennsylvania, where ""Witness"" was filmed, is a frequent victim of street-sign theft?",130,0.561,5,30088.799999952316,q,S,2130.7000000476837,33300.09999990463,HRV,HRV_0148,2022-11-30 18:07:38
Gabriele Falloppio ,4,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,217,0.991,6,33300.09999990463,q,S,5132.400000095367,39955.299999952316,HRV,HRV_0148,2022-11-30 18:07:38
An otter,6,What animal lives in a holt? ,133,1.131,7,39955.39999985695,q,S,1666.0,43290.700000047684,HRV,HRV_0148,2022-11-30 18:07:38
chickpeas,4,What is used to make hummus?,424,1.56,8,43290.799999952316,p,K,2459.7000000476837,47836.0,HRV,HRV_0148,2022-11-30 18:07:38
Endeavour ,2,What is the name of the ship that carried Captain Cook to Australia?  ,208,1.14,9,47836.200000047684,q,S,1809.5,51311.0,HRV,HRV_0148,2022-11-30 18:07:38
Stratosphere,3,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,1.45,10,51311.09999990463,q,S,2611.4000000953674,55887.59999990463,HRV,HRV_0148,2022-11-30 18:07:38
Come by her,2,"The title of the song ""Kumbaya"" is actually a distortion of what three-word phrase?",106,1.648,11,55887.59999990463,q,S,1512.7999999523163,59579.59999990463,HRV,HRV_0148,2022-11-30 18:07:38
Hey Jude,4,What Beatles song lasted the longest on the American charts? ,143,1.583,12,59579.700000047684,q,S,1606.0,63287.39999985695,HRV,HRV_0148,2022-11-30 18:07:38
Luge,7,What sports term is the shortest word ever to decide the National Spelling Bee?   ,261,0.84,13,63287.39999985695,q,S,1776.0,66436.59999990463,HRV,HRV_0148,2022-11-30 18:07:38
The paper clip,7,"""Gem"" is the trade name for the most common, three-loop design of what?",4,1.815,14,66436.59999990463,q,S,5060.0,73836.5,HRV,HRV_0148,2022-11-30 18:07:38
General Electric ,1,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,0.761,15,73836.5,q,S,3082.0,78211.20000004768,HRV,HRV_0148,2022-11-30 18:07:38
