Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Tobacco,4,"In 2005, Bhutan became the first country to entirely ban what?",57,1.615,0,1776.800000011921,q,S,1641.9000000059605,5562.4000000059605,,HRV,HRV_0120,2022-11-30 18:01:07
Thomas Nast ,1,Which cartoonist is famous for creating the popular image of Santa Claus? ,333,0.775,1,5562.5999999940395,q,S,2320.100000023842,9185.90000000596,,HRV,HRV_0120,2022-11-30 18:01:07
Bhutan,6,"Thimpu, the world's only capital city with no traffic lights, is the capital of what tiny kingdom?",114,0.924,2,9185.90000000596,q,S,2040.699999988079,12655.700000017881,,HRV,HRV_0120,2022-11-30 18:01:07
Antawn Jamison ,5,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,0.698,3,12655.800000011921,q,S,2522.699999988079,16404.5,,HRV,HRV_0120,2022-11-30 18:01:07
Pig,2,What is the only type of animal besides a human that can get a sunburn?,212,1.108,4,16404.59999999404,q,S,3286.0,21324.80000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Poland,5,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.066,5,21324.80000001192,q,S,1987.5,24887.70000001788,,HRV,HRV_0120,2022-11-30 18:01:07
Bolivia,3,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.991,6,24887.80000001192,q,S,3886.699999988079,31289.5,,HRV,HRV_0120,2022-11-30 18:01:07
Orca (Killer Whale) ,1,Which is the largest species of dolphin? ,343,1.092,7,31289.59999999404,q,S,3829.5,36732.5,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 31772.70000001788, 'date time': 1669830696995}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 33173.5, 'date time': 1669830698395}]",HRV,HRV_0120,2022-11-30 18:01:07
lobster,6,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.494,8,36732.59999999404,q,S,1866.0,40616.80000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Butt,3,The adjective callipygian refers to someone who has a beautiful what? ,88,0.988,9,40616.80000001192,q,S,2157.5999999940395,44291.90000000596,,HRV,HRV_0120,2022-11-30 18:01:07
Turkey,3,Which animal was named for what was wrongly thought to be its country of origin? ,326,0.641,10,44291.90000000596,q,S,4338.9000000059605,49792.30000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Prussian Blue ,5,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,1.313,11,49792.30000001192,q,S,6394.0999999940395,58019.0,,HRV,HRV_0120,2022-11-30 18:01:07
Cell,3,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,0.602,12,58019.0,q,S,3215.5,62356.59999999404,,HRV,HRV_0120,2022-11-30 18:01:07
Brazil,1,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,0.598,13,62356.59999999404,q,S,2926.7000000178814,66403.70000001788,,HRV,HRV_0120,2022-11-30 18:01:07
Ciabatta,5,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,0.664,14,66404.0,q,S,3895.5999999940395,71493.80000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Anaconda,7,Which species of snake gives birth to its young instead of laying eggs?  ,353,1.475,15,71493.90000000596,q,S,2660.699999988079,76161.80000001192,,HRV,HRV_0120,2022-11-30 18:01:07
It causes sour foods subsequently consumed to taste sweet. ,4,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.475,16,76161.80000001192,q,S,1945.0999999940395,80112.59999999404,,HRV,HRV_0120,2022-11-30 18:01:07
Brigham Young University,6,What is the most sober school according to The Princeton Review? ,206,1.982,17,80112.59999999404,q,S,3222.2000000178814,85842.30000001192,,HRV,HRV_0120,2022-11-30 18:01:07
C,5,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",71,1.261,18,85842.30000001192,q,S,1908.5,89537.80000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Paris,5,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",86,1.143,19,89537.80000001192,q,S,1813.0999999940395,93020.70000001788,,HRV,HRV_0120,2022-11-30 18:01:07
Walt Disney,1,Which person has been awarded the most Oscars ever? ,349,0.661,20,93020.70000001788,,,,102557.70000001788,,HRV,HRV_0120,2022-11-30 18:01:07
cheese ,1,What item of food holds the world record for being the most stolen item of food in the world?,444,1.957,21,102557.90000000596,,,,112094.59999999404,,HRV,HRV_0120,2022-11-30 18:01:07
Bono ,2,What singer took his stage name from a Dublin hearing aid billboard?  ,257,0.741,22,112094.59999999404,q,S,2216.100000023842,115580.30000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Fiber is the gut bacteria's preferred fuel source. ,6,What food is most beneficial for your gut bacteria?,458,0.883,23,115580.30000001192,q,S,2026.0,119022.70000001788,,HRV,HRV_0120,2022-11-30 18:01:07
Graham Greene,6,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,1.241,24,119022.70000001788,q,S,2487.899999976158,123278.5,,HRV,HRV_0120,2022-11-30 18:01:07
The Loch Ness Monster,2,"In 1994, Christian Spurling confessed that the so-called Surgeon's Photo of 1934 was a fake. What was pictured in it?",55,1.593,25,123278.5,q,S,2304.0,127709.30000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Monrovia,5,What African capital city is named after a U.S. president? ,128,1.837,26,127709.30000001192,q,S,2101.7999999821186,132175.70000001788,,HRV,HRV_0120,2022-11-30 18:01:07
Peanuts ,5,What snack food is an ingredient in the explosive dynamite?  ,408,1.811,27,132175.80000001192,q,S,1774.9000000059605,136294.09999999404,,HRV,HRV_0120,2022-11-30 18:01:07
Japan,2,Where is the longest suspension bridge? ,319,1.611,28,136294.09999999404,q,S,1588.1000000238419,140024.90000000596,,HRV,HRV_0120,2022-11-30 18:01:07
Eisenhower ,7,Who was president when the first U.S. presidential news conference was filmed for TV?,378,1.077,29,140024.90000000596,q,S,1625.699999988079,143269.59999999404,,HRV,HRV_0120,2022-11-30 18:01:07
coca-cola,7,Which famous soft drink was invented in 1892?,425,1.249,30,143269.59999999404,q,S,1940.9000000059605,146979.90000000596,,HRV,HRV_0120,2022-11-30 18:01:07
Montenegro,7,What European country is named for the dark-looking Dinaric Alps? ,173,1.114,31,146979.90000000596,q,S,1918.5,150532.40000000596,,HRV,HRV_0120,2022-11-30 18:01:07
Anne Hathaway,1,What was the name of William Shakespeare's wife?  ,290,0.891,32,150532.40000000596,q,S,1954.0999999940395,153909.80000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Broccoli! ,2,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.781,33,153909.80000001192,q,S,1520.699999988079,157730.80000001192,,HRV,HRV_0120,2022-11-30 18:01:07
Choking on food,6,"Each year, approximately 125 people die of what? ",417,1.78,34,157730.80000001192,q,S,1723.699999988079,161760.70000001788,,HRV,HRV_0120,2022-11-30 18:01:07
Lava lamp ,2,What was first made by suspending paraffin in a solution of water and antifreeze? ,276,0.576,35,161760.70000001788,q,S,1925.699999988079,164786.90000000596,,HRV,HRV_0120,2022-11-30 18:01:07
