Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
The Atlas,3,"The U.S.'s first successful ICBM was what rocket named for a Titan of Greek myth, later used to launch John Glenn into orbit?",107,1.253,0,2344.2000000029802,t,W,5352.89999999851,10216.10000000149,14227.60000000149,3,1790.5,17775.60000000149,HRV,HRV_0291,2022-11-30 20:35:02
Bolivia,7,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.916,1,17775.800000000745,t,W,5244.300000000745,25535.70000000298,29544.0,2,1172.1000000014901,33143.400000002235,HRV,HRV_0291,2022-11-30 20:35:02
France,3,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,0.994,2,33143.5,t,W,4723.60000000149,40383.800000000745,44391.900000002235,3,736.1999999992549,46631.300000000745,HRV,HRV_0291,2022-11-30 20:35:02
Tse-tse fly,4,What transmits the disease typanosomiasis to humans and cattle? ,267,0.681,3,46631.300000000745,t,W,5523.800000000745,54671.300000000745,58680.60000000149,4,2055.5,61921.400000002235,HRV,HRV_0291,2022-11-30 20:35:02
Mung beans ,1,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.395,4,61921.400000002235,q,S,4379.699999999255,,,,,68207.70000000298,HRV,HRV_0291,2022-11-30 20:35:02
Cricket,6,"What sport used the term ""home run"" long before baseball?  ",260,0.501,5,68207.80000000075,t,W,4370.300000000745,75095.80000000075,79104.70000000298,4,1681.3999999985099,81799.60000000149,HRV,HRV_0291,2022-11-30 20:35:02
Molasses,3,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",10,1.479,6,81799.60000000149,p,K,4351.5,,,,,88135.5,HRV,HRV_0291,2022-11-30 20:35:02
The names of the Great Lakes ,6,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",138,0.979,7,88135.5,t,W,5342.60000000149,95991.80000000075,100002.60000000149,4,2035.5,103527.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
The dodo,1,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,1.262,8,103527.5,t,W,3497.60000000149,109543.90000000224,113554.5,5,808.6000000014901,116135.5,HRV,HRV_0291,2022-11-30 20:35:02
Library of Congress,2,"In 1802, John Beckley became the librarian of what collection containing 740 books at the time?",48,1.536,9,116135.60000000149,t,W,5223.5,123872.0,127885.70000000298,5,1257.3999999985099,131191.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,4,Whice fruit is effective than coffee at waking you up in the morning?,454,1.177,10,131191.5,t,W,6269.60000000149,139975.70000000298,143986.40000000224,5,1582.699999999255,147255.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
Westminster Kennel Club dog show ,6,What is the second oldest continuously held American sporting event?  ,214,1.629,11,147255.5,q,S,5395.60000000149,,,,,154791.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
Sapphire,6,What type of stone is referred to as the Star of India?  ,270,1.763,12,154791.6000000015,q,S,3652.5,,,,,160719.6000000015,HRV,HRV_0291,2022-11-30 20:35:02
Walt Disney,5,Which person has been awarded the most Oscars ever? ,349,1.754,13,160719.6000000015,t,W,3467.5,166704.0,170714.6000000015,4,585.5,173567.5,HRV,HRV_0291,2022-11-30 20:35:02
Koala,6,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.143,14,173567.5,t,W,7173.60000000149,183255.90000000224,187266.40000000224,2,688.6999999992549,189607.5,HRV,HRV_0291,2022-11-30 20:35:02
lobster,3,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.865,15,189607.6000000015,p,K,4669.5,,,,,196655.5,HRV,HRV_0291,2022-11-30 20:35:02
A Galapagos giant tortoise ,7,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,1.357,16,196655.5,p,K,6201.60000000149,,,,,204719.5,HRV,HRV_0291,2022-11-30 20:35:02
citrus fruit (scurvy is caused by a lack of vitamin c),2,Sailors used to suffer from a horrible illness called scurvy. Which food prevents scurvy?,441,0.929,17,204719.5,t,W,5916.60000000149,213151.70000000298,217162.40000000224,3,784.6999999992549,219391.5,HRV,HRV_0291,2022-11-30 20:35:02
The evacuation of Saigon,4,"""White Christmas"" playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",6,1.094,18,219391.5,t,W,5654.60000000149,227559.70000000298,231570.1000000015,5,856.0,234031.6000000015,HRV,HRV_0291,2022-11-30 20:35:02
Ostrich,6,Which animal's eyes are bigger than its brain?   ,327,1.658,19,234031.70000000298,t,W,3243.39999999851,239791.70000000298,243802.30000000075,5,896.8000000007451,246871.5,HRV,HRV_0291,2022-11-30 20:35:02
Buck,1,"What's the name of the dog who is the hero of Jack London's ""The Call of the Wild""?   ",305,1.253,20,246871.5,t,W,4575.60000000149,253959.6000000015,257973.0,3,641.1000000014901,260375.5,HRV,HRV_0291,2022-11-30 20:35:02
The Korean War,4,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",126,1.797,21,260375.5,t,W,5199.60000000149,268087.90000000224,272101.0,4,1789.1000000014901,276199.5,HRV,HRV_0291,2022-11-30 20:35:02
The paper clip,3,"""Gem"" is the trade name for the most common, three-loop design of what?",4,0.656,22,276199.5,t,W,4111.60000000149,282823.80000000075,286834.30000000075,4,666.8000000007451,288671.700000003,HRV,HRV_0291,2022-11-30 20:35:02
Poison-arrow frog,2,"Which animal's poison could kill up to 2,200 people? ",329,0.872,23,288671.700000003,t,W,2284.39999999851,293471.5,297480.80000000075,5,1307.300000000745,300175.5,HRV,HRV_0291,2022-11-30 20:35:02
Martin Luther King Jr. ,1,Who won the Nobel Peace Prize in 1964? ,386,0.835,24,300175.6000000015,t,W,2121.5,304807.200000003,308819.1000000015,5,912.0,311079.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
The Ritz (Hotel),7,"F. Scott Fitzgerald wrote a famous short story about ""A Diamond as Big as"" what New York landmark?",39,1.535,25,311079.40000000224,q,S,5043.699999999255,,,,,318167.6000000015,HRV,HRV_0291,2022-11-30 20:35:02
Everything ,3,Pantophobia is the fear of what?,79,1.335,26,318167.700000003,t,W,1744.3999999985099,322423.700000003,326435.1000000015,5,1401.0,329679.6000000015,HRV,HRV_0291,2022-11-30 20:35:02
Queen Isabella I ,1,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?",50,1.345,27,329679.6000000015,t,W,4815.5,337007.700000003,341018.700000003,2,529.3999999985099,343407.30000000075,HRV,HRV_0291,2022-11-30 20:35:02
cheese ,5,What item of food holds the world record for being the most stolen item of food in the world?,444,0.571,28,343407.40000000224,t,W,4610.699999999255,350535.80000000075,354546.40000000224,4,903.6999999992549,356535.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
ZZ Top,4,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,0.987,29,356535.40000000224,p,K,4884.699999999255,,,,,362919.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
Carbon,1,What element must be burned out of pig iron to make steel? ,170,0.862,30,362919.5,t,W,4014.60000000149,369447.5,373456.80000000075,5,783.3000000007451,375608.5,HRV,HRV_0291,2022-11-30 20:35:02
Copperhead snake,3,Which poisonous snake smells like fresh cut cucumbers? ,350,0.845,31,375608.5,t,W,3222.60000000149,381343.6000000015,385352.6000000015,5,1278.5,387983.5,HRV,HRV_0291,2022-11-30 20:35:02
Giant squid,4,What is the largest creature without a backbone? ,203,1.017,32,387983.5,t,W,3553.60000000149,394048.0,398058.30000000075,5,1425.800000000745,401015.5,HRV,HRV_0291,2022-11-30 20:35:02
Hong Kong ,4,What city's harbor is overlooked by Victoria Peak? ,185,0.723,33,401015.5,q,S,2874.60000000149,,,,,405119.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
Radioactivity,3,What is measured in becquerels? ,201,0.853,34,405119.40000000224,q,S,3045.699999999255,,,,,409527.5,HRV,HRV_0291,2022-11-30 20:35:02
Tears,5,"At 6-8 weeks, babies start producing what? ",23,1.474,35,409527.5,t,W,2851.60000000149,414895.6000000015,418909.1000000015,5,1682.0,422575.5,HRV,HRV_0291,2022-11-30 20:35:02
Ciabatta,1,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,1.966,36,422575.5,t,W,5221.60000000149,430311.90000000224,434322.5,5,792.6000000014901,437591.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
Lhasa Apso,7,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",200,1.332,37,437591.5,q,S,5571.60000000149,,,,,445007.40000000224,HRV,HRV_0291,2022-11-30 20:35:02
An ostrich egg yolk ,5,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,183,1.191,38,445007.5,t,W,3198.60000000149,450719.700000003,454730.30000000075,5,677.8000000007451,457103.5,HRV,HRV_0291,2022-11-30 20:35:02
J,2,What's the only letter that doesn't appear in the periodic table of elements?,309,0.823,39,457103.6000000015,t,W,2913.5,462527.6000000015,466541.30000000075,5,550.8000000007451,468423.30000000075,HRV,HRV_0291,2022-11-30 20:35:02
Brazil,1,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,1.706,40,468423.30000000075,t,W,4695.800000000745,475631.5,479642.40000000224,5,843.6999999992549,482703.200000003,HRV,HRV_0291,2022-11-30 20:35:02
coca-cola,3,Which famous soft drink was invented in 1892?,425,1.071,41,482703.200000003,t,W,3574.89999999851,488791.5,492802.90000000224,3,716.1999999992549,495095.6000000015,HRV,HRV_0291,2022-11-30 20:35:02
Teapot Dome scandal,5,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,0.985,42,495095.6000000015,q,S,5756.5,,,,,502351.5,HRV,HRV_0291,2022-11-30 20:35:02
Paris,1,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",86,0.576,43,502351.6000000015,t,W,5471.5,510335.90000000224,514347.0,3,523.1000000014901,515959.5,HRV,HRV_0291,2022-11-30 20:35:02
Orville Wright,2,Who was flying the plane in which the first US airplane fatality occurred? ,377,0.785,44,515959.5,t,W,3252.60000000149,521727.80000000075,525740.9000000022,5,977.1999999992549,528015.700000003,HRV,HRV_0291,2022-11-30 20:35:02
Prairie dogs,1,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,0.822,45,528015.700000003,t,W,6335.39999999851,536863.9000000022,540876.700000003,5,1413.3999999985099,543623.5,HRV,HRV_0291,2022-11-30 20:35:02
"A peanut is a legume, not a nut",4,What type of food is a peanut?,447,1.745,46,543623.6000000015,q,S,2590.5,,,,,548471.3000000007,HRV,HRV_0291,2022-11-30 20:35:02
8 Mile Road ,7,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?",254,0.655,47,548471.4000000022,q,S,5354.699999999255,,,,,554991.5,HRV,HRV_0291,2022-11-30 20:35:02
Model train set,3,HO scale is the world's most popular size of what?,45,0.516,48,554991.5,t,W,3486.60000000149,560991.700000003,565002.200000003,2,2266.89999999851,568295.5,HRV,HRV_0291,2022-11-30 20:35:02
Pressure,3,What is measured in millibars? ,202,0.81,49,568295.5,p,K,2568.60000000149,,,,,572183.4000000022,HRV,HRV_0291,2022-11-30 20:35:02
"the Red Hot Chili Peppers, followed closely by Meatloaf",4,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.929,50,572183.5,t,W,6033.60000000149,580735.700000003,584746.3000000007,5,3487.800000000745,590679.5,HRV,HRV_0291,2022-11-30 20:35:02
Ripe cranerries bounce when dropped on the ground,1,How do farmers test whether cranberries are ripe?,452,1.396,51,590679.5,t,W,2434.60000000149,595631.5,599642.8000000007,5,1083.300000000745,602631.4000000022,HRV,HRV_0291,2022-11-30 20:35:02
