Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Broccoli! ,4,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,0.637,0,4294.400000035763,q,S,3789.099999964237,9233.900000035763,HRV,HRV_0146,2022-11-30 18:04:00
Catapult ,6,What artillery weapon was launched upon the world in 400 B.C.?  ,140,1.223,1,9234.0,p,K,2100.100000023842,13068.200000047684,HRV,HRV_0146,2022-11-30 18:04:00
Charles Babbage ,6,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.466,2,13068.300000011921,p,K,1802.699999988079,16849.200000047684,HRV,HRV_0146,2022-11-30 18:04:00
A red giant ,2,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.398,3,16849.30000001192,q,S,1559.6000000238419,20323.0,HRV,HRV_0146,2022-11-30 18:04:00
Haricot beans,1,Baked beans are made from what type of bean?,443,0.897,4,20323.100000023842,p,K,2240.600000023842,23973.400000035763,HRV,HRV_0146,2022-11-30 18:04:00
State quarters ,1,What's been released five times a year from January 1999 to fall 2008?,300,0.848,5,23973.400000035763,p,K,2170.0,27499.80000001192,HRV,HRV_0146,2022-11-30 18:04:00
Theodore Roosevelt ,5,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,1.557,6,27499.80000001192,q,S,1509.4000000357628,31072.200000047684,HRV,HRV_0146,2022-11-30 18:04:00
Holy Roman Emperor Henry IV ,4,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,0.957,7,31072.200000047684,,,,40573.5,HRV,HRV_0146,2022-11-30 18:04:00
Don Adams,2,Who provided the voice for cartoon character Inspector Gadget? ,372,0.73,8,40573.60000002384,p,K,1894.300000011921,43706.90000003576,HRV,HRV_0146,2022-11-30 18:04:00
Butterfly,4,The Admiral is which type of insect? ,89,1.344,9,43707.0,q,S,1564.7000000476837,47131.40000003576,HRV,HRV_0146,2022-11-30 18:04:00
Quotations ,2,What did the letter Q originally stand for in NASDAQ?  ,165,0.881,10,47131.40000003576,q,S,1769.0,50296.10000002384,HRV,HRV_0146,2022-11-30 18:04:00
The budgerigar,2,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",244,0.69,11,50296.200000047684,q,S,1770.699999988079,53265.700000047684,HRV,HRV_0146,2022-11-30 18:04:00
Let's spend some time together,5,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,0.977,12,53265.80000001192,p,K,2315.900000035763,57068.0,HRV,HRV_0146,2022-11-30 18:04:00
Eddie Van Halen,3,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,1.458,13,57068.0,p,K,1523.800000011921,60557.10000002384,HRV,HRV_0146,2022-11-30 18:04:00
Ozone,6,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,1.235,14,60557.10000002384,p,K,2219.300000011921,64527.90000003576,HRV,HRV_0146,2022-11-30 18:04:00
An ostrich egg yolk ,3,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,183,0.969,15,64527.90000003576,p,K,2228.399999976158,68241.60000002384,HRV,HRV_0146,2022-11-30 18:04:00
Avocado,3,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,0.969,16,68241.70000004768,p,K,3818.899999976158,73541.30000001192,HRV,HRV_0146,2022-11-30 18:04:00
"Third finger, left hand ",5,What part of his body did Keith Richards insure for a million pounds?,243,0.853,17,73541.30000001192,q,S,2435.0,77341.60000002384,HRV,HRV_0146,2022-11-30 18:04:00
Sapphire,7,What type of stone is referred to as the Star of India?  ,270,1.217,18,77341.70000004768,q,S,1771.5999999642372,80855.5,HRV,HRV_0146,2022-11-30 18:04:00
