Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Let's spend some time together,1,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,1.44,0,4437.899999976158,p,K,1674.6000000238419,8085.0,HRV,HRV_0022,2022-11-30 17:41:00
Tooth,5,What is the only part of the body that can't repair itself? ,210,0.735,1,8085.199999988079,p,K,1596.1000000238419,10932.099999964237,HRV,HRV_0022,2022-11-30 17:41:00
Brine Shrimp ,1,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,1.011,2,10932.399999976158,p,K,1668.800000011921,14150.199999988079,HRV,HRV_0022,2022-11-30 17:41:00
Love Me Do ,7,What was The Beatles's first song to hit the UK charts?,280,1.048,3,14150.300000011921,p,K,1660.199999988079,17380.899999976158,HRV,HRV_0022,2022-11-30 17:41:00
Cell,2,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,1.68,4,17380.899999976158,p,K,1595.0,21170.899999976158,HRV,HRV_0022,2022-11-30 17:41:00
Coca-cola,5,What popular drink was first marketed as a brain tonic?,405,0.98,5,21171.0,p,K,1631.0999999642372,24307.099999964237,HRV,HRV_0022,2022-11-30 17:41:00
Abraham Lincoln ,7,"What president has three ""A's"" in his first name, each of which has a different sound? ",246,0.945,6,24307.19999998808,p,K,1900.6000000238419,27680.0,HRV,HRV_0022,2022-11-30 17:41:00
the skin and bones of animals,3,What is gelatin made from?,445,1.89,7,27680.099999964237,p,K,1750.300000011921,31848.69999998808,HRV,HRV_0022,2022-11-30 17:41:00
Teapot Dome scandal,4,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,1.405,8,31848.69999998808,p,K,2124.100000023842,35914.39999997616,HRV,HRV_0022,2022-11-30 17:41:00
Antawn Jamison ,2,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,0.965,9,35914.69999998808,p,K,1747.699999988079,39159.80000001192,HRV,HRV_0022,2022-11-30 17:41:00
