Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Nutmeg,2,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.852,0,2011.1000000238419,q,S,3863.099999964237,7236.600000023842,HRV,HRV_0109,2022-11-30 17:44:36
Draw,7,What does a screever do on a sidewalk? ,167,0.511,1,7236.600000023842,q,S,2454.800000011921,10711.800000011921,HRV,HRV_0109,2022-11-30 17:44:36
A sneeze,1,The air expelled from what can travel at 100 mph?,90,0.988,2,10711.900000035763,q,S,2970.699999988079,15196.5,HRV,HRV_0109,2022-11-30 17:44:36
Near Alaska,7,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,0.703,3,15196.600000023842,q,S,3254.0,19679.600000023842,HRV,HRV_0109,2022-11-30 17:44:36
Green Eggs and Ham,7,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.014,4,19679.600000023842,q,S,4017.099999964237,25241.400000035763,HRV,HRV_0109,2022-11-30 17:44:36
The popsicle,1,Which popular treat was invented by an 11-year-old in California? ,413,1.78,5,25241.5,q,S,1737.1000000238419,29277.600000023842,HRV,HRV_0109,2022-11-30 17:44:36
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,7,What is the most fattening product in the modern diet?,457,1.777,6,29277.600000023842,q,S,2310.300000011921,33891.60000002384,HRV,HRV_0109,2022-11-30 17:44:36
Cricket,2,"What sport used the term ""home run"" long before baseball?  ",260,1.865,7,33891.69999998808,q,S,5376.800000011921,41658.40000003576,HRV,HRV_0109,2022-11-30 17:44:36
Pet Rocks,3,What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?,186,1.215,8,41658.5,q,S,2023.699999988079,45430.10000002384,HRV,HRV_0109,2022-11-30 17:44:36
Thomas Hardy,5,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",116,0.677,9,45430.10000002384,q,S,2325.399999976158,48951.5,HRV,HRV_0109,2022-11-30 17:44:36
Zinfindel,7,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.334,10,48951.60000002384,q,S,1995.0999999642372,52797.60000002384,HRV,HRV_0109,2022-11-30 17:44:36
Genetics,4,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,44,1.342,11,52797.60000002384,q,S,1531.199999988079,56193.0,HRV,HRV_0109,2022-11-30 17:44:36
Arthur Conan Doyle,3,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",184,1.696,12,56193.0,q,S,2418.100000023842,60829.5,HRV,HRV_0109,2022-11-30 17:44:36
Gabriele Falloppio ,5,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,217,1.476,13,60829.60000002384,q,S,6221.099999964237,69043.30000001192,HRV,HRV_0109,2022-11-30 17:44:36
Tea leaves,3,Tasseomancy is a method of fortune telling that primarily uses what? ,418,0.609,14,69043.40000003576,q,S,1767.5,71952.10000002384,HRV,HRV_0109,2022-11-30 17:44:36
New York,3,Which state has the zip code 12345?,354,1.323,15,71952.10000002384,q,S,1952.699999988079,75761.80000001192,HRV,HRV_0109,2022-11-30 17:44:36
Saffron,2,What is the most expensive spice (by weight) in the world?,431,0.925,16,75761.80000001192,q,S,1775.1000000238419,78984.5,HRV,HRV_0109,2022-11-30 17:44:36
Mars,2,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,316,1.411,17,78984.80000001192,q,S,1520.0,82448.10000002384,HRV,HRV_0109,2022-11-30 17:44:36
The Hardy Boys ,7,"Who solves crimes in Bayport, located on Barmet Bay? ",374,1.35,18,82448.10000002384,q,S,2040.699999988079,86377.30000001192,HRV,HRV_0109,2022-11-30 17:44:36
Mickey Finn,1,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,241,0.813,19,86377.30000001192,q,S,1647.6000000238419,89371.5,HRV,HRV_0109,2022-11-30 17:44:36
Kiwi,1,"Which bird species has survived more than 70 million years, despite the fact that it lays one egg a year and is nearly blind?",331,1.72,20,89371.5,q,S,1645.300000011921,93271.80000001192,HRV,HRV_0109,2022-11-30 17:44:36
Ronin,4,"What Japanese word for ""wave person"" refers to a masterless samurai?  ",219,1.148,21,93271.80000001192,q,S,1513.1000000238419,96459.5,HRV,HRV_0109,2022-11-30 17:44:36
Bling bling ,6,What term does rapper B.G. say he wishes he'd patented when he used it for the title of his massive 1999 hit?,264,1.112,22,96459.5,q,S,2277.5,100373.5,HRV,HRV_0109,2022-11-30 17:44:36
Jamaica Bay,4,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",226,1.522,23,100373.5,q,S,2787.400000035763,105206.30000001192,HRV,HRV_0109,2022-11-30 17:44:36
"the white flesh that houses the seeds, known as the placenta",1,What is the hottest part of a chili?,432,1.969,24,105206.30000001192,p,K,2250.899999976158,109962.30000001192,HRV,HRV_0109,2022-11-30 17:44:36
Radioactivity,5,What is measured in becquerels? ,201,1.721,25,109962.30000001192,q,S,1814.8999999761581,114014.10000002384,HRV,HRV_0109,2022-11-30 17:44:36
Charles ,5,What river runs through Boston? ,252,1.856,26,114014.10000002384,q,S,1674.8999999761581,118068.80000001192,HRV,HRV_0109,2022-11-30 17:44:36
Woodrow Wilson,4,Which U.S. president's home was named Shadow Lawn?,356,1.426,27,118068.80000001192,q,S,1796.0,121824.0,HRV,HRV_0109,2022-11-30 17:44:36
Generals,7,Eleven U.S. presidents have been what before being elected?,36,1.651,28,121824.10000002384,q,S,1768.8999999761581,125760.80000001192,HRV,HRV_0109,2022-11-30 17:44:36
Strom Thurmond ,4,Who filibustered for a record twenty-four hours and eighteen minutes -- with a urine pail standing at the ready -- in the hope of preventing the Civil Rights Act of 1957?,366,0.742,29,125760.80000001192,q,S,2088.100000023842,129112.90000003576,HRV,HRV_0109,2022-11-30 17:44:36
over 10 billion donuts. ,3,How many donuts are concumed in the US every year?,463,1.786,30,129112.90000003576,q,S,1888.0999999642372,133323.30000001192,HRV,HRV_0109,2022-11-30 17:44:36
Kansas City ,4,The first suburban shopping center in the U.S. was established in what city?,99,1.459,31,133323.40000003576,q,S,1581.8999999761581,136880.19999998808,HRV,HRV_0109,2022-11-30 17:44:36
Benjamin Franklin ,4,"Who carried hundreds of imported books in his Philadelphia shop in the 1730s, the same decade in which he started America's first lending library?",362,1.437,32,136880.19999998808,q,S,2224.7000000476837,141067.60000002384,HRV,HRV_0109,2022-11-30 17:44:36
I'm a Believer ,7,What Monkees number one hit was written by a young Neil Diamond? ,233,1.607,33,141067.60000002384,q,S,2221.300000011921,145424.69999998808,HRV,HRV_0109,2022-11-30 17:44:36
Excalibur,1,"According to Thomas Malory, Sir Bedivere's last knightly act is to return what to a lake?",14,1.521,34,145424.69999998808,q,S,2880.2000000476837,150356.40000003576,HRV,HRV_0109,2022-11-30 17:44:36
Pancreas,5,In what organ of the body would you find the islets of Langerhans and the duct of Wirsung? ,66,1.645,35,150356.5,q,S,1908.5,154437.80000001192,HRV,HRV_0109,2022-11-30 17:44:36
Bookkeeper,1,What is the only English word with three consecutive double letters?  ,209,0.979,36,154437.80000001192,q,S,2723.199999988079,158671.80000001192,HRV,HRV_0109,2022-11-30 17:44:36
Cheetah,1,Which is the only cat that cannot retract its claws? ,344,1.805,37,158671.80000001192,q,S,3985.100000023842,164994.0,HRV,HRV_0109,2022-11-30 17:44:36
The Chrysler Building ,7,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,0.55,38,164994.0,q,S,3415.100000023842,169489.0,HRV,HRV_0109,2022-11-30 17:44:36
Bright red,1,Vitamin A is largely available in natural food sources with which colour?,448,1.306,39,169489.0,p,K,2375.900000035763,173699.10000002384,HRV,HRV_0109,2022-11-30 17:44:36
Bile,2,"Two of the ""four humors"" the ancients believed controlled temperament consist of what bodily fluid?",118,1.501,40,173699.10000002384,p,K,7589.899999976158,183309.5,HRV,HRV_0109,2022-11-30 17:44:36
Spanish,3,Which language is spoken in the Canary Islands?   ,346,1.018,41,183309.5,q,S,3835.5,188686.40000003576,HRV,HRV_0109,2022-11-30 17:44:36
American Pie,3,What was the name of the plane Buddy Holly died in?  ,289,1.981,42,188686.40000003576,q,S,1906.5999999642372,193089.5,HRV,HRV_0109,2022-11-30 17:44:36
Copperhead snake,1,Which poisonous snake smells like fresh cut cucumbers? ,350,1.51,43,193089.5,p,K,2135.699999988079,197256.0,HRV,HRV_0109,2022-11-30 17:44:36
Air bags,2,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,1.304,44,197256.0,q,S,3184.900000035763,202265.19999998808,HRV,HRV_0109,2022-11-30 17:44:36
8 Mile Road ,5,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?",254,0.9,45,202265.19999998808,q,S,1727.800000011921,205422.69999998808,HRV,HRV_0109,2022-11-30 17:44:36
Avocados have twice the amount of potassium as bananas. ,7,Which fruit has more potassium than bananas?,455,1.325,46,205422.69999998808,q,S,2970.400000035763,210245.80000001192,HRV,HRV_0109,2022-11-30 17:44:36
