Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
France,4,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,0.508,0,2598.100000023842,q,S,2356.099999964237,5991.100000023842,HRV,HRV_0192,2022-11-30 19:25:30
The Netherlands,3,In 1568 the Catholic Church sentenced the entire population of which nation to death as heretics?,47,0.602,1,5991.300000011921,q,S,2179.199999988079,9294.699999988079,HRV,HRV_0192,2022-11-30 19:25:30
Kayak,2,An umiak is a larger version of what? ,20,1.683,2,9294.699999988079,q,S,1948.300000011921,13450.0,HRV,HRV_0192,2022-11-30 19:25:30
Brigham Young University,2,What is the most sober school according to The Princeton Review? ,206,0.916,3,13450.0,q,S,1919.8999999761581,16820.19999998808,HRV,HRV_0192,2022-11-30 19:25:30
Haddock,5,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.421,4,16820.30000001192,q,S,2086.300000011921,20859.899999976158,HRV,HRV_0192,2022-11-30 19:25:30
Walt Disney,6,Which person has been awarded the most Oscars ever? ,349,1.936,5,20859.899999976158,q,S,1726.4000000357628,25059.80000001192,HRV,HRV_0192,2022-11-30 19:25:30
Avocado,1,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.91,6,25059.80000001192,q,S,2534.399999976158,30031.5,HRV,HRV_0192,2022-11-30 19:25:30
Mickey Finn,7,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,241,1.636,7,30031.5,q,S,2130.5,34329.80000001192,HRV,HRV_0192,2022-11-30 19:25:30
Ciabatta,2,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,1.524,8,34329.89999997616,q,S,2689.100000023842,39065.80000001192,HRV,HRV_0192,2022-11-30 19:25:30
Dragees,3,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.653,9,39065.80000001192,p,K,4864.0,46109.5,HRV,HRV_0192,2022-11-30 19:25:30
Charles Babbage ,5,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.599,10,46109.5,q,S,2805.100000023842,51043.89999997616,HRV,HRV_0192,2022-11-30 19:25:30
It causes sour foods subsequently consumed to taste sweet. ,3,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.396,11,51043.89999997616,q,S,2662.100000023842,55624.10000002384,HRV,HRV_0192,2022-11-30 19:25:30
Frog,1,Certain types of which animal can be frozen solid and then continue living once thawed?,30,1.838,12,55624.10000002384,q,S,3530.399999976158,61543.69999998808,HRV,HRV_0192,2022-11-30 19:25:30
Rod Serling ,7,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,1.177,13,61543.80000001192,q,S,2682.300000011921,65931.10000002384,HRV,HRV_0192,2022-11-30 19:25:30
60 fragments per 100 gram ,2,What amount of insects does the FDA allow in chocolate,453,1.073,14,65931.10000002384,q,S,2238.7999999523163,69764.39999997616,HRV,HRV_0192,2022-11-30 19:25:30
A Spoonful of Sugar ,7,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.458,15,69764.5,q,S,2446.300000011921,74188.89999997616,HRV,HRV_0192,2022-11-30 19:25:30
Thrust,1,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,0.643,16,74189.0,q,S,2261.600000023842,77606.10000002384,HRV,HRV_0192,2022-11-30 19:25:30
Eddie Van Halen,6,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,1.62,17,77606.19999998808,q,S,2940.0,82676.89999997616,HRV,HRV_0192,2022-11-30 19:25:30
Pen(n)sylvania ,6,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,0.785,18,82676.89999997616,q,S,2549.2000000476837,86535.69999998808,HRV,HRV_0192,2022-11-30 19:25:30
