Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Pepper and Mustard,7,What are the top two most popular spices in the world?,422,1.172,0,2385.899999856949,p,K,6055.5,10122.5,HRV,HRV_0233,2022-11-30 19:00:43
Lhasa Apso,6,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",200,1.096,1,10122.599999904633,q,S,3766.5,15490.199999809265,HRV,HRV_0233,2022-11-30 19:00:43
Prairie dogs,1,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,1.046,2,15490.299999952316,q,S,7414.599999904633,24458.39999985695,HRV,HRV_0233,2022-11-30 19:00:43
Botany Bay,2,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,1.368,3,24458.5,q,S,6966.5,33305.89999985695,HRV,HRV_0233,2022-11-30 19:00:43
Yahoo!,2,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,1.146,4,33305.89999985695,q,S,6031.100000143051,40994.0,HRV,HRV_0233,2022-11-30 19:00:43
Genetics,6,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,44,1.786,5,40994.0,q,S,6334.899999856949,49625.699999809265,HRV,HRV_0233,2022-11-30 19:00:43
popscicle,5,What food was invented by an 11 year old in 1905?,450,0.6,6,49625.699999809265,q,S,3671.100000143051,54410.299999952316,HRV,HRV_0233,2022-11-30 19:00:43
Charles Babbage ,6,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.043,7,54410.299999952316,q,S,5390.5,61354.299999952316,HRV,HRV_0233,2022-11-30 19:00:43
George H.W. Bush ,3,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.807,8,61354.299999952316,q,S,6094.599999904633,69762.69999980927,HRV,HRV_0233,2022-11-30 19:00:43
The crust and the mantle,7,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,1.943,9,69762.69999980927,q,S,5342.200000047684,77554.0,HRV,HRV_0233,2022-11-30 19:00:43
Choking on food,6,"Each year, approximately 125 people die of what? ",417,0.749,10,77554.0,q,S,2759.399999856949,81570.29999995232,HRV,HRV_0233,2022-11-30 19:00:43
A soccer ball,7,What common item is usually made up of twelve pentagons and twenty hexagons?,154,1.067,11,81570.29999995232,q,S,5206.599999904633,88353.39999985695,HRV,HRV_0233,2022-11-30 19:00:43
Crocodiles,6,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",330,1.201,12,88353.39999985695,q,S,7759.100000143051,97825.89999985695,HRV,HRV_0233,2022-11-30 19:00:43
Sic semper tyrannis ,4,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,1.381,13,97825.89999985695,p,K,7198.799999952316,106913.79999995232,HRV,HRV_0233,2022-11-30 19:00:43
Tears,7,"At 6-8 weeks, babies start producing what? ",23,0.708,14,106913.89999985695,q,S,3638.5,111769.89999985695,HRV,HRV_0233,2022-11-30 19:00:43
Adding olive juice,6,What turns a plain martini into a dirty martini?,440,1.536,15,111769.89999985695,p,K,5238.900000095367,119049.89999985695,HRV,HRV_0233,2022-11-30 19:00:43
The evacuation of Saigon,4,"""White Christmas"" playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",6,1.761,16,119049.89999985695,q,S,5886.700000047684,127210.29999995232,HRV,HRV_0233,2022-11-30 19:00:43
Russia,3,Which country has the most public libraries?  ,339,0.817,17,127210.39999985695,p,K,3222.100000143051,131754.79999995232,HRV,HRV_0233,2022-11-30 19:00:43
George VI,1,Who was the last British Monarch to also be an emperor?  ,381,0.767,18,131754.79999995232,p,K,7805.5,140834.19999980927,HRV,HRV_0233,2022-11-30 19:00:43
Liberia,7,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,1.086,19,140834.19999980927,,,,150345.59999990463,HRV,HRV_0233,2022-11-30 19:00:43
"the Red Hot Chili Peppers, followed closely by Meatloaf",6,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.6,20,150345.59999990463,q,S,5870.400000095367,158322.89999985695,HRV,HRV_0233,2022-11-30 19:00:43
A Spoonful of Sugar ,5,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.267,21,158322.89999985695,q,S,6525.900000095367,166626.19999980927,HRV,HRV_0233,2022-11-30 19:00:43
Cadabra.com ,7,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,287,1.998,22,166626.19999980927,q,S,6310.600000143051,175441.59999990463,HRV,HRV_0233,2022-11-30 19:00:43
Poland,2,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.978,23,175441.59999990463,q,S,5759.099999904633,183689.69999980927,HRV,HRV_0233,2022-11-30 19:00:43
A sneeze,7,The air expelled from what can travel at 100 mph?,90,1.944,24,183689.69999980927,q,S,4335.0,190482.0,HRV,HRV_0233,2022-11-30 19:00:43
honey,4,Which is the only food that can never go off or go bad?,442,1.646,25,190482.0,q,S,5479.099999904633,198114.0,HRV,HRV_0233,2022-11-30 19:00:43
Bacon,4,"In Britain, what kind of meat comes in rashers?",397,0.925,26,198114.09999990463,q,S,3174.5,202722.19999980927,HRV,HRV_0233,2022-11-30 19:00:43
The Mini Cooper,6,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.649,27,202722.19999980927,q,S,6062.5,210945.89999985695,HRV,HRV_0233,2022-11-30 19:00:43
Cockroach,3,What animal can live up to a week without its head?,131,1.018,28,210945.89999985695,q,S,3654.600000143051,216130.29999995232,HRV,HRV_0233,2022-11-30 19:00:43
