Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
School buses were painted yellow,6,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,9,2.0,0,2056.800000011921,q,S,3049.199999988079,7609.100000023842,HRV,HRV_0062,2022-11-30 17:48:27
Snoopy's,1,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,0.709,1,7609.100000023842,q,S,3795.0,12624.199999988079,HRV,HRV_0062,2022-11-30 17:48:27
Texas,3,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,1.326,2,12624.199999988079,q,S,4376.699999988079,18833.19999998808,HRV,HRV_0062,2022-11-30 17:48:27
Owl,5,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",325,0.639,3,18833.19999998808,q,S,5445.800000011921,25425.19999998808,HRV,HRV_0062,2022-11-30 17:48:27
What do women want? ,7,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,0.547,4,25425.19999998808,q,S,4306.800000011921,30793.100000023842,HRV,HRV_0062,2022-11-30 17:48:27
ZZ Top,2,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,1.856,5,30793.19999998808,p,K,6792.400000035763,39952.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
chickpeas,7,What is used to make hummus?,424,0.91,6,39952.80000001192,p,K,2444.800000011921,43816.69999998808,HRV,HRV_0062,2022-11-30 17:48:27
Temple Prostitute,2,"Anciently, what was the job description of a ""hierodule""?",21,0.83,7,43816.69999998808,q,S,1967.9000000357628,47120.30000001192,HRV,HRV_0062,2022-11-30 17:48:27
Matches,1,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.276,8,47120.30000001192,q,S,4083.399999976158,52983.69999998808,HRV,HRV_0062,2022-11-30 17:48:27
The I Ching,7,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,0.924,9,52983.69999998808,p,K,2200.800000011921,56617.30000001192,HRV,HRV_0062,2022-11-30 17:48:27
Teeth,5,"One in every 2,000 babies is born with what? ",77,1.669,10,56617.39999997616,q,S,2862.0,61655.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
The evacuation of Saigon,3,"""White Christmas"" playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",6,1.012,11,61655.80000001192,q,S,6656.800000011921,69833.39999997616,HRV,HRV_0062,2022-11-30 17:48:27
The Beatles' Rain ,3,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,1.705,12,69833.39999997616,q,S,3618.0,75664.10000002384,HRV,HRV_0062,2022-11-30 17:48:27
Gary Busey,4,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,1.066,13,75664.10000002384,q,S,3862.5,81103.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
Happy Birthday,4,What was the first song ever performed in outer space? ,285,1.007,14,81103.80000001192,p,K,4288.5,86903.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
Dutch Oven,5,"What kind of ""oven"" is the official state cooking pot of Utah? ",220,0.912,15,86903.80000001192,q,S,6655.599999964237,94985.30000001192,HRV,HRV_0062,2022-11-30 17:48:27
Woodrow Wilson ,2,"Which U.S. president declared the first national ""Mother's Day""?  ",355,0.57,16,94985.39999997616,q,S,4172.0,100239.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
Penny Marshall,7,Who was the first woman film director to have a film take in more than $100 million at the box office? ,380,0.651,17,100239.80000001192,q,S,1815.199999988079,103216.0,HRV,HRV_0062,2022-11-30 17:48:27
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,2,Whice fruit is effective than coffee at waking you up in the morning?,454,1.713,18,103216.0,q,S,7217.199999988079,112656.39999997616,HRV,HRV_0062,2022-11-30 17:48:27
Paris,5,"What city is home to the world's very first pet cemetery, in which Rin Tin Tin is buried?",148,1.069,19,112656.39999997616,q,S,1545.6000000238419,115776.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
Dragonflies,1,"Which insect, one of the fastest, can fly at speeds up to 60 mph? ",342,1.185,20,115776.80000001192,q,S,2243.300000011921,119721.19999998808,HRV,HRV_0062,2022-11-30 17:48:27
A castrated rooster,4,What is a capon?  ,193,1.94,21,119721.19999998808,p,K,2784.100000023842,124952.19999998808,HRV,HRV_0062,2022-11-30 17:48:27
Sunrise or sunset,3,"When is the optical phenomenon called a ""green flash"" or ""green ray"" visible?  ",313,0.52,22,124952.19999998808,q,S,2365.699999988079,128352.10000002384,HRV,HRV_0062,2022-11-30 17:48:27
Everything ,6,Pantophobia is the fear of what?,79,0.677,23,128352.10000002384,p,K,3319.699999988079,132855.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
Germany,5,Which European country was the first to produce decaffeinated coffee? ,412,1.992,24,132855.80000001192,q,S,3047.5,138408.69999998808,HRV,HRV_0062,2022-11-30 17:48:27
Midnight Cowboy ,3,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,1.652,25,138408.69999998808,q,S,1864.0,142432.0,HRV,HRV_0062,2022-11-30 17:48:27
General Electric ,6,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,1.123,26,142432.0,q,S,1907.699999988079,145969.30000001192,HRV,HRV_0062,2022-11-30 17:48:27
Rat,6,Which animal can go longer without water than a camel can? ,323,1.219,27,145969.30000001192,q,S,4580.599999964237,152279.89999997616,HRV,HRV_0062,2022-11-30 17:48:27
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",6,Cooking which food requires over two years of training?,461,0.804,28,152279.89999997616,q,S,3365.7000000476837,156960.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
Cornea,6,What is the only part of the body that has no blood supply? ,211,1.551,29,156960.80000001192,q,S,3583.699999988079,162599.80000001192,HRV,HRV_0062,2022-11-30 17:48:27
The old-fashioned,6,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.451,30,162599.80000001192,p,K,4258.899999976158,168816.5,HRV,HRV_0062,2022-11-30 17:48:27
Holy Roman Emperor Henry IV ,4,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,1.636,31,168816.5,q,S,2129.0,173089.0,HRV,HRV_0062,2022-11-30 17:48:27
