Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Gary Busey,1,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,0.647,0,3817.0999999046326,q,S,1670.5999999046326,6649.5,HRV,HRV_0087,2022-11-30 17:38:59
Silver,5,What metal was found in Nevada's famed Comstock Lode?  ,230,1.802,1,6649.599999904633,q,S,3039.2999999523163,12023.0,HRV,HRV_0087,2022-11-30 17:38:59
Sepia,4,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.698,2,12023.099999904633,q,S,2484.7000000476837,16721.299999952316,HRV,HRV_0087,2022-11-30 17:38:59
Avocados have twice the amount of potassium as bananas. ,4,Which fruit has more potassium than bananas?,455,1.608,3,16721.39999985695,q,S,2280.2999999523163,21139.5,HRV,HRV_0087,2022-11-30 17:38:59
Asparagus,3,what vegetable loses its flavour the quickest?,451,1.019,4,21139.599999904633,q,S,1880.2000000476837,24557.89999985695,HRV,HRV_0087,2022-11-30 17:38:59
Nutmeg,2,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.81,5,24558.0,q,S,1636.0999999046326,28539.099999904633,HRV,HRV_0087,2022-11-30 17:38:59
Pen(n)sylvania ,5,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,0.588,6,28539.099999904633,q,S,1588.5,31232.099999904633,HRV,HRV_0087,2022-11-30 17:38:59
Hong Kong ,1,What city's harbor is overlooked by Victoria Peak? ,185,1.471,7,31232.099999904633,q,S,2061.4000000953674,35289.5,HRV,HRV_0087,2022-11-30 17:38:59
Pepper and Mustard,4,What are the top two most popular spices in the world?,422,0.798,8,35289.59999990463,q,S,1980.4000000953674,38594.299999952316,HRV,HRV_0087,2022-11-30 17:38:59
Ozone,2,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,1.942,9,38594.39999985695,q,S,2012.1000001430511,43077.59999990463,HRV,HRV_0087,2022-11-30 17:38:59
Marriage,7,Gamophobia is the fear of what?,42,1.359,10,43077.59999990463,q,S,1623.2000000476837,46587.59999990463,HRV,HRV_0087,2022-11-30 17:38:59
Sri Lanka,3,Ninety percent of the world's true cinnamon comes from what island nation? ,74,0.948,11,46587.59999990463,q,S,1873.9000000953674,49928.59999990463,HRV,HRV_0087,2022-11-30 17:38:59
Ciabatta,1,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,1.327,12,49928.59999990463,q,S,1692.4000000953674,53473.39999985695,HRV,HRV_0087,2022-11-30 17:38:59
Japan ,6,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,1.037,13,53473.5,q,S,1541.2999999523163,56569.699999809265,HRV,HRV_0087,2022-11-30 17:38:59
cooking,2,"If you suffer from Mageirocophobia, what are you scared of?",438,1.139,14,56569.699999809265,q,S,1715.3000001907349,59953.09999990463,HRV,HRV_0087,2022-11-30 17:38:59
A wiki,4,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",225,0.877,15,59953.09999990463,q,S,1826.2999999523163,63184.0,HRV,HRV_0087,2022-11-30 17:38:59
Bookkeeper,2,What is the only English word with three consecutive double letters?  ,209,1.656,16,63184.09999990463,q,S,2085.5999999046326,67446.09999990463,HRV,HRV_0087,2022-11-30 17:38:59
Espresso,4,The Italian government regulates the price of what beverage?,399,1.751,17,67446.19999980927,q,S,1683.1000001430511,71396.5,HRV,HRV_0087,2022-11-30 17:38:59
over 10 billion donuts. ,2,How many donuts are concumed in the US every year?,463,1.442,18,71396.5,q,S,1956.5,75335.09999990463,HRV,HRV_0087,2022-11-30 17:38:59
Aerie,7,What name is given to an eagle's nest?   ,235,1.837,19,75335.09999990463,q,S,1532.2000000476837,79241.89999985695,HRV,HRV_0087,2022-11-30 17:38:59
Theodore Roosevelt ,2,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,1.451,20,79242.0,q,S,1886.2999999523163,83122.09999990463,HRV,HRV_0087,2022-11-30 17:38:59
Texas,6,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,1.605,21,83122.09999990463,q,S,1860.5999999046326,87119.0,HRV,HRV_0087,2022-11-30 17:38:59
General Electric ,4,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,0.941,22,87119.0,q,S,1831.2999999523163,90413.89999985695,HRV,HRV_0087,2022-11-30 17:38:59
Tea leaves,2,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.067,23,90413.89999985695,q,S,2255.9000000953674,94261.0,HRV,HRV_0087,2022-11-30 17:38:59
"Gaslight CafÃ©, Greenwich Village",1,Where did Bob Dylan first play in public? ,314,1.494,24,94261.09999990463,q,S,1738.2999999523163,98020.19999980927,HRV,HRV_0087,2022-11-30 17:38:59
Dorito is Spanish for little golden things,3,What does Dorito actually mean?,434,1.815,25,98020.19999980927,q,S,1589.6000001430511,101943.29999995232,HRV,HRV_0087,2022-11-30 17:38:59
Ian Thorpe ,7,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,370,1.825,26,101943.29999995232,q,S,1796.7999999523163,106092.79999995232,HRV,HRV_0087,2022-11-30 17:38:59
Cheetah,5,Which is the only cat that cannot retract its claws? ,344,1.631,27,106092.89999985695,q,S,1645.2000000476837,109898.59999990463,HRV,HRV_0087,2022-11-30 17:38:59
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,7,What is the most fattening product in the modern diet?,457,1.885,28,109898.59999990463,q,S,1920.2999999523163,114245.5,HRV,HRV_0087,2022-11-30 17:38:59
"Intercourse, Pennsylvania",6,"What Amish country village in Pennsylvania, where ""Witness"" was filmed, is a frequent victim of street-sign theft?",130,0.955,29,114245.5,q,S,2159.399999856949,117892.79999995232,HRV,HRV_0087,2022-11-30 17:38:59
The Big Bang,5,"Arno Penzias and Robert Wilson shared a Nobel Prize for accidentally discovering ""CMB,"" leftover radiation from what?",22,0.943,30,117892.79999995232,q,S,1634.2999999523163,120992.0,HRV,HRV_0087,2022-11-30 17:38:59
Gone with the Wind,1,The first swear word on the big screen was in what movie?,100,1.804,31,120992.0,q,S,2339.699999809265,125667.39999985695,HRV,HRV_0087,2022-11-30 17:38:59
The Commodore 64 ,1,What 1982 successor to the VIC-20 is still the bestselling computer model of all time?,124,1.616,32,125667.39999985695,q,S,2186.2000000476837,129992.39999985695,HRV,HRV_0087,2022-11-30 17:38:59
Broccoli! ,1,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.98,33,129992.5,q,S,2202.0,134708.0,HRV,HRV_0087,2022-11-30 17:38:59
Speed of wind,6,What does an anemometer measure? ,168,1.3,34,134708.0,q,S,2047.8999998569489,138595.39999985695,HRV,HRV_0087,2022-11-30 17:38:59
Don Adams,7,Who provided the voice for cartoon character Inspector Gadget? ,372,0.793,35,138595.39999985695,q,S,1644.5,141561.5,HRV,HRV_0087,2022-11-30 17:38:59
OutKast,6,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,1.539,36,141561.59999990463,q,S,2389.4000000953674,146014.5,HRV,HRV_0087,2022-11-30 17:38:59
The Atlas,3,"The U.S.'s first successful ICBM was what rocket named for a Titan of Greek myth, later used to launch John Glenn into orbit?",107,1.362,37,146014.5,q,S,2160.899999856949,150058.19999980927,HRV,HRV_0087,2022-11-30 17:38:59
Adam,4,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,162,0.938,38,150058.19999980927,q,S,1586.0,153115.29999995232,HRV,HRV_0087,2022-11-30 17:38:59
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",6,Cooking which food requires over two years of training?,461,0.51,39,153115.29999995232,q,S,1734.8999998569489,155881.09999990463,HRV,HRV_0087,2022-11-30 17:38:59
Columbia,4,What company introduced the first LP record albums?  ,155,0.971,40,155881.19999980927,q,S,1573.4000000953674,158954.59999990463,HRV,HRV_0087,2022-11-30 17:38:59
Dark Side of the Moon,3,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,0.804,41,158954.59999990463,q,S,2184.0999999046326,162467.5,HRV,HRV_0087,2022-11-30 17:38:59
