Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Apple sauce,4,What was the first food eaten in space?,435,1.868,0,3581.399999976158,p,K,2881.399999976158,8836.799999952316,HRV,HRV_0036,2022-11-30 17:48:33
"the Red Hot Chili Peppers, followed closely by Meatloaf",3,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.393,1,8836.799999952316,q,S,3221.5,13965.599999904633,HRV,HRV_0036,2022-11-30 17:48:33
Captain Cook ,5,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.461,2,13965.599999904633,p,K,3052.5,18989.399999976158,HRV,HRV_0036,2022-11-30 17:48:33
Antawn Jamison ,5,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,1.847,3,18989.5,q,S,3010.0,24349.299999952316,HRV,HRV_0036,2022-11-30 17:48:33
The Super Bowl ,2,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,255,1.513,4,24349.299999952316,p,K,3536.2000000476837,29909.599999904633,HRV,HRV_0036,2022-11-30 17:48:33
Lightning strike,6,Carnivorous animals will not eat another animal that has been killed by what means?,29,1.818,5,29909.799999952316,q,S,4053.100000023842,36292.59999990463,HRV,HRV_0036,2022-11-30 17:48:33
Hippopotamus ,5,Which wild mammal in Africa has killed the highest number of people? ,358,1.582,6,36292.59999990463,q,S,3410.4000000953674,41789.5,HRV,HRV_0036,2022-11-30 17:48:33
Eisenhower ,7,Who was president when the first U.S. presidential news conference was filmed for TV?,378,0.832,7,41789.59999990463,p,K,3464.0,46589.5,HRV,HRV_0036,2022-11-30 17:48:33
Gibralter,7,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,1.35,8,46589.5,p,K,4377.099999904633,52820.799999952316,HRV,HRV_0036,2022-11-30 17:48:33
Sri Lanka,4,"The word serendipity comes from Serendip, the Persian name for what island? ",109,1.309,9,52820.89999997616,q,S,3329.399999976158,57965.199999928474,HRV,HRV_0036,2022-11-30 17:48:33
The Notorious BIG,6,"Who released only a single album during his lifetime, the ominously named Ready to Die? ",373,0.565,10,57965.199999928474,q,S,4178.600000023842,63212.89999997616,HRV,HRV_0036,2022-11-30 17:48:33
Bookkeeper,4,What is the only English word with three consecutive double letters?  ,209,1.339,11,63212.89999997616,q,S,4110.299999952316,69173.19999992847,HRV,HRV_0036,2022-11-30 17:48:33
Saffron,7,What is the most expensive spice (by weight) in the world?,431,1.765,12,69173.19999992847,p,K,3946.399999976158,75389.19999992847,HRV,HRV_0036,2022-11-30 17:48:33
Choking on food,5,"Each year, approximately 125 people die of what? ",417,1.668,13,75389.19999992847,q,S,2426.100000023842,79989.19999992847,HRV,HRV_0036,2022-11-30 17:48:33
Echinoderms,3,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",85,0.754,14,79989.19999992847,q,S,2500.3000000715256,83757.09999990463,HRV,HRV_0036,2022-11-30 17:48:33
"A peanut is a legume, not a nut",4,What type of food is a peanut?,447,1.542,15,83757.09999990463,q,S,3157.3000000715256,88966.0,HRV,HRV_0036,2022-11-30 17:48:33
Graham Greene,1,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,1.96,16,88966.0,q,S,3197.5,94637.89999997616,HRV,HRV_0036,2022-11-30 17:48:33
Arthur Conan Doyle,7,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",184,1.589,17,94637.89999997616,q,S,1993.5,98724.89999997616,HRV,HRV_0036,2022-11-30 17:48:33
Eric the Red,6,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",12,1.178,18,98724.89999997616,q,S,4182.899999976158,104596.79999995232,HRV,HRV_0036,2022-11-30 17:48:33
Robert Lincoln ,7,Who was the only person to be nearby at three different presidential assassinations? ,382,0.549,19,104596.89999997616,q,S,4025.399999976158,109676.69999992847,HRV,HRV_0036,2022-11-30 17:48:33
