Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Francisco Goya,2,"After a fever took his hearing, who painted his bleak ""Black Paintings"" in a house called Quinta del Sordo, Spanish for ""House of the Deaf Man""?",15,0.645,0,2122.7000000476837,q,S,4928.099999904633,8212.5,HRV,HRV_0283,2022-11-30 20:28:37
Sixteenth,3,Which Constitutional Amendment deals with the income tax? ,336,1.381,1,8212.5,q,S,2830.7999999523163,12939.700000047684,HRV,HRV_0283,2022-11-30 20:28:37
Mushrooms which have been exposed to light,1,What is the only non-animal natural source of vitamin D?,459,1.009,2,12939.700000047684,q,S,1567.0,16033.200000047684,HRV,HRV_0283,2022-11-30 20:28:37
Lava lamp ,2,What was first made by suspending paraffin in a solution of water and antifreeze? ,276,1.96,3,16033.299999952316,q,S,3369.7000000476837,21884.0,HRV,HRV_0283,2022-11-30 20:28:37
Gecko,6,What is the only type of lizard that has a voice? ,213,0.887,4,21884.099999904633,q,S,3510.600000143051,26806.400000095367,HRV,HRV_0283,2022-11-30 20:28:37
Peregrine falcon,5,"With its 240 mph hunting dive, what species of raptor is the fastest animal on earth?",60,1.904,5,26806.5,q,S,2748.4000000953674,31994.099999904633,HRV,HRV_0283,2022-11-30 20:28:37
George Washington,1,Who is pictured on a US Purple Heart medal? ,368,0.83,6,31994.099999904633,q,S,2032.7000000476837,35380.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
The Loch Ness Monster,5,"In 1994, Christian Spurling confessed that the so-called Surgeon's Photo of 1934 was a fake. What was pictured in it?",55,1.794,7,35380.09999990463,q,S,2726.600000143051,40424.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Kansas City ,1,The first suburban shopping center in the U.S. was established in what city?,99,1.544,8,40425.0,q,S,2433.7999999523163,44927.799999952316,HRV,HRV_0283,2022-11-30 20:28:37
It sits beside the Finger Lakes ,7,"Why is Oneida Lake, near Syracuse, New York, sometimes called ""the thumb""?",393,1.322,9,44927.90000009537,q,S,1795.0999999046326,48574.799999952316,HRV,HRV_0283,2022-11-30 20:28:37
North Korea,2,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,1.399,10,48574.90000009537,q,S,2459.899999856949,52950.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
I'm a Believer ,7,What Monkees number one hit was written by a young Neil Diamond? ,233,1.298,11,52950.700000047684,q,S,1988.0999999046326,56763.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Canada,2,What's the only country to have hosted a Summer Olympics in which it didn't win a single medal?   ,308,1.348,12,56763.59999990463,q,S,2223.600000143051,60855.700000047684,HRV,HRV_0283,2022-11-30 20:28:37
Hey Jude,4,What Beatles song lasted the longest on the American charts? ,143,0.54,13,60855.700000047684,q,S,1659.0999999046326,63584.799999952316,HRV,HRV_0283,2022-11-30 20:28:37
Geyser,7,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.752,14,63584.799999952316,q,S,2337.9000000953674,68196.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Criss-Cross ,5,What was the game of Scrabble originally called? ,286,0.659,15,68196.59999990463,q,S,1670.5,71055.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Mung beans ,2,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.356,16,71055.90000009537,q,S,2146.7999999523163,75068.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Espresso,3,The Italian government regulates the price of what beverage?,399,0.721,17,75068.09999990463,q,S,1534.9000000953674,77843.0,HRV,HRV_0283,2022-11-30 20:28:37
a spit,7,"If something is described as rotisserie, what has it been cooked on?",428,1.226,18,77843.09999990463,q,S,4511.800000190735,84099.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Papillae,5,What are the bumps on the tongue that carry the taste buds called? ,137,1.836,19,84099.59999990463,q,S,1871.3000001907349,88327.5,HRV,HRV_0283,2022-11-30 20:28:37
Pinko,2,What five-letter word did Time magazine coin in 1926 to refer to left-leaners? ,177,1.251,20,88327.5,q,S,1539.2000000476837,91640.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
PayPal,7,YouTube.com is the brainchild of three former employees of what other major website? ,396,0.615,21,91640.40000009537,q,S,5042.399999856949,97822.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Adding olive juice,6,What turns a plain martini into a dirty martini?,440,1.089,22,97822.90000009537,q,S,1851.6999998092651,101284.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Mountain Dew,3,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.498,23,101284.09999990463,q,S,3150.600000143051,106468.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",5,Cooking which food requires over two years of training?,461,0.652,24,106468.40000009537,q,S,1734.6999998092651,109386.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
"Gail Borden, Jr. ",1,Who invented condensed milk in 1856? ,414,0.993,25,109386.5,q,S,2368.2000000476837,113272.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
India,7,What's the only country outside Africa where lions still live in the wild?  ,307,1.154,26,113272.59999990463,q,S,1826.1000001430511,116779.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,7,Whice fruit is effective than coffee at waking you up in the morning?,454,1.079,27,116779.59999990463,q,S,3247.5,121625.79999995232,HRV,HRV_0283,2022-11-30 20:28:37
Westminster Kennel Club dog show ,1,What is the second oldest continuously held American sporting event?  ,214,0.818,28,121625.79999995232,q,S,1920.9000000953674,124884.20000004768,HRV,HRV_0283,2022-11-30 20:28:37
Ozone,6,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,1.031,29,124884.20000004768,q,S,3414.5999999046326,129846.70000004768,HRV,HRV_0283,2022-11-30 20:28:37
Holy Roman Emperor Henry IV ,7,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,0.984,30,129846.70000004768,q,S,1772.0999999046326,133133.5,HRV,HRV_0283,2022-11-30 20:28:37
The popsicle,6,Which popular treat was invented by an 11-year-old in California? ,413,1.168,31,133133.5,q,S,1909.0999999046326,136736.0,HRV,HRV_0283,2022-11-30 20:28:37
Theodore Roosevelt ,5,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,0.605,32,136736.0,q,S,2578.4000000953674,140435.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Luxor,2,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,8,1.56,33,140435.59999990463,q,S,2839.600000143051,145361.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Model train set,6,HO scale is the world's most popular size of what?,45,1.564,34,145361.90000009537,q,S,1880.7999999523163,149339.79999995232,HRV,HRV_0283,2022-11-30 20:28:37
Oklahoma,7,"What U.S. state has the slogan ""Native America"" on its license plates?",271,0.795,35,149339.79999995232,q,S,2103.0,152766.20000004768,HRV,HRV_0283,2022-11-30 20:28:37
Pepper and Mustard,4,What are the top two most popular spices in the world?,422,1.515,36,152766.20000004768,q,S,1564.7999999523163,156370.79999995232,HRV,HRV_0283,2022-11-30 20:28:37
Germany,4,Which European country was the first to produce decaffeinated coffee? ,412,1.638,37,156370.79999995232,q,S,2672.0,161208.0,HRV,HRV_0283,2022-11-30 20:28:37
James Brown,6,"When asked to define ""cool,"" what two words did James Brown use? ",312,1.769,38,161208.0,q,S,2834.7000000476837,166340.5,HRV,HRV_0283,2022-11-30 20:28:37
Dorito is Spanish for little golden things,3,What does Dorito actually mean?,434,0.797,39,166340.5,q,S,1710.5999999046326,169368.20000004768,HRV,HRV_0283,2022-11-30 20:28:37
Frankie Avalon ,5,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,0.857,40,169368.20000004768,q,S,2362.399999856949,173107.5,HRV,HRV_0283,2022-11-30 20:28:37
Tuxedo Club ,5,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,238,1.157,41,173107.5,q,S,2110.9000000953674,176896.0,HRV,HRV_0283,2022-11-30 20:28:37
George Orwell ,3,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,0.664,42,176896.0,q,S,1738.5999999046326,179815.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
AstroTurf ,2,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,1.823,43,179815.40000009537,q,S,2107.199999809265,184270.70000004768,HRV,HRV_0283,2022-11-30 20:28:37
Green Eggs and Ham,1,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.936,44,184270.70000004768,q,S,2579.7999999523163,189311.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Pandemonium,3,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",239,1.551,45,189311.09999990463,q,S,2115.600000143051,193498.5,HRV,HRV_0283,2022-11-30 20:28:37
Delaware,7,"Excepting Alaska and Louisiana, what US state is divided into the fewest counties, with only three?",38,0.844,46,193498.5,q,S,3296.2000000476837,198161.70000004768,HRV,HRV_0283,2022-11-30 20:28:37
Chitty Chitty Bang Bang ,7,What was the only children's story ever published by James Bond creator Ian Fleming? ,292,1.597,47,198161.79999995232,q,S,3000.7999999523163,203288.5,HRV,HRV_0283,2022-11-30 20:28:37
Hong Kong ,1,What city's harbor is overlooked by Victoria Peak? ,185,1.143,48,203288.5,q,S,2770.2999999523163,207734.5,HRV,HRV_0283,2022-11-30 20:28:37
Bed ,7,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.117,49,207734.5,q,S,3523.9000000953674,212909.5,HRV,HRV_0283,2022-11-30 20:28:37
Mars,6,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,316,0.51,50,212909.59999990463,q,S,1765.1000001430511,215722.0,HRV,HRV_0283,2022-11-30 20:28:37
Pride and Prejudice,1,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,1.144,51,215722.0,q,S,1688.5999999046326,219078.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Shaving,5,"The average male spends 2,965 hours doing what over the course of his lifetime?",92,1.886,52,219079.0,q,S,2123.9000000953674,223621.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
Yellow,2,What color is insect blood? ,150,0.875,53,223621.40000009537,q,S,1501.0999999046326,226524.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Marven (Marvin) Gardens,7,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",229,0.704,54,226524.59999990463,q,S,1878.3000001907349,229638.5,HRV,HRV_0283,2022-11-30 20:28:37
Traffic lights,6,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",113,1.764,55,229638.5,q,S,2123.9000000953674,234052.5,HRV,HRV_0283,2022-11-30 20:28:37
Nutmeg,6,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.734,56,234052.5,q,S,3374.0999999046326,239685.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Odor Eaters ,4,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,248,0.991,57,239685.59999990463,q,S,3637.2000000476837,244836.29999995232,HRV,HRV_0283,2022-11-30 20:28:37
Pen(n)sylvania ,2,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,1.153,58,244836.29999995232,q,S,2798.2000000476837,249311.79999995232,HRV,HRV_0283,2022-11-30 20:28:37
Pieces of Skylab fell there,2,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",391,0.522,59,249311.79999995232,q,S,2202.600000143051,252570.0,HRV,HRV_0283,2022-11-30 20:28:37
Echinoderms,7,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",85,0.58,60,252570.0,q,S,2592.9000000953674,256266.79999995232,HRV,HRV_0283,2022-11-30 20:28:37
The La Brea tar pits ,5,"A California Chumash Indian woman, who appears to have been killed by a blow to the head 9,000 years ago, is the only human ever to be found where?",7,0.872,61,256266.90000009537,q,S,4447.399999856949,262107.70000004768,HRV,HRV_0283,2022-11-30 20:28:37
The I Ching,1,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,1.242,62,262107.70000004768,q,S,2206.5999999046326,266080.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Vietnam,2,"In what country did the domesticated ""potbellied pig"" originate?",61,1.052,63,266080.09999990463,q,S,1970.4000000953674,269617.0,HRV,HRV_0283,2022-11-30 20:28:37
"Portland, Oregon",6,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,1.018,64,269617.0,q,S,2529.5999999046326,273688.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Death,2,"In ancient Egypt, what was the penalty for killing a cat?",58,1.999,65,273688.59999990463,q,S,2322.0,278529.5,HRV,HRV_0283,2022-11-30 20:28:37
Brine Shrimp ,6,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,1.249,66,278529.5,q,S,2001.2999999523163,282309.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
Avocado,4,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,0.602,67,282309.40000009537,q,S,2148.899999856949,285575.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
citrus fruit (scurvy is caused by a lack of vitamin c),3,Sailors used to suffer from a horrible illness called scurvy. Which food prevents scurvy?,441,1.491,68,285575.90000009537,,,,295111.2999999523,HRV,HRV_0283,2022-11-30 20:28:37
Ostrich,7,Which animal's eyes are bigger than its brain?   ,327,0.726,69,295111.2999999523,q,S,1731.2000000476837,298093.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Teapot Dome scandal,7,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,1.737,70,298093.09999990463,q,S,1677.2000000476837,302029.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Penny Marshall,2,Who was the first woman film director to have a film take in more than $100 million at the box office? ,380,1.68,71,302029.90000009537,q,S,2308.5999999046326,306546.5,HRV,HRV_0283,2022-11-30 20:28:37
Iraq,6,In which country were the Hanging Gardens of Babylon located?,69,1.495,72,306546.5,q,S,2296.0,310864.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Sapphire,7,What type of stone is referred to as the Star of India?  ,270,1.71,73,310864.2000000477,q,S,2250.2000000476837,315339.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
China,3,Which country first used the decimal system?  ,338,1.405,74,315339.40000009537,q,S,1958.8999998569489,319228.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Antawn Jamison ,1,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,0.593,75,319228.90000009537,q,S,2925.5,323270.0,HRV,HRV_0283,2022-11-30 20:28:37
George Marshall,4,What future secretary of state became America's first five-star general in December 1944? ,181,0.806,76,323270.0,q,S,2492.4000000953674,327085.2999999523,HRV,HRV_0283,2022-11-30 20:28:37
Spiro Agnew ,2,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,1.082,77,327085.2999999523,q,S,2053.2999999523163,330743.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Texas,4,"In what state was the U.S.'s first ""Adopt-a-Highway"" program started?",67,0.559,78,330743.90000009537,q,S,1595.5,333432.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
The Discovery,6,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,352,1.176,79,333432.90000009537,q,S,2073.399999856949,337211.7000000477,HRV,HRV_0283,2022-11-30 20:28:37
Yahoo!,2,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,1.996,80,337211.7000000477,q,S,1886.7000000476837,341625.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
Poland,5,What EU nation was once led by a president and a prime minister who were identical twins? ,172,0.698,81,341625.7000000477,q,S,2360.7000000476837,345195.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Cornea,6,What is the only part of the body that has no blood supply? ,211,1.418,82,345195.90000009537,q,S,1566.5,348711.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Ripe cranerries bounce when dropped on the ground,1,How do farmers test whether cranberries are ripe?,452,1.866,83,348711.09999990463,q,S,2603.2000000476837,353711.0,HRV,HRV_0283,2022-11-30 20:28:37
Crocodiles,6,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",330,1.704,84,353711.0,q,S,3003.4000000953674,358940.2000000477,HRV,HRV_0283,2022-11-30 20:28:37
Rod Serling ,6,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,1.86,85,358940.2000000477,q,S,2470.2000000476837,363786.5,HRV,HRV_0283,2022-11-30 20:28:37
Lou Gehrig,2,"In 1934, five years before his retirement, who became the first athlete to appear on a Wheaties box? ",53,0.958,86,363786.5,q,S,2583.9000000953674,367848.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Plumbing,5,"What common English word derives from the Latin for ""lead"", for the Roman practice of making water pipes out of lead?",153,1.238,87,367848.2000000477,q,S,3098.5999999046326,372712.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
Peanuts ,7,What snack food is an ingredient in the explosive dynamite?  ,408,1.374,88,372712.7999999523,q,S,1577.7000000476837,376189.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Air bags,2,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,0.784,89,376190.0,q,S,2052.5,379548.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
Asparagus,7,what vegetable loses its flavour the quickest?,451,1.337,90,379548.40000009537,q,S,2006.0999999046326,383425.2999999523,HRV,HRV_0283,2022-11-30 20:28:37
Giant squid,4,Which animal can have eyes that are a foot in diameter? ,324,1.592,91,383425.2999999523,q,S,1544.9000000953674,387084.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
Coca-Cola,4,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.028,92,387084.7999999523,q,S,1853.6000001430511,390500.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
The old-fashioned,2,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.49,93,390501.0,q,S,1781.2999999523163,394287.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
The Beatles' Rain ,1,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,0.644,94,394287.7999999523,q,S,1970.4000000953674,397422.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
popscicle,6,What food was invented by an 11 year old in 1905?,450,0.553,95,397422.40000009537,q,S,1843.7999999523163,400344.2999999523,HRV,HRV_0283,2022-11-30 20:28:37
Paris,6,"What city is home to the world's very first pet cemetery, in which Rin Tin Tin is buried?",148,1.898,96,400344.2999999523,q,S,1738.2999999523163,404511.7000000477,HRV,HRV_0283,2022-11-30 20:28:37
KISS ,3,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,1.908,97,404511.7000000477,q,S,2338.7999999523163,409279.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Don Adams,1,Who provided the voice for cartoon character Inspector Gadget? ,372,1.475,98,409279.09999990463,q,S,1939.3000001907349,413212.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Hawaii,5,Where is the only royal palace in the United States? ,321,1.144,99,413212.09999990463,q,S,1734.3000001907349,416605.5,HRV,HRV_0283,2022-11-30 20:28:37
the skin and bones of animals,4,What is gelatin made from?,445,0.944,100,416605.59999990463,q,S,1701.1000001430511,419770.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Grover Cleveland ,4,Who was the only U.S. president to have been married in the White House? ,385,0.953,101,419770.90000009537,q,S,1671.2999999523163,422921.0,HRV,HRV_0283,2022-11-30 20:28:37
Shenandoah Valley,1,What area changed hands 72 times during the Civil War? ,139,1.47,102,422921.0,q,S,1905.0,426826.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
The crocodile,6,The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?,95,1.612,103,426826.40000009537,q,S,2240.199999809265,431195.2000000477,HRV,HRV_0283,2022-11-30 20:28:37
Columbia,5,What company introduced the first LP record albums?  ,155,0.775,104,431195.2000000477,q,S,1607.0,434102.2000000477,HRV,HRV_0283,2022-11-30 20:28:37
The Guinness Book of World Records,4,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,164,0.724,105,434102.2000000477,q,S,1916.0,437259.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
pastry,1,Choux and filo are two types of what food product?,446,0.751,106,437259.7999999523,q,S,1622.5,440155.7000000477,HRV,HRV_0283,2022-11-30 20:28:37
Gary Busey,6,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,1.197,107,440155.7000000477,q,S,1983.0,443863.2999999523,HRV,HRV_0283,2022-11-30 20:28:37
The names of the Great Lakes ,1,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",138,0.999,108,443863.2999999523,q,S,3771.2000000476837,449162.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
over 10 billion donuts. ,7,How many donuts are concumed in the US every year?,463,1.909,109,449162.90000009537,q,S,3007.5,454615.2000000477,HRV,HRV_0283,2022-11-30 20:28:37
Rafflesia (corpse lily) ,2,What is the largest flower in the world? ,204,1.075,110,454615.2000000477,q,S,2371.0999999046326,458589.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
There was a pound of every ingredient in the original reciipe. ,1,How did the pound cake get its name?,460,1.163,111,458589.90000009537,q,S,2748.5999999046326,463021.7000000477,HRV,HRV_0283,2022-11-30 20:28:37
Radar,7,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,275,1.251,112,463021.7000000477,q,S,2620.7000000476837,467407.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Tears,5,"At 6-8 weeks, babies start producing what? ",23,1.459,113,467407.90000009537,q,S,2154.5999999046326,471540.0,HRV,HRV_0283,2022-11-30 20:28:37
Woodrow Wilson,1,Which U.S. president's home was named Shadow Lawn?,356,1.987,114,471540.09999990463,q,S,1893.9000000953674,475936.2000000477,HRV,HRV_0283,2022-11-30 20:28:37
Andy Kaufman,2,Who was banned from Saturday Night Live by viewer phone vote in 1982? ,376,1.68,115,475936.2999999523,q,S,2642.2000000476837,480778.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
cooking,1,"If you suffer from Mageirocophobia, what are you scared of?",438,0.575,116,480778.7999999523,q,S,2007.2999999523163,483895.2000000477,HRV,HRV_0283,2022-11-30 20:28:37
Gone with the Wind,2,The first swear word on the big screen was in what movie?,100,0.745,117,483895.2000000477,q,S,3346.7000000476837,488511.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,6,What is the most fattening product in the modern diet?,457,1.349,118,488511.90000009537,q,S,2682.399999856949,493066.09999990463,HRV,HRV_0283,2022-11-30 20:28:37
Martin Luther King Jr. ,2,Who won the Nobel Peace Prize in 1964? ,386,1.194,119,493066.09999990463,q,S,2080.2000000476837,496854.2999999523,HRV,HRV_0283,2022-11-30 20:28:37
Pancreas,4,In what organ of the body would you find the islets of Langerhans and the duct of Wirsung? ,66,0.577,120,496854.2999999523,q,S,2011.7999999523163,499975.90000009537,HRV,HRV_0283,2022-11-30 20:28:37
A Cheeta born in 1932,4,Who is the world's oldest (non-human) primate on record?  ,369,0.526,121,499975.90000009537,q,S,2122.5999999046326,503138.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
Dragees,6,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,0.636,122,503138.90000009537,q,S,2343.0999999046326,506637.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
"the Red Hot Chili Peppers, followed closely by Meatloaf",4,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.786,123,506637.5,q,S,2588.7999999523163,511532.40000009537,HRV,HRV_0283,2022-11-30 20:28:37
"A peanut is a legume, not a nut",5,What type of food is a peanut?,447,1.4,124,511532.40000009537,p,K,3142.2999999523163,516608.2000000477,HRV,HRV_0283,2022-11-30 20:28:37
Haddock,3,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.577,125,516608.2000000477,q,S,2554.0,521269.59999990463,HRV,HRV_0283,2022-11-30 20:28:37
On Christ's crucifix ,6,"Where did the abbreviation ""INRI"" traditionally appear? ",315,1.844,126,521269.59999990463,q,S,1700.6000001430511,525343.4000000954,HRV,HRV_0283,2022-11-30 20:28:37
Shoe sizes,3,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,0.721,127,525343.4000000954,q,S,1771.0,528353.0999999046,HRV,HRV_0283,2022-11-30 20:28:37
Rabbit,5,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,221,0.994,128,528353.2999999523,q,S,2297.0,532162.7000000477,HRV,HRV_0283,2022-11-30 20:28:37
Stratosphere,7,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,0.874,129,532162.7999999523,q,S,2327.4000000953674,535884.0,HRV,HRV_0283,2022-11-30 20:28:37
Avocados have twice the amount of potassium as bananas. ,4,Which fruit has more potassium than bananas?,455,1.382,130,535884.0,q,S,2022.5999999046326,539811.2000000477,HRV,HRV_0283,2022-11-30 20:28:37
Nuclear Disarmament,3,"The famous ""peace symbol"" was designed to combine the semaphoe positions for N and D. What do the N and D stand for?",97,0.685,131,539811.2000000477,q,S,3031.5,544056.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
Honey,5,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.003,132,544056.7999999523,q,S,2233.2000000476837,547814.5,HRV,HRV_0283,2022-11-30 20:28:37
Fiber is the gut bacteria's preferred fuel source. ,1,What food is most beneficial for your gut bacteria?,458,0.609,133,547814.5,q,S,1635.7999999523163,550579.7000000477,HRV,HRV_0283,2022-11-30 20:28:37
60 fragments per 100 gram ,1,What amount of insects does the FDA allow in chocolate,453,1.896,134,550579.7999999523,q,S,2070.4000000953674,555076.2999999523,HRV,HRV_0283,2022-11-30 20:28:37
Every jar of peanut butter must be at least 90% peanuts,3,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.451,135,555076.2999999523,q,S,1573.9000000953674,558632.7000000477,HRV,HRV_0283,2022-11-30 20:28:37
Martin Luther King Jr. ,4,What civil rights leader did Dorothy Parker leave the bulk of her estate to?,149,0.913,136,558632.7999999523,q,S,1561.6000001430511,561635.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
Near Alaska,4,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,1.3,137,561635.7999999523,q,S,2142.4000000953674,565592.0,HRV,HRV_0283,2022-11-30 20:28:37
The U.S. Air Force,6,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,161,1.644,138,565592.0,q,S,1865.9000000953674,569625.5999999046,HRV,HRV_0283,2022-11-30 20:28:37
Saffron,5,What is the most expensive spice (by weight) in the world?,431,1.544,139,569625.5999999046,q,S,1512.8000001907349,573214.7999999523,HRV,HRV_0283,2022-11-30 20:28:37
