Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Mice,3,"After humans, what's the worlds most abundant mammal species?",16,0.718,0,2760.3000000715256,q,S,3912.0,7920.900000095367,HRV,HRV_0214,2022-11-30 18:58:57
A sneeze,7,The air expelled from what can travel at 100 mph?,90,1.012,1,7921.0,q,S,4774.900000095367,14242.200000047684,HRV,HRV_0214,2022-11-30 18:58:57
Apple sauce,7,What was the first food eaten in space?,435,0.74,2,14242.300000071526,q,S,3080.899999976158,18586.200000047684,HRV,HRV_0214,2022-11-30 18:58:57
Liberia,6,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,0.862,3,18586.300000071526,q,S,4478.600000023842,24461.800000071526,HRV,HRV_0214,2022-11-30 18:58:57
Martin Luther King Jr. ,3,Who won the Nobel Peace Prize in 1964? ,386,1.2,4,24461.800000071526,q,S,2235.2999999523163,28411.200000047684,HRV,HRV_0214,2022-11-30 18:58:57
Gary Busey,5,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,0.72,5,28411.300000071526,q,S,4143.0,33798.90000009537,HRV,HRV_0214,2022-11-30 18:58:57
Kansas City ,5,The first suburban shopping center in the U.S. was established in what city?,99,1.763,6,33798.90000009537,q,S,3873.2999999523163,39973.90000009537,HRV,HRV_0214,2022-11-30 18:58:57
Poland,4,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.498,7,39973.90000009537,q,S,4645.799999952316,46645.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
American Beauty,5,What Oscar-winning Best Picture is named for a type of rose? ,240,1.092,8,46645.60000002384,q,S,2972.3000000715256,51227.700000047684,HRV,HRV_0214,2022-11-30 18:58:57
A Cheeta born in 1932,1,Who is the world's oldest (non-human) primate on record?  ,369,1.69,9,51227.800000071526,q,S,3322.7999999523163,56769.800000071526,HRV,HRV_0214,2022-11-30 18:58:57
Prussian Blue ,3,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,0.762,10,56769.90000009537,q,S,4394.899999976158,62455.200000047684,HRV,HRV_0214,2022-11-30 18:58:57
Fiber is the gut bacteria's preferred fuel source. ,7,What food is most beneficial for your gut bacteria?,458,1.692,11,62455.300000071526,q,S,2064.399999976158,66739.30000007153,HRV,HRV_0214,2022-11-30 18:58:57
Social Security,6,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.768,12,66739.30000007153,q,S,3854.0,72893.5,HRV,HRV_0214,2022-11-30 18:58:57
I'm a Believer ,4,What Monkees number one hit was written by a young Neil Diamond? ,233,1.448,13,72893.60000002384,q,S,3041.600000023842,77922.40000009537,HRV,HRV_0214,2022-11-30 18:58:57
Grover Cleveland ,7,Who was the only U.S. president to have been married in the White House? ,385,1.403,14,77922.40000009537,q,S,3286.1999999284744,83135.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
8 Mile Road ,3,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?",254,1.351,15,83135.70000004768,q,S,4866.100000023842,89883.10000002384,HRV,HRV_0214,2022-11-30 18:58:57
Dorito is Spanish for little golden things,2,What does Dorito actually mean?,434,0.51,16,89883.10000002384,q,S,3021.5,93939.0,HRV,HRV_0214,2022-11-30 18:58:57
Come by her,1,"The title of the song ""Kumbaya"" is actually a distortion of what three-word phrase?",106,0.604,17,93939.20000004768,q,S,3121.399999976158,98199.0,HRV,HRV_0214,2022-11-30 18:58:57
Untethered space walk,2,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,1.947,18,98199.10000002384,q,S,3815.8000000715256,104483.70000004768,HRV,HRV_0214,2022-11-30 18:58:57
Germany,2,Which European country was the first to produce decaffeinated coffee? ,412,0.762,19,104483.80000007153,q,S,3053.100000023842,108807.70000004768,HRV,HRV_0214,2022-11-30 18:58:57
Pen(n)sylvania ,2,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,0.782,20,108807.80000007153,q,S,5168.100000023842,115273.0,HRV,HRV_0214,2022-11-30 18:58:57
Uncle Tom's Cabin ,2,What was the first American novel to sell one million copies? ,281,1.891,21,115273.0,q,S,3690.600000023842,121375.5,HRV,HRV_0214,2022-11-30 18:58:57
Bed ,6,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,0.577,22,121375.5,q,S,4631.700000047684,127117.5,HRV,HRV_0214,2022-11-30 18:58:57
Silicon,7,What element is combined with oxygen to make up the mineral quartz?,269,1.228,23,127117.5,q,S,3296.4000000953674,132164.70000004768,HRV,HRV_0214,2022-11-30 18:58:57
The budgerigar,6,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",244,1.363,24,132164.70000004768,q,S,3762.2999999523163,137820.5,HRV,HRV_0214,2022-11-30 18:58:57
Matches,1,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.042,25,137820.60000002384,q,S,4894.600000023842,144289.10000002384,HRV,HRV_0214,2022-11-30 18:58:57
Medicine,1,What industry uses 20% of China's harvested plants?  ,188,0.632,26,144289.10000002384,q,S,4108.300000071526,149559.40000009537,HRV,HRV_0214,2022-11-30 18:58:57
Coca-cola,3,What popular drink was first marketed as a brain tonic?,405,1.436,27,149559.5,q,S,2541.9000000953674,154065.0,HRV,HRV_0214,2022-11-30 18:58:57
ZZ Top,2,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,0.765,28,154065.0,q,S,4438.400000095367,159796.80000007153,HRV,HRV_0214,2022-11-30 18:58:57
Paris,1,"What city is home to the world's very first pet cemetery, in which Rin Tin Tin is buried?",148,0.627,29,159796.80000007153,q,S,5233.799999952316,166187.80000007153,HRV,HRV_0214,2022-11-30 18:58:57
coca-cola,4,Which famous soft drink was invented in 1892?,425,1.413,30,166187.90000009537,q,S,2503.5,170615.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
Mountain Dew,3,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.035,31,170615.60000002384,q,S,4890.200000047684,177069.40000009537,HRV,HRV_0214,2022-11-30 18:58:57
chickpeas,6,What is used to make hummus?,424,0.894,32,177069.5,q,S,3896.0,182394.0,HRV,HRV_0214,2022-11-30 18:58:57
Bling bling ,5,What term does rapper B.G. say he wishes he'd patented when he used it for the title of his massive 1999 hit?,264,0.964,33,182394.0,q,S,4301.700000047684,188185.5,HRV,HRV_0214,2022-11-30 18:58:57
Butt,7,The adjective callipygian refers to someone who has a beautiful what? ,88,0.609,34,188185.60000002384,q,S,3747.3000000715256,193073.10000002384,HRV,HRV_0214,2022-11-30 18:58:57
Snoopy's,1,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,0.7,35,193073.10000002384,q,S,4653.5,198950.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
Orca (Killer Whale) ,4,Which is the largest species of dolphin? ,343,1.873,36,198950.60000002384,q,S,2492.100000023842,203831.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
The Mini Cooper,6,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.593,37,203831.60000002384,q,S,4726.0,210673.90000009537,HRV,HRV_0214,2022-11-30 18:58:57
Hawaii,7,Where is the only royal palace in the United States? ,321,0.587,38,210674.0,q,S,2920.2000000476837,214690.10000002384,HRV,HRV_0214,2022-11-30 18:58:57
honey,3,Which is the only food that can never go off or go bad?,442,1.524,39,214690.10000002384,q,S,5413.0,222145.5,HRV,HRV_0214,2022-11-30 18:58:57
spiced ham,5,What two words were combined to make the word Spam?,426,1.873,40,222145.5,q,S,3711.0,228262.80000007153,HRV,HRV_0214,2022-11-30 18:58:57
Texas,6,"In what state was the U.S.'s first ""Adopt-a-Highway"" program started?",67,1.583,41,228262.80000007153,q,S,2861.399999976158,233239.30000007153,HRV,HRV_0214,2022-11-30 18:58:57
Coca-Cola,3,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.26,42,233239.30000007153,q,S,3673.7999999523163,238703.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
Midnight Cowboy ,6,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,1.032,43,238703.70000004768,q,S,4071.399999976158,244337.80000007153,HRV,HRV_0214,2022-11-30 18:58:57
over 10 billion donuts. ,5,How many donuts are concumed in the US every year?,463,1.946,44,244337.90000009537,q,S,5084.899999976158,251894.80000007153,HRV,HRV_0214,2022-11-30 18:58:57
Rafflesia (corpse lily) ,3,What is the largest flower in the world? ,204,1.737,45,251894.90000009537,q,S,1811.2999999523163,255961.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
Every jar of peanut butter must be at least 90% peanuts,4,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.517,46,255961.60000002384,q,S,5296.800000071526,263302.10000002384,HRV,HRV_0214,2022-11-30 18:58:57
Montenegro,4,What European country is named for the dark-looking Dinaric Alps? ,173,0.646,47,263302.3000000715,q,S,6561.100000023842,271040.3000000715,HRV,HRV_0214,2022-11-30 18:58:57
Columbia,3,What company introduced the first LP record albums?  ,155,1.41,48,271040.3000000715,q,S,4328.899999976158,277296.2000000477,HRV,HRV_0214,2022-11-30 18:58:57
Charles ,6,What river runs through Boston? ,252,0.551,49,277296.2000000477,q,S,3517.7999999523163,281892.10000002384,HRV,HRV_0214,2022-11-30 18:58:57
Orville Wright,4,Who was flying the plane in which the first US airplane fatality occurred? ,377,0.574,50,281892.2000000477,q,S,4515.799999952316,287499.40000009537,HRV,HRV_0214,2022-11-30 18:58:57
Catapult ,4,What artillery weapon was launched upon the world in 400 B.C.?  ,140,1.465,51,287499.8000000715,q,S,4439.799999952316,293938.90000009537,HRV,HRV_0214,2022-11-30 18:58:57
The I Ching,4,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,1.649,52,293939.10000002384,q,S,4583.399999976158,300695.10000002384,HRV,HRV_0214,2022-11-30 18:58:57
Odor Eaters ,1,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,248,1.522,53,300695.10000002384,q,S,5075.399999976158,307830.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
It causes sour foods subsequently consumed to taste sweet. ,1,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.037,54,307830.7000000477,q,S,2792.0,312176.7000000477,HRV,HRV_0214,2022-11-30 18:58:57
New York,4,Which state has the zip code 12345?,354,1.049,55,312176.7000000477,q,S,1627.5,315383.5,HRV,HRV_0214,2022-11-30 18:58:57
The dodo,4,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,1.102,56,315383.60000002384,q,S,4059.100000023842,321068.8000000715,HRV,HRV_0214,2022-11-30 18:58:57
cheese ,5,What item of food holds the world record for being the most stolen item of food in the world?,444,1.376,57,321068.90000009537,q,S,5355.099999904633,328329.3000000715,HRV,HRV_0214,2022-11-30 18:58:57
Antawn Jamison ,3,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,1.74,58,328329.3000000715,q,S,2998.899999976158,333587.8000000715,HRV,HRV_0214,2022-11-30 18:58:57
60 fragments per 100 gram ,2,What amount of insects does the FDA allow in chocolate,453,1.294,59,333587.8000000715,q,S,3647.7999999523163,339065.40000009537,HRV,HRV_0214,2022-11-30 18:58:57
Thomas Hardy,7,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",116,0.951,60,339065.40000009537,q,S,4759.099999904633,345297.3000000715,HRV,HRV_0214,2022-11-30 18:58:57
Harmonica,1,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",301,1.461,61,345297.3000000715,q,S,4005.399999976158,351286.8000000715,HRV,HRV_0214,2022-11-30 18:58:57
Robert Lincoln ,2,Who was the only person to be nearby at three different presidential assassinations? ,382,0.746,62,351286.90000009537,q,S,5043.799999952316,357592.90000009537,HRV,HRV_0214,2022-11-30 18:58:57
"the white flesh that houses the seeds, known as the placenta",6,What is the hottest part of a chili?,432,0.796,63,357592.90000009537,q,S,3334.899999976158,362247.60000002384,HRV,HRV_0214,2022-11-30 18:58:57
Arkansas ,3,Where is the only active diamond mine in the U.S.?,320,0.989,64,362247.60000002384,q,S,2517.3000000715256,366277.2000000477,HRV,HRV_0214,2022-11-30 18:58:57
