Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
On a Jell-O box,3,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.065,0,2879.600000023842,p,K,3755.1999999284744,8210.600000023842,HRV,HRV_0015,2022-11-30 17:48:00
James Brown,7,"When asked to define ""cool,"" what two words did James Brown use? ",312,1.559,1,8210.899999976158,q,S,2884.899999976158,13179.699999928474,HRV,HRV_0015,2022-11-30 17:48:00
Avocado,5,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.111,2,13179.799999952316,q,S,4007.100000023842,18828.799999952316,HRV,HRV_0015,2022-11-30 17:48:00
Marven (Marvin) Gardens,7,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",229,0.968,3,18828.799999952316,q,S,2927.7000000476837,23251.5,HRV,HRV_0015,2022-11-30 17:48:00
A glacial ridge,6,What is an esker? ,198,1.855,4,23251.5,q,S,2218.7999999523163,27832.399999976158,HRV,HRV_0015,2022-11-30 17:48:00
Draw,3,What does a screever do on a sidewalk? ,167,0.657,5,27832.399999976158,q,S,1938.2000000476837,30947.899999976158,HRV,HRV_0015,2022-11-30 17:48:00
Anne Hathaway,7,What was the name of William Shakespeare's wife?  ,290,1.602,6,30948.100000023842,q,S,2248.0,35337.0,HRV,HRV_0015,2022-11-30 17:48:00
Let's spend some time together,1,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,1.636,7,35337.0,q,S,2409.600000023842,39899.5,HRV,HRV_0015,2022-11-30 17:48:00
It sits beside the Finger Lakes ,3,"Why is Oneida Lake, near Syracuse, New York, sometimes called ""the thumb""?",393,1.111,8,39899.60000002384,q,S,2509.2999999523163,44041.60000002384,HRV,HRV_0015,2022-11-30 17:48:00
Butterfly,2,The Admiral is which type of insect? ,89,0.689,9,44041.89999997616,q,S,1542.2000000476837,46809.0,HRV,HRV_0015,2022-11-30 17:48:00
Rat,3,Which animal can go longer without water than a camel can? ,323,1.134,10,46809.0,q,S,2504.100000023842,50961.89999997616,HRV,HRV_0015,2022-11-30 17:48:00
Mickey Finn,7,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,241,1.956,11,50962.0,q,S,2120.2999999523163,55557.299999952316,HRV,HRV_0015,2022-11-30 17:48:00
Bolivia,4,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.902,12,55557.39999997616,q,S,2883.0,60873.89999997616,HRV,HRV_0015,2022-11-30 17:48:00
Eddie Van Halen,7,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,1.036,13,60874.0,q,S,2608.6999999284744,65045.0,HRV,HRV_0015,2022-11-30 17:48:00
Temple Prostitute,1,"Anciently, what was the job description of a ""hierodule""?",21,0.578,14,65045.0,q,S,1522.6000000238419,67659.0,HRV,HRV_0015,2022-11-30 17:48:00
Dorito is Spanish for little golden things,6,What does Dorito actually mean?,434,1.806,15,67659.10000002384,q,S,1858.0999999046326,71851.5,HRV,HRV_0015,2022-11-30 17:48:00
Bed ,7,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,0.739,16,71851.60000002384,q,S,3594.0,76696.10000002384,HRV,HRV_0015,2022-11-30 17:48:00
Avocados have twice the amount of potassium as bananas. ,6,Which fruit has more potassium than bananas?,455,1.308,17,76696.19999992847,q,S,1719.5,80233.89999997616,HRV,HRV_0015,2022-11-30 17:48:00
Saffron,4,What is the most expensive spice (by weight) in the world?,431,1.772,18,80233.89999997616,p,K,3760.7999999523163,86275.0,HRV,HRV_0015,2022-11-30 17:48:00
I'm a Believer ,1,What Monkees number one hit was written by a young Neil Diamond? ,233,0.948,19,86275.10000002384,q,S,2797.1999999284744,90538.0,HRV,HRV_0015,2022-11-30 17:48:00
Gilbert Van Camp ,2,What Indianapolis grocer made his name by selling canned pork and beans to U.S. troops during the Civil War?,187,1.752,20,90538.0,q,S,3613.7999999523163,96424.39999997616,HRV,HRV_0015,2022-11-30 17:48:00
Japan,4,Where is the longest suspension bridge? ,319,1.213,21,96424.39999997616,q,S,2088.100000023842,100248.79999995232,HRV,HRV_0015,2022-11-30 17:48:00
Adding olive juice,4,What turns a plain martini into a dirty martini?,440,1.561,22,100248.89999997616,q,S,1953.3999999761581,104290.79999995232,HRV,HRV_0015,2022-11-30 17:48:00
As Good As It Gets ,4,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?",218,0.927,23,104290.89999997616,q,S,2830.100000023842,108573.69999992847,HRV,HRV_0015,2022-11-30 17:48:00
Throat,6,Where in the human body is the only bone that is not jointed to another?  ,317,0.656,24,108573.79999995232,q,S,3140.7000000476837,112898.10000002384,HRV,HRV_0015,2022-11-30 17:48:00
Holy Roman Emperor Henry IV ,3,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,1.106,25,112898.19999992847,q,S,2803.3000000715256,117338.39999997616,HRV,HRV_0015,2022-11-30 17:48:00
The Netherlands,6,In 1568 the Catholic Church sentenced the entire population of which nation to death as heretics?,47,1.893,26,117338.39999997616,q,S,3700.899999976158,123458.69999992847,HRV,HRV_0015,2022-11-30 17:48:00
