Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Every jar of peanut butter must be at least 90% peanuts,2,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.513,0,3085.8000000044703,q,S,1881.1000000014901,6988.5,HRV,HRV_0138,2022-11-30 18:14:33
Bacon,2,"In Britain, what kind of meat comes in rashers?",397,1.667,1,6988.60000000149,q,S,1851.0,11015.60000000149,HRV,HRV_0138,2022-11-30 18:14:33
The Discovery,4,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,352,1.895,2,11015.70000000298,q,S,1724.7000000029802,15147.60000000149,HRV,HRV_0138,2022-11-30 18:14:33
Choking on food,5,"Each year, approximately 125 people die of what? ",417,0.978,3,15147.60000000149,q,S,2217.60000000149,18847.70000000298,HRV,HRV_0138,2022-11-30 18:14:33
Cheetah,5,Which is the only cat that cannot retract its claws? ,344,1.523,4,18847.80000000447,q,S,2747.6999999955297,23629.10000000149,HRV,HRV_0138,2022-11-30 18:14:33
OutKast,5,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,1.276,5,23629.10000000149,q,S,2984.89999999851,28397.40000000596,HRV,HRV_0138,2022-11-30 18:14:33
On a Jell-O box,2,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.374,6,28397.40000000596,q,S,1715.2999999970198,32000.60000000149,HRV,HRV_0138,2022-11-30 18:14:33
Sic semper tyrannis ,4,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,0.856,7,32000.70000000298,q,S,1842.6000000014901,35207.0,HRV,HRV_0138,2022-11-30 18:14:33
Mushrooms which have been exposed to light,4,What is the only non-animal natural source of vitamin D?,459,1.217,8,35207.10000000149,q,S,2508.2000000029802,39441.70000000298,HRV,HRV_0138,2022-11-30 18:14:33
Orca (Killer Whale) ,2,Which is the largest species of dolphin? ,343,1.02,9,39441.80000000447,q,S,2406.39999999851,43376.60000000149,HRV,HRV_0138,2022-11-30 18:14:33
Bolivia,2,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.077,10,43376.60000000149,q,S,2743.0,47699.90000000596,HRV,HRV_0138,2022-11-30 18:14:33
Boston Tea Party,6,"The Dartmouth, the Eleanor,  and the Beaver were the three ships on which what famous event from American history occurred?",94,1.363,11,47699.90000000596,q,S,3378.89999999851,52951.40000000596,HRV,HRV_0138,2022-11-30 18:14:33
a spit,7,"If something is described as rotisserie, what has it been cooked on?",428,1.652,12,52951.40000000596,q,S,1590.8999999985099,56704.5,HRV,HRV_0138,2022-11-30 18:14:33
Criss-Cross ,4,What was the game of Scrabble originally called? ,286,1.146,13,56704.60000000149,q,S,2498.2000000029802,60857.80000000447,HRV,HRV_0138,2022-11-30 18:14:33
Death,4,"In ancient Egypt, what was the penalty for killing a cat?",58,1.864,14,60857.90000000596,q,S,2966.6999999955297,66196.70000000298,HRV,HRV_0138,2022-11-30 18:14:33
Echinoderms,2,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",85,0.537,15,66196.80000000447,q,S,2814.0,70056.40000000596,HRV,HRV_0138,2022-11-30 18:14:33
The crust and the mantle,6,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,0.513,16,70056.40000000596,q,S,2877.1999999955297,73953.20000000298,HRV,HRV_0138,2022-11-30 18:14:33
Dutch Oven,7,"What kind of ""oven"" is the official state cooking pot of Utah? ",220,1.616,17,73953.20000000298,q,S,3037.0,79110.10000000149,HRV,HRV_0138,2022-11-30 18:14:33
Peter Pan ,2,What was the first English play to be written especially for children? ,283,1.071,18,79110.10000000149,q,S,2518.8000000044703,83204.30000000447,HRV,HRV_0138,2022-11-30 18:14:33
Avocado,1,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.366,19,83204.30000000447,q,S,1725.1000000014901,86803.80000000447,HRV,HRV_0138,2022-11-30 18:14:33
India,5,What's the only country outside Africa where lions still live in the wild?  ,307,1.186,20,86803.80000000447,q,S,1940.7999999970198,90438.80000000447,HRV,HRV_0138,2022-11-30 18:14:33
Frog,6,Certain types of which animal can be frozen solid and then continue living once thawed?,30,1.105,21,90438.80000000447,q,S,1658.6999999955297,93711.80000000447,HRV,HRV_0138,2022-11-30 18:14:33
Smoke,1,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",52,0.812,22,93711.80000000447,q,S,1731.5,96763.80000000447,HRV,HRV_0138,2022-11-30 18:14:33
Liberia,1,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,1.631,23,96763.80000000447,q,S,3361.1999999955297,102262.60000000149,HRV,HRV_0138,2022-11-30 18:14:33
Luge,6,What sports term is the shortest word ever to decide the National Spelling Bee?   ,261,1.791,24,102262.60000000149,q,S,2062.2000000029802,106625.40000000596,HRV,HRV_0138,2022-11-30 18:14:33
Theodore Roosevelt ,7,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,0.537,25,106625.5,q,S,1671.7000000029802,109347.5,HRV,HRV_0138,2022-11-30 18:14:33
Dragees,3,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.388,26,109347.5,q,S,1509.5,112755.30000000447,HRV,HRV_0138,2022-11-30 18:14:33
popscicle,5,What food was invented by an 11 year old in 1905?,450,0.886,27,112755.30000000447,q,S,1632.1000000014901,115780.10000000149,HRV,HRV_0138,2022-11-30 18:14:33
