Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Anaconda,4,Which species of snake gives birth to its young instead of laying eggs?  ,353,1.388,0,3928.300000011921,q,S,2149.300000011921,7976.0,HRV,HRV_0020,2022-11-30 17:48:28
pastry,1,Choux and filo are two types of what food product?,446,1.585,1,7976.0,p,K,2881.300000011921,12951.200000017881,HRV,HRV_0020,2022-11-30 17:48:28
The dodo,6,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,1.15,2,12951.40000000596,q,S,2415.800000011921,17024.0,HRV,HRV_0020,2022-11-30 17:48:28
University of Phoenix,7,"What school has the most students over age 25, according to U.S. News & World Report?",256,1.099,3,17024.0,q,S,1887.4000000059605,20519.100000023842,HRV,HRV_0020,2022-11-30 17:48:28
George Marshall,4,What future secretary of state became America's first five-star general in December 1944? ,181,1.555,4,20519.30000001192,q,S,2843.4000000059605,25432.0,HRV,HRV_0020,2022-11-30 17:48:28
Camel,3,Which animal's milk does not curdle? ,328,1.267,5,25432.0,q,S,2335.5,29542.90000000596,HRV,HRV_0020,2022-11-30 17:48:28
Woodrow Wilson,2,Which U.S. president's home was named Shadow Lawn?,356,1.104,6,29543.0,q,S,1741.5,32896.20000001788,HRV,HRV_0020,2022-11-30 17:48:28
Albert Einstein,7,Who beat out FDR and Gandhi to be named Time's Person of the Century in 1999? ,361,1.969,7,32896.30000001192,q,S,2074.199999988079,37448.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
cooking,5,"If you suffer from Mageirocophobia, what are you scared of?",438,1.111,8,37448.20000001788,q,S,2298.699999988079,41375.60000002384,HRV,HRV_0020,2022-11-30 17:48:28
A wiki,7,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",225,1.453,9,41375.80000001192,q,S,2150.800000011921,45488.0,HRV,HRV_0020,2022-11-30 17:48:28
Midnight Cowboy ,4,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,1.355,10,45488.20000001788,q,S,2479.699999988079,49831.5,HRV,HRV_0020,2022-11-30 17:48:28
Ampersand (&),7,"What began as a ligature of the letters ""e"" and ""t""?",144,1.5,11,49831.60000002384,q,S,2910.7999999821186,54752.40000000596,HRV,HRV_0020,2022-11-30 17:48:28
Joeys,3,What are infant marsupials called?  ,135,0.813,12,54752.5,p,K,2253.9000000059605,58328.0,HRV,HRV_0020,2022-11-30 17:48:28
Mountain Dew,5,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.683,13,58328.10000002384,q,S,3498.399999976158,64023.60000002384,HRV,HRV_0020,2022-11-30 17:48:28
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,5,What is the most fattening product in the modern diet?,457,1.258,14,64023.60000002384,q,S,1767.2999999821186,67559.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
George H.W. Bush ,5,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,0.973,15,67559.80000001192,p,K,3003.199999988079,72047.90000000596,HRV,HRV_0020,2022-11-30 17:48:28
Oregon ,6,"The world's smallest park, measuring two feet in diameter, is located in what U.S. state? ",112,0.841,16,72048.10000002384,q,S,3093.699999988079,76495.40000000596,HRV,HRV_0020,2022-11-30 17:48:28
The Mona Lisa,2,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,1.341,17,76495.5,q,S,2954.4000000059605,81294.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
Bolivia,4,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,0.663,18,81294.90000000596,q,S,2792.5,85255.20000001788,HRV,HRV_0020,2022-11-30 17:48:28
A paper clip,5,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?",49,1.947,19,85255.30000001192,q,S,2170.0999999940395,89880.40000000596,HRV,HRV_0020,2022-11-30 17:48:28
Thrust,6,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,0.523,20,89880.40000000596,q,S,3206.300000011921,94119.90000000596,HRV,HRV_0020,2022-11-30 17:48:28
Thomas Hardy,5,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",116,1.636,21,94119.90000000596,q,S,2694.4000000059605,98958.60000002384,HRV,HRV_0020,2022-11-30 17:48:28
Bed ,6,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.21,22,98958.70000001788,p,K,2726.5,103407.90000000596,HRV,HRV_0020,2022-11-30 17:48:28
The paper clip,2,"""Gem"" is the trade name for the most common, three-loop design of what?",4,0.825,23,103408.0,q,S,2639.2000000178814,107383.0,HRV,HRV_0020,2022-11-30 17:48:28
The sky,1,The Linke Scale is used to measure the blueness of what?,101,1.224,24,107383.0,q,S,2279.5,111400.30000001192,HRV,HRV_0020,2022-11-30 17:48:28
Fiber is the gut bacteria's preferred fuel source. ,4,What food is most beneficial for your gut bacteria?,458,0.991,25,111400.40000000596,q,S,1648.800000011921,114543.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
Ciabatta,5,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,0.701,26,114543.80000001192,q,S,3282.9000000059605,119039.0,HRV,HRV_0020,2022-11-30 17:48:28
United States,5,In which country is it most common for divers to be attacked by sharks?,68,1.667,27,119039.0,q,S,3585.9000000059605,124798.5,HRV,HRV_0020,2022-11-30 17:48:28
The old-fashioned,2,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.473,28,124798.5,q,S,2833.2000000178814,129614.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
Bhutan,5,"Thimpu, the world's only capital city with no traffic lights, is the capital of what tiny kingdom?",114,0.802,29,129614.90000000596,q,S,2068.300000011921,132999.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
Blue,4,Lobster blood is what color?,73,1.587,30,132999.80000001192,q,S,1642.5,136743.20000001788,HRV,HRV_0020,2022-11-30 17:48:28
Aerie,3,What name is given to an eagle's nest?   ,235,1.944,31,136743.20000001788,p,K,1847.7999999821186,141048.20000001788,HRV,HRV_0020,2022-11-30 17:48:28
Condoleeza (con dolcezza) Rice ,6,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",390,1.638,32,141048.30000001192,q,S,1897.0,145095.20000001788,HRV,HRV_0020,2022-11-30 17:48:28
The Mini Cooper,1,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.236,33,145095.30000001192,q,S,2015.0999999940395,148855.5,HRV,HRV_0020,2022-11-30 17:48:28
Saffron,7,What is the most expensive spice (by weight) in the world?,431,1.256,34,148855.5,p,K,1611.800000011921,152240.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
Traffic lights,3,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",113,1.48,35,152240.30000001192,q,S,3229.5,157462.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
Radioactivity,1,What is measured in becquerels? ,201,1.351,36,157462.80000001192,q,S,1530.4000000059605,160856.5,HRV,HRV_0020,2022-11-30 17:48:28
Peanuts ,7,What snack food is an ingredient in the explosive dynamite?  ,408,0.957,37,160856.5,q,S,2155.5,164479.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
Kansas City ,1,The first suburban shopping center in the U.S. was established in what city?,99,0.638,38,164479.10000002384,q,S,2277.399999976158,167903.5,HRV,HRV_0020,2022-11-30 17:48:28
The bishop,7,Which chess piece was originally called 'the elephant'? ,334,0.606,39,167903.60000002384,q,S,2015.2999999821186,171031.20000001788,HRV,HRV_0020,2022-11-30 17:48:28
Gilbert Van Camp ,3,What Indianapolis grocer made his name by selling canned pork and beans to U.S. troops during the Civil War?,187,0.886,40,171031.30000001192,q,S,3949.800000011921,176374.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
Air bags,7,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,0.951,41,176374.80000001192,q,S,3032.5,180864.0,HRV,HRV_0020,2022-11-30 17:48:28
Snoopy's,3,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,1.37,42,180864.0,p,K,2980.7000000178814,185726.70000001788,HRV,HRV_0020,2022-11-30 17:48:28
PayPal,5,YouTube.com is the brainchild of three former employees of what other major website? ,396,1.293,43,185726.70000001788,q,S,2066.0,189590.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
A castrated rooster,7,What is a capon?  ,193,0.619,44,189590.80000001192,q,S,1896.300000011921,192615.60000002384,HRV,HRV_0020,2022-11-30 17:48:28
Dorito is Spanish for little golden things,7,What does Dorito actually mean?,434,0.891,45,192615.60000002384,q,S,2498.5999999940395,196518.70000001788,HRV,HRV_0020,2022-11-30 17:48:28
Coca-Cola,4,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,1.366,46,196518.70000001788,q,S,1653.9000000059605,200046.70000001788,HRV,HRV_0020,2022-11-30 17:48:28
Everything ,6,Pantophobia is the fear of what?,79,1.881,47,200046.80000001192,q,S,1796.5999999940395,204238.70000001788,HRV,HRV_0020,2022-11-30 17:48:28
"the Red Hot Chili Peppers, followed closely by Meatloaf",2,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,0.652,48,204238.70000001788,q,S,3329.7999999821186,208726.90000000596,HRV,HRV_0020,2022-11-30 17:48:28
Frog,2,Certain types of which animal can be frozen solid and then continue living once thawed?,30,1.109,49,208726.90000000596,p,K,3403.5,213750.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
Vietnam,5,"In what country did the domesticated ""potbellied pig"" originate?",61,0.702,50,213750.80000001192,p,K,3948.300000011921,218911.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
Juvenile deliquent,2,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,163,1.551,51,218911.10000002384,q,S,2293.399999976158,223264.20000001788,HRV,HRV_0020,2022-11-30 17:48:28
Prairie dogs,2,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,1.686,52,223264.20000001788,q,S,3251.699999988079,228712.0,HRV,HRV_0020,2022-11-30 17:48:28
Jamaica Bay,5,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",226,0.735,53,228712.0,q,S,3536.600000023842,233496.0,HRV,HRV_0020,2022-11-30 17:48:28
Let's spend some time together,1,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,0.809,54,233496.0,q,S,3148.7000000178814,237967.80000001192,HRV,HRV_0020,2022-11-30 17:48:28
A Spoonful of Sugar ,1,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,0.598,55,237967.80000001192,q,S,2844.699999988079,241919.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
Adam,6,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,162,1.965,56,241919.10000002384,q,S,3886.0999999940395,248279.40000000596,HRV,HRV_0020,2022-11-30 17:48:28
Claudius,5,Which Roman emperor had a speech impediment?  ,351,0.785,57,248279.40000000596,p,K,2485.9000000059605,252063.60000002384,HRV,HRV_0020,2022-11-30 17:48:28
Tears,7,"At 6-8 weeks, babies start producing what? ",23,0.619,58,252063.60000002384,q,S,4248.899999976158,257439.5,HRV,HRV_0020,2022-11-30 17:48:28
The Leek ,2,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",145,0.722,59,257439.5,p,K,2931.7000000178814,261608.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
Plumbing,5,"What common English word derives from the Latin for ""lead"", for the Roman practice of making water pipes out of lead?",153,1.401,60,261608.10000002384,q,S,3030.2999999821186,266551.90000000596,HRV,HRV_0020,2022-11-30 17:48:28
Pen(n)sylvania ,7,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,1.188,61,266551.90000000596,q,S,4054.800000011921,272304.60000002384,HRV,HRV_0020,2022-11-30 17:48:28
Avocados have twice the amount of potassium as bananas. ,7,Which fruit has more potassium than bananas?,455,1.646,62,272304.60000002384,q,S,1935.7999999821186,276391.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
Ginseng ,3,"What plant takes its name for the Chinese words for ""man root""? ",245,1.799,63,276391.10000002384,p,K,3477.0,282183.3000000119,HRV,HRV_0020,2022-11-30 17:48:28
Temple Prostitute,1,"Anciently, what was the job description of a ""hierodule""?",21,0.62,64,282183.3000000119,q,S,3224.9000000059605,286535.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
St. Louis Gateway Arch ,1,"Which famous American landmark is officially called ""The Jefferson National Expansion Memorial""? ",341,1.35,65,286535.10000002384,q,S,4594.0999999940395,292982.8000000119,HRV,HRV_0020,2022-11-30 17:48:28
All in the Family ,5,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",311,1.305,66,292982.90000000596,q,S,1598.7000000178814,296399.3000000119,HRV,HRV_0020,2022-11-30 17:48:28
Ronin,5,"What Japanese word for ""wave person"" refers to a masterless samurai?  ",219,1.831,67,296399.3000000119,q,S,1989.699999988079,300735.0,HRV,HRV_0020,2022-11-30 17:48:28
Haddock,6,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.224,68,300735.0,q,S,3532.7000000178814,306007.8000000119,HRV,HRV_0020,2022-11-30 17:48:28
J,4,What's the only letter that doesn't appear in the periodic table of elements?,309,1.402,69,306007.90000000596,q,S,2757.5,310678.60000002384,HRV,HRV_0020,2022-11-30 17:48:28
Sixteenth,6,Which Constitutional Amendment deals with the income tax? ,336,1.585,70,310678.60000002384,q,S,2210.5999999940395,314984.5,HRV,HRV_0020,2022-11-30 17:48:28
Echinoderms,3,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",85,1.98,71,314984.60000002384,q,S,1788.0999999940395,319263.3000000119,HRV,HRV_0020,2022-11-30 17:48:28
honey,7,Which is the only food that can never go off or go bad?,442,1.117,72,319263.40000000596,p,K,2850.300000011921,323735.3000000119,HRV,HRV_0020,2022-11-30 17:48:28
Criss-Cross ,5,What was the game of Scrabble originally called? ,286,1.646,73,323735.3000000119,q,S,2918.300000011921,328808.2000000179,HRV,HRV_0020,2022-11-30 17:48:28
Choking on food,6,"Each year, approximately 125 people die of what? ",417,1.815,74,328808.2000000179,q,S,1684.2999999821186,332816.2000000179,HRV,HRV_0020,2022-11-30 17:48:28
The popsicle,7,Which popular treat was invented by an 11-year-old in California? ,413,1.706,75,332816.2000000179,q,S,1839.699999988079,336872.2000000179,HRV,HRV_0020,2022-11-30 17:48:28
George Orwell ,1,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,0.756,76,336872.2000000179,q,S,4542.0999999940395,342680.0,HRV,HRV_0020,2022-11-30 17:48:28
Utah,4,"What US state advertised ""The Greatest Snow on Earth"" on its license plates? ",273,1.138,77,342680.10000002384,q,S,2081.699999988079,346406.60000002384,HRV,HRV_0020,2022-11-30 17:48:28
Violin,4,What instrument was invented to sound like a human singing? ,189,1.426,78,346406.60000002384,p,K,2032.5999999940395,350376.40000000596,HRV,HRV_0020,2022-11-30 17:48:28
Pancreas,1,In what organ of the body would you find the islets of Langerhans and the duct of Wirsung? ,66,1.747,79,350376.40000000596,q,S,3988.5,356623.3000000119,HRV,HRV_0020,2022-11-30 17:48:28
spiced ham,7,What two words were combined to make the word Spam?,426,1.995,80,356623.3000000119,p,K,3366.199999988079,362495.40000000596,HRV,HRV_0020,2022-11-30 17:48:28
Chitty Chitty Bang Bang ,1,What was the only children's story ever published by James Bond creator Ian Fleming? ,292,0.87,81,362495.5,q,S,1860.300000011921,365736.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
The budgerigar,3,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",244,1.832,82,365736.40000000596,q,S,3996.5,372079.5,HRV,HRV_0020,2022-11-30 17:48:28
Eisenhower ,5,Who was president when the first U.S. presidential news conference was filmed for TV?,378,1.67,83,372079.5,q,S,5207.5,379463.3000000119,HRV,HRV_0020,2022-11-30 17:48:28
Mushrooms which have been exposed to light,3,What is the only non-animal natural source of vitamin D?,459,0.644,84,379463.3000000119,q,S,1602.699999988079,382223.3000000119,HRV,HRV_0020,2022-11-30 17:48:28
A sneeze,4,The air expelled from what can travel at 100 mph?,90,1.042,85,382223.3000000119,q,S,3151.0,386927.8000000119,HRV,HRV_0020,2022-11-30 17:48:28
An ostrich egg yolk ,5,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,183,1.875,86,386927.90000000596,q,S,4382.800000011921,393695.0,HRV,HRV_0020,2022-11-30 17:48:28
Latex. This is known as the latex-fruit syndrome. ,1,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.356,87,393695.10000002384,q,S,4974.699999988079,400534.8000000119,HRV,HRV_0020,2022-11-30 17:48:28
Rhesus antigens (Rh or RhD),3,"What is absent in ""negative"" blood types like O negative and AB negative? ",196,1.871,88,400534.8000000119,q,S,2906.5,405823.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
The La Brea tar pits ,6,"A California Chumash Indian woman, who appears to have been killed by a blow to the head 9,000 years ago, is the only human ever to be found where?",7,0.845,89,405823.10000002384,q,S,3888.7999999821186,411063.0,HRV,HRV_0020,2022-11-30 17:48:28
Michael Dell,5,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,1.62,90,411063.10000002384,q,S,3443.399999976158,416639.10000002384,HRV,HRV_0020,2022-11-30 17:48:28
Stratosphere,3,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,1.05,91,416639.10000002384,q,S,2064.199999988079,420263.2000000179,HRV,HRV_0020,2022-11-30 17:48:28
The Ritz (Hotel),5,"F. Scott Fitzgerald wrote a famous short story about ""A Diamond as Big as"" what New York landmark?",39,1.801,92,420263.2000000179,q,S,2254.699999988079,424832.0,HRV,HRV_0020,2022-11-30 17:48:28
Lolita by Vladimir Nabokov,6,"""Don't Stand So Close to Me"" by the Police was inspired by what literary work?",3,1.808,93,424832.0,q,S,1866.1000000238419,429016.5,HRV,HRV_0020,2022-11-30 17:48:28
