Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Yahoo!,4,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,1.592,0,2610,q,S,2930.0,7647,HRV,HRV_0142,2022-11-30 18:11:53
Russia,1,Which country has the most public libraries?  ,339,1.769,1,7647,q,S,3646.0,13580,HRV,HRV_0142,2022-11-30 18:11:53
Andy Kaufman,6,Who was banned from Saturday Night Live by viewer phone vote in 1982? ,376,0.533,2,13580,q,S,7929.0,22566,HRV,HRV_0142,2022-11-30 18:11:53
What do women want? ,1,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,1.545,3,22566,q,S,3350.0,27989,HRV,HRV_0142,2022-11-30 18:11:53
Paris,3,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",86,0.733,4,27989,q,S,3752.0,33014,HRV,HRV_0142,2022-11-30 18:11:53
Cricket,1,"What sport used the term ""home run"" long before baseball?  ",260,1.394,5,33014,q,S,2982.0,37912,HRV,HRV_0142,2022-11-30 18:11:53
Eric the Red,4,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",12,0.73,6,37912,q,S,2300.0,41470,HRV,HRV_0142,2022-11-30 18:11:53
George Marshall,6,What future secretary of state became America's first five-star general in December 1944? ,181,1.294,7,41470,q,S,6047.0,49344,HRV,HRV_0142,2022-11-30 18:11:53
Rafflesia (corpse lily) ,7,What is the largest flower in the world? ,204,0.773,8,49344,q,S,2388.0,53024,HRV,HRV_0142,2022-11-30 18:11:53
Abraham Lincoln,2,Who was the only U.S. president to also hold a patent for an invention?,384,1.986,9,53024,q,S,2356.0,57891,HRV,HRV_0142,2022-11-30 18:11:53
Walt Disney,7,Which person has been awarded the most Oscars ever? ,349,0.93,10,57891,q,S,2266.0,61609,HRV,HRV_0142,2022-11-30 18:11:53
Prussian Blue ,4,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,1.752,11,61609,q,S,4211.0,68101,HRV,HRV_0142,2022-11-30 18:11:53
Charles Babbage ,3,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.248,12,68101,,,,77624,HRV,HRV_0142,2022-11-30 18:11:53
South America,5,The electric eel is native only to what continent?,96,1.153,13,77624,q,S,2156.0,81470,HRV,HRV_0142,2022-11-30 18:11:53
over 10 billion donuts. ,4,How many donuts are concumed in the US every year?,463,0.732,14,81470,q,S,1926.0,84645,HRV,HRV_0142,2022-11-30 18:11:53
Ripe cranerries bounce when dropped on the ground,5,How do farmers test whether cranberries are ripe?,452,0.661,15,84645,q,S,2336.0,88167,HRV,HRV_0142,2022-11-30 18:11:53
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,3,Whice fruit is effective than coffee at waking you up in the morning?,454,1.871,16,88167,q,S,4253.0,94820,HRV,HRV_0142,2022-11-30 18:11:53
Dragees,3,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,0.939,17,94820,q,S,3721.0,100003,HRV,HRV_0142,2022-11-30 18:11:53
Snoopy's,3,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,0.993,18,100003,q,S,3305.0,104830,HRV,HRV_0142,2022-11-30 18:11:53
The Beatles' Rain ,6,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,0.934,19,104830,q,S,3638.0,109936,HRV,HRV_0142,2022-11-30 18:11:53
Cockroach,3,What animal can live up to a week without its head?,131,0.833,20,109936,q,S,2341.0,113623,HRV,HRV_0142,2022-11-30 18:11:53
Monday,7,The risk of heart attack is highest on which day of the week?,104,1.621,21,113623,q,S,3693.0,119461,HRV,HRV_0142,2022-11-30 18:11:53
Great Britain,5,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,1.148,22,119461,q,S,3808.0,124929,HRV,HRV_0142,2022-11-30 18:11:53
Butterfly,4,The Admiral is which type of insect? ,89,1.143,23,124929,q,S,3187.0,129788,HRV,HRV_0142,2022-11-30 18:11:53
Japan ,5,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,1.759,24,129788,q,S,2753.0,134834,HRV,HRV_0142,2022-11-30 18:11:53
Martin Luther King Jr. ,3,What civil rights leader did Dorothy Parker leave the bulk of her estate to?,149,1.235,25,134834,q,S,3003.0,139596,HRV,HRV_0142,2022-11-30 18:11:53
Nutmeg,6,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.629,26,139596,q,S,3816.0,145574,HRV,HRV_0142,2022-11-30 18:11:53
Avocados have twice the amount of potassium as bananas. ,5,Which fruit has more potassium than bananas?,455,1.41,27,145574,q,S,2367.0,149882,HRV,HRV_0142,2022-11-30 18:11:53
Albert Einstein,4,Who beat out FDR and Gandhi to be named Time's Person of the Century in 1999? ,361,1.831,28,149882,q,S,2290.0,154521,HRV,HRV_0142,2022-11-30 18:11:53
Australia,2,"""Welcome Stranger,"" the largest nugget of gold discovered, weighed 158 pounds and was discovered in what country?",5,1.191,29,154521,q,S,3492.0,159732,HRV,HRV_0142,2022-11-30 18:11:53
a spit,1,"If something is described as rotisserie, what has it been cooked on?",428,1.132,30,159732,q,S,4472.0,165873,HRV,HRV_0142,2022-11-30 18:11:53
Thrust,1,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,1.854,31,165873,q,S,4020.0,172264,HRV,HRV_0142,2022-11-30 18:11:53
