Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Haricot beans,5,Baked beans are made from what type of bean?,443,0.535,0,2741.2999999523163,q,S,3262.300000011921,7062.699999988079,HRV,HRV_0068,2022-11-30 17:54:50
It sits beside the Finger Lakes ,1,"Why is Oneida Lake, near Syracuse, New York, sometimes called ""the thumb""?",393,1.4,1,7062.899999976158,q,S,4929.199999988079,13918.799999952316,HRV,HRV_0068,2022-11-30 17:54:50
Shaving,6,"The average male spends 2,965 hours doing what over the course of his lifetime?",92,0.737,2,13918.799999952316,q,S,4719.400000035763,19894.69999998808,HRV,HRV_0068,2022-11-30 17:54:50
"the white flesh that houses the seeds, known as the placenta",3,What is the hottest part of a chili?,432,1.675,3,19894.799999952316,p,K,3870.600000023842,25966.69999998808,HRV,HRV_0068,2022-11-30 17:54:50
On a Jell-O box,6,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.994,4,25966.799999952316,q,S,6840.900000035763,35318.799999952316,HRV,HRV_0068,2022-11-30 17:54:50
Teapot Dome scandal,4,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,1.089,5,35318.799999952316,q,S,3208.0,40134.799999952316,HRV,HRV_0068,2022-11-30 17:54:50
a spit,4,"If something is described as rotisserie, what has it been cooked on?",428,1.854,6,40134.799999952316,p,K,3941.2000000476837,46446.69999998808,HRV,HRV_0068,2022-11-30 17:54:50
General Electric ,6,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,1.151,7,46446.799999952316,q,S,4540.300000011921,52662.799999952316,HRV,HRV_0068,2022-11-30 17:54:50
Speed of wind,1,What does an anemometer measure? ,168,1.466,8,52662.89999997616,q,S,2567.0,57210.299999952316,HRV,HRV_0068,2022-11-30 17:54:50
Darwin's,6,"For his tenacity, 19th century biologist Thomas Huxley was nicknamed whose ""bulldog""?",40,1.181,9,57210.39999997616,q,S,5316.0,64230.799999952316,HRV,HRV_0068,2022-11-30 17:54:50
Eric the Red,2,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",12,1.804,10,64230.89999997616,q,S,4369.5,70926.69999998808,HRV,HRV_0068,2022-11-30 17:54:50
France,7,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,1.031,11,70926.89999997616,q,S,6839.100000023842,79318.79999995232,HRV,HRV_0068,2022-11-30 17:54:50
There was a pound of every ingredient in the original reciipe. ,2,How did the pound cake get its name?,460,1.886,12,79318.79999995232,q,S,1858.1000000238419,83580.89999997616,HRV,HRV_0068,2022-11-30 17:54:50
Medicine,3,What industry uses 20% of China's harvested plants?  ,188,0.743,13,83580.89999997616,q,S,2028.1000000238419,86878.59999996424,HRV,HRV_0068,2022-11-30 17:54:50
The Discovery,3,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,352,0.973,14,86878.59999996424,q,S,3884.699999988079,92258.79999995232,HRV,HRV_0068,2022-11-30 17:54:50
Gerald Ford ,6,What president was shot while walking to California Governor Jerry Brown's office?  ,247,0.83,15,92258.89999997616,q,S,7733.399999976158,101334.69999998808,HRV,HRV_0068,2022-11-30 17:54:50
