Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Tears,4,"At 6-8 weeks, babies start producing what? ",23,1.292,0,2927.5,q,S,1835.800000011921,6585.899999976158,HRV,HRV_0301,2022-11-30 20:58:08
Jim Lovell,4,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,18,1.531,1,6586.0,q,S,2061.800000011921,10689.800000011921,HRV,HRV_0301,2022-11-30 20:58:08
Yellow,6,What color is insect blood? ,150,1.032,2,10689.800000011921,q,S,2225.199999988079,14468.5,HRV,HRV_0301,2022-11-30 20:58:08
Quotations ,4,What did the letter Q originally stand for in NASDAQ?  ,165,0.952,3,14468.5,q,S,1769.199999988079,17694.30000001192,HRV,HRV_0301,2022-11-30 20:58:08
George H.W. Bush ,1,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.212,4,17694.399999976158,q,S,2100.0,21524.19999998808,HRV,HRV_0301,2022-11-30 20:58:08
Sepia,6,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.813,5,21524.19999998808,q,S,3414.400000035763,27269.5,HRV,HRV_0301,2022-11-30 20:58:08
Giant squid,2,What is the largest creature without a backbone? ,203,1.035,6,27269.5,q,S,3089.699999988079,31935.399999976158,HRV,HRV_0301,2022-11-30 20:58:08
Nuclear Disarmament,1,"The famous ""peace symbol"" was designed to combine the semaphoe positions for N and D. What do the N and D stand for?",97,0.572,7,31935.399999976158,q,S,4328.600000023842,37352.0,HRV,HRV_0301,2022-11-30 20:58:08
OutKast,7,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,0.686,8,37352.10000002384,q,S,2485.2999999523163,41034.80000001192,HRV,HRV_0301,2022-11-30 20:58:08
The Notorious BIG,3,"Who released only a single album during his lifetime, the ominously named Ready to Die? ",373,1.217,9,41034.80000001192,q,S,2719.699999988079,45477.10000002384,HRV,HRV_0301,2022-11-30 20:58:08
Michael Dell,4,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,1.02,10,45477.19999998808,q,S,2433.900000035763,49455.39999997616,HRV,HRV_0301,2022-11-30 20:58:08
Espresso,4,The Italian government regulates the price of what beverage?,399,1.485,11,49455.5,q,S,1762.3999999761581,53222.69999998808,HRV,HRV_0301,2022-11-30 20:58:08
San Francisco Bay ,2,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",142,1.774,12,53222.69999998808,q,S,2372.300000011921,57883.39999997616,HRV,HRV_0301,2022-11-30 20:58:08
The Hardy Boys ,3,"Who solves crimes in Bayport, located on Barmet Bay? ",374,1.789,13,57883.39999997616,q,S,1813.7000000476837,62002.0,HRV,HRV_0301,2022-11-30 20:58:08
The Chesapeake Bay,5,What bay is actually the United States's largest tidal estuary? ,141,1.202,14,62002.10000002384,q,S,2309.699999988079,66043.80000001192,HRV,HRV_0301,2022-11-30 20:58:08
Endeavour ,6,What is the name of the ship that carried Captain Cook to Australia?  ,208,0.843,15,66043.80000001192,q,S,2058.0,69456.30000001192,HRV,HRV_0301,2022-11-30 20:58:08
The popsicle,1,Which popular treat was invented by an 11-year-old in California? ,413,1.682,16,69456.30000001192,q,S,1911.699999988079,73574.60000002384,HRV,HRV_0301,2022-11-30 20:58:08
Kidnapping and killing the Lindbergh baby,4,For what crime was Bruno Hauptmann executed in 1936?,41,1.433,17,73574.60000002384,q,S,2406.399999976158,77933.60000002384,HRV,HRV_0301,2022-11-30 20:58:08
"A peanut is a legume, not a nut",5,What type of food is a peanut?,447,0.889,18,77933.60000002384,q,S,1630.2999999523163,80972.0,HRV,HRV_0301,2022-11-30 20:58:08
Canadian Oil,1,What is canola an abbreviation for?,436,1.601,19,80972.0,q,S,2234.100000023842,85328.0,HRV,HRV_0301,2022-11-30 20:58:08
Liffey,7,What river runs through Dublin?   ,253,0.924,20,85328.0,q,S,2854.699999988079,89629.69999998808,HRV,HRV_0301,2022-11-30 20:58:08
"the Red Hot Chili Peppers, followed closely by Meatloaf",6,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,0.583,21,89629.80000001192,q,S,3804.699999988079,94539.10000002384,HRV,HRV_0301,2022-11-30 20:58:08
Holy Roman Emperor Henry IV ,3,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,0.952,22,94539.10000002384,q,S,2499.099999964237,98501.69999998808,HRV,HRV_0301,2022-11-30 20:58:08
Bookkeeper,5,What is the only English word with three consecutive double letters?  ,209,1.434,23,98501.69999998808,q,S,2215.400000035763,102677.69999998808,HRV,HRV_0301,2022-11-30 20:58:08
Eddie Van Halen,4,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,1.566,24,102677.69999998808,q,S,2120.199999988079,106891.39999997616,HRV,HRV_0301,2022-11-30 20:58:08
Shark,4,"What animal is thought to be immune to most all diseases, including cancer? ",132,0.996,25,106891.39999997616,q,S,2111.600000023842,110514.10000002384,HRV,HRV_0301,2022-11-30 20:58:08
Paris,5,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",86,1.569,26,110514.10000002384,q,S,2013.5,114619.39999997616,HRV,HRV_0301,2022-11-30 20:58:08
Mexico ,6,"In what nation did the woven-yarn craft of ""God's eyes"" originate? ",65,0.743,27,114619.39999997616,q,S,1876.2000000476837,117757.19999998808,HRV,HRV_0301,2022-11-30 20:58:08
World War I,2,"During which war was ""The African Queen"" set?",34,1.357,28,117757.19999998808,q,S,1755.0,121384.19999998808,HRV,HRV_0301,2022-11-30 20:58:08
Orca (Killer Whale) ,2,Which is the largest species of dolphin? ,343,1.036,29,121384.30000001192,q,S,2574.800000011921,125516.80000001192,HRV,HRV_0301,2022-11-30 20:58:08
Dragonflies,3,"Which insect, one of the fastest, can fly at speeds up to 60 mph? ",342,0.509,30,125516.80000001192,q,S,2180.099999964237,128732.0,HRV,HRV_0301,2022-11-30 20:58:08
Condoleeza (con dolcezza) Rice ,6,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",390,0.958,31,128732.0,q,S,3429.600000023842,133645.19999998808,HRV,HRV_0301,2022-11-30 20:58:08
lobster,1,Which expensive restaurant item used to be fed to pisinors and servants?,449,0.529,32,133645.30000001192,q,S,2583.599999964237,137269.60000002384,HRV,HRV_0301,2022-11-30 20:58:08
United States,2,In which country is it most common for divers to be attacked by sharks?,68,1.804,33,137269.60000002384,q,S,2216.0,141800.0,HRV,HRV_0301,2022-11-30 20:58:08
General Electric ,1,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,1.12,34,141800.0,q,S,4157.399999976158,147601.0,HRV,HRV_0301,2022-11-30 20:58:08
coca-cola,4,Which famous soft drink was invented in 1892?,425,1.264,35,147601.10000002384,q,S,2801.899999976158,152178.39999997616,HRV,HRV_0301,2022-11-30 20:58:08
Saffron,2,What is the most expensive spice (by weight) in the world?,431,1.362,36,152178.39999997616,q,S,2016.800000011921,156081.69999998808,HRV,HRV_0301,2022-11-30 20:58:08
AstroTurf ,4,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,1.486,37,156081.69999998808,q,S,1777.4000000357628,159871.60000002384,HRV,HRV_0301,2022-11-30 20:58:08
Peanuts ,1,What snack food is an ingredient in the explosive dynamite?  ,408,1.903,38,159871.60000002384,q,S,3533.699999988079,165828.89999997616,HRV,HRV_0301,2022-11-30 20:58:08
A Galapagos giant tortoise ,5,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,1.316,39,165828.89999997616,q,S,3409.300000011921,171080.30000001192,HRV,HRV_0301,2022-11-30 20:58:08
Columbia,4,What company introduced the first LP record albums?  ,155,1.861,40,171080.30000001192,q,S,2225.199999988079,175693.0,HRV,HRV_0301,2022-11-30 20:58:08
Mung beans ,7,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.609,41,175693.0,q,S,3432.399999976158,181253.89999997616,HRV,HRV_0301,2022-11-30 20:58:08
Broccoli! ,7,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.864,42,181253.89999997616,q,S,3811.100000023842,187446.80000001192,HRV,HRV_0301,2022-11-30 20:58:08
Catapult ,3,What artillery weapon was launched upon the world in 400 B.C.?  ,140,0.828,43,187446.80000001192,q,S,2607.199999988079,191392.5,HRV,HRV_0301,2022-11-30 20:58:08
Generals,1,Eleven U.S. presidents have been what before being elected?,36,1.6,44,191392.5,q,S,3327.300000011921,196837.19999998808,HRV,HRV_0301,2022-11-30 20:58:08
Tuxedo Club ,7,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,238,1.786,45,196837.30000001192,q,S,2108.800000011921,201250.80000001192,HRV,HRV_0301,2022-11-30 20:58:08
Albert Einstein,1,Who beat out FDR and Gandhi to be named Time's Person of the Century in 1999? ,361,1.078,46,201250.80000001192,q,S,3057.199999988079,205907.69999998808,HRV,HRV_0301,2022-11-30 20:58:08
Ripe cranerries bounce when dropped on the ground,4,How do farmers test whether cranberries are ripe?,452,0.892,47,205907.69999998808,q,S,1756.800000011921,209068.19999998808,HRV,HRV_0301,2022-11-30 20:58:08
Near Alaska,3,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,0.509,48,209068.19999998808,q,S,2068.199999988079,212157.0,HRV,HRV_0301,2022-11-30 20:58:08
Brigham Young University,2,What is the most sober school according to The Princeton Review? ,206,1.202,49,212157.0,q,S,2783.899999976158,216652.30000001192,HRV,HRV_0301,2022-11-30 20:58:08
George VI,5,Who was the last British Monarch to also be an emperor?  ,381,1.243,50,216652.30000001192,q,S,1754.3999999761581,220166.0,HRV,HRV_0301,2022-11-30 20:58:08
Coca-Cola,7,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.264,51,220166.0,q,S,3350.300000011921,225304.19999998808,HRV,HRV_0301,2022-11-30 20:58:08
The Leek ,6,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",145,0.939,52,225304.19999998808,q,S,3072.300000011921,229838.69999998808,HRV,HRV_0301,2022-11-30 20:58:08
