Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Texas,6,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,1.826,0,3092.8999999910593,q,S,3527.1000000089407,8971.20000000298,HRV,HRV_0141,2022-11-30 17:54:58
A castrated rooster,5,What is a capon?  ,193,1.048,1,8971.39999999106,q,S,2098.2000000029802,12637.79999999702,HRV,HRV_0141,2022-11-30 17:54:58
Plumbing,3,"What common English word derives from the Latin for ""lead"", for the Roman practice of making water pipes out of lead?",153,1.712,2,12637.79999999702,q,S,2749.7999999970198,17626.5,HRV,HRV_0141,2022-11-30 17:54:58
Nutmeg,4,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.839,3,17626.5,q,S,3206.0999999940395,22198.09999999404,HRV,HRV_0141,2022-11-30 17:54:58
The Blair Witch Project,5,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ",125,0.581,4,22198.59999999404,q,S,3168.7000000029802,26479.39999999106,HRV,HRV_0141,2022-11-30 17:54:58
Mung beans ,5,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,0.529,5,26479.39999999106,q,S,3120.0,30656.29999999702,HRV,HRV_0141,2022-11-30 17:54:58
Sic semper tyrannis ,5,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,2.0,6,30656.39999999106,q,S,3266.1000000089407,36459.39999999106,HRV,HRV_0141,2022-11-30 17:54:58
The Mini Cooper,3,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.596,7,36459.59999999404,q,S,2453.0,41028.89999999106,HRV,HRV_0141,2022-11-30 17:54:58
Australia,6,What country has six sheep for every human? ,158,0.998,8,41029.20000000298,p,K,2361.7999999970198,44915.39999999106,HRV,HRV_0141,2022-11-30 17:54:58
An otter,6,What animal lives in a holt? ,133,1.936,9,44915.79999999702,q,S,2766.9000000059605,50145.70000000298,HRV,HRV_0141,2022-11-30 17:54:58
Sunrise or sunset,1,"When is the optical phenomenon called a ""green flash"" or ""green ray"" visible?  ",313,1.463,10,50145.79999999702,q,S,3633.7000000029802,55778.89999999106,HRV,HRV_0141,2022-11-30 17:54:58
The crocodile,5,The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?,95,1.789,11,55779.29999999702,q,S,3018.5999999940395,61115.0,HRV,HRV_0141,2022-11-30 17:54:58
Near Alaska,6,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,1.747,12,61115.0,q,S,3198.8999999910593,66603.09999999404,HRV,HRV_0141,2022-11-30 17:54:58
