Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Poland,1,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.187,0,2954.5999999996275,q,S,5694.0999999996275,10351.699999999255,HRV,HRV_0041,2022-11-30 17:35:18
Spiro Agnew ,2,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,1.014,1,10351.699999999255,q,S,6229.0,18110.599999999627,HRV,HRV_0041,2022-11-30 17:35:18
Sao Paulo,5,What's the most populous city in the Southern Hemisphere?,304,0.823,2,18110.699999999255,q,S,6105.800000000745,25557.5,HRV,HRV_0041,2022-11-30 17:35:18
60 fragments per 100 gram ,6,What amount of insects does the FDA allow in chocolate,453,0.804,3,25557.5,p,K,5006.199999999255,31885.300000000745,HRV,HRV_0041,2022-11-30 17:35:18
The Chrysler Building ,6,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,1.151,4,31885.300000000745,q,S,6091.5,39653.300000000745,HRV,HRV_0041,2022-11-30 17:35:18
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",5,Cooking which food requires over two years of training?,461,1.874,5,39653.300000000745,p,K,4872.5999999996275,46922.300000000745,HRV,HRV_0041,2022-11-30 17:35:18
OutKast,2,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,0.908,6,46922.40000000037,,,,56439.59999999963,HRV,HRV_0041,2022-11-30 17:35:18
Condoleeza (con dolcezza) Rice ,3,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",390,1.551,7,56439.59999999963,q,S,5847.300000000745,64358.40000000037,HRV,HRV_0041,2022-11-30 17:35:18
New Jersey's Rutgers,6,Which U.S. state's leading public university is the only one not to be named for the state?  ,357,1.04,8,64358.40000000037,q,S,6090.0999999996275,72022.59999999963,HRV,HRV_0041,2022-11-30 17:35:18
Oklahoma,4,"What U.S. state has the slogan ""Native America"" on its license plates?",271,1.595,9,72022.59999999963,p,K,5301.0999999996275,79434.0,HRV,HRV_0041,2022-11-30 17:35:18
Yahoo!,5,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,1.455,10,79434.0,q,S,4814.699999999255,86224.80000000075,HRV,HRV_0041,2022-11-30 17:35:18
The paper clip,2,"""Gem"" is the trade name for the most common, three-loop design of what?",4,1.684,11,86224.80000000075,q,S,5733.39999999851,94146.90000000037,HRV,HRV_0041,2022-11-30 17:35:18
Poison-arrow frog,4,"Which animal's poison could kill up to 2,200 people? ",329,1.525,12,94147.0,p,K,4077.4000000003725,100270.30000000075,HRV,HRV_0041,2022-11-30 17:35:18
Theodore Roosevelt ,2,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,1.993,13,100270.30000000075,p,K,7812.699999999255,110591.19999999925,HRV,HRV_0041,2022-11-30 17:35:18
"the white flesh that houses the seeds, known as the placenta",7,What is the hottest part of a chili?,432,1.146,14,110591.19999999925,p,K,4057.4000000003725,116325.0,HRV,HRV_0041,2022-11-30 17:35:18
Orville Wright,3,Who was flying the plane in which the first US airplane fatality occurred? ,377,1.452,15,116325.0,p,K,4814.5999999996275,123127.80000000075,HRV,HRV_0041,2022-11-30 17:35:18
