Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Teeth,3,"One in every 2,000 babies is born with what? ",77,0.557,0,1792.0,q,S,3284.7000000476837,6157.100000023842,HRV,HRV_0130,2022-11-30 18:06:44
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,5,What is the most fattening product in the modern diet?,457,1.088,1,6157.100000023842,p,K,2683.100000023842,10464.600000023842,HRV,HRV_0130,2022-11-30 18:06:44
Green Eggs and Ham,7,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.63,2,10464.600000023842,q,S,3301.5,15923.399999976158,HRV,HRV_0130,2022-11-30 18:06:44
Germany,4,Which European country was the first to produce decaffeinated coffee? ,412,1.293,3,15923.399999976158,q,S,3338.0,21075.700000047684,HRV,HRV_0130,2022-11-30 18:06:44
Blue,1,Lobster blood is what color?,73,1.633,4,21075.700000047684,p,K,2077.1999999284744,25303.5,HRV,HRV_0130,2022-11-30 18:06:44
" ""!"" ",5,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,1.765,5,25303.5,p,K,3564.399999976158,31159.100000023842,HRV,HRV_0130,2022-11-30 18:06:44
ZZ Top,6,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,1.841,6,31159.100000023842,q,S,3164.100000023842,36677.0,HRV,HRV_0130,2022-11-30 18:06:44
Mae West,2,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,1.989,7,36677.0,p,K,4146.399999976158,43334.200000047684,HRV,HRV_0130,2022-11-30 18:06:44
Penny Marshall,5,Who was the first woman film director to have a film take in more than $100 million at the box office? ,380,1.525,8,43334.200000047684,p,K,2414.100000023842,47792.200000047684,HRV,HRV_0130,2022-11-30 18:06:44
Dutch Oven,4,"What kind of ""oven"" is the official state cooking pot of Utah? ",220,1.586,9,47792.200000047684,q,S,2870.100000023842,52780.300000071526,HRV,HRV_0130,2022-11-30 18:06:44
Pig,5,What is the only type of animal besides a human that can get a sunburn?,212,1.383,10,52780.300000071526,p,K,3392.0999999046326,58086.10000002384,HRV,HRV_0130,2022-11-30 18:06:44
Coca-cola,5,What popular drink was first marketed as a brain tonic?,405,1.973,11,58086.200000047684,p,K,3006.899999976158,63592.300000071526,HRV,HRV_0130,2022-11-30 18:06:44
Cadabra.com ,3,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,287,0.626,12,63592.300000071526,q,S,3614.5999999046326,68356.30000007153,HRV,HRV_0130,2022-11-30 18:06:44
San Francisco Bay ,3,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",142,0.836,13,68356.39999997616,p,K,3021.3000000715256,72736.80000007153,HRV,HRV_0130,2022-11-30 18:06:44
The Mona Lisa,2,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,1.159,14,72736.80000007153,q,S,3315.5,77729.80000007153,HRV,HRV_0130,2022-11-30 18:06:44
Zinfindel,4,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.487,15,77729.80000007153,q,S,2387.0999999046326,82126.80000007153,HRV,HRV_0130,2022-11-30 18:06:44
