Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Crocodiles,7,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",330,1.77,0,2582.89999999851,q,S,2056.800000000745,6933.0999999996275,HRV,HRV_0096,2022-11-30 18:01:46
Matches,4,"Which accidentally invented household items were first marketed as ""friction lights""? ",322,1.173,1,6933.199999999255,q,S,1962.5,10592.799999998882,HRV,HRV_0096,2022-11-30 18:01:46
The popsicle,3,Which popular treat was invented by an 11-year-old in California? ,413,1.415,2,10592.799999998882,q,S,2438.9000000003725,14971.199999999255,HRV,HRV_0096,2022-11-30 18:01:46
Buck,5,"What's the name of the dog who is the hero of Jack London's ""The Call of the Wild""?   ",305,1.506,3,14971.299999998882,q,S,1796.4000000003725,18786.699999999255,HRV,HRV_0096,2022-11-30 18:01:46
Spiro Agnew ,5,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,0.823,4,18786.799999998882,q,S,1924.9000000003725,22065.39999999851,HRV,HRV_0096,2022-11-30 18:01:46
Pepper and Mustard,3,What are the top two most popular spices in the world?,422,1.869,5,22065.39999999851,q,S,1805.7000000011176,26247.299999998882,HRV,HRV_0096,2022-11-30 18:01:46
On a Jell-O box,6,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.571,6,26247.299999998882,q,S,2071.9000000003725,30408.39999999851,HRV,HRV_0096,2022-11-30 18:01:46
Joeys,2,What are infant marsupials called?  ,135,1.062,7,30408.5,q,S,2047.199999999255,34028.0,HRV,HRV_0096,2022-11-30 18:01:46
The nock,1,What slot on the back of an arrow's shaft keeps it on the bowstring? ,259,1.795,8,34028.0,q,S,1955.0999999996275,38305.09999999963,HRV,HRV_0096,2022-11-30 18:01:46
Louie Louie,1,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,0.778,9,38305.09999999963,q,S,2134.5999999996275,41738.5,HRV,HRV_0096,2022-11-30 18:01:46
Violin,2,What instrument was invented to sound like a human singing? ,189,1.874,10,41738.59999999963,q,S,1932.4000000003725,46062.09999999963,HRV,HRV_0096,2022-11-30 18:01:46
A Spoonful of Sugar ,5,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.992,11,46062.09999999963,q,S,1977.0999999996275,50552.39999999851,HRV,HRV_0096,2022-11-30 18:01:46
Graham Greene,7,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,0.665,12,50552.39999999851,q,S,2703.2000000011176,54446.0,HRV,HRV_0096,2022-11-30 18:01:46
Tuxedo Club ,5,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,238,1.831,13,54446.09999999963,q,S,3033.7999999988824,59840.699999999255,HRV,HRV_0096,2022-11-30 18:01:46
